BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID,ARCHIVE_DATE
021,100000000021,USD,4246,P,1950.400,OFF,100000000021,TRN000000000021,2026-01-21,2026-01-21,TD_DEPOSITER,Td Depositer Name 21,TD_CERT_COLL,Td Cert Collector Name 21,TD_WITHDRAWE,Td Withdrawer Name 21,2026-01-21,E,J,JOINT_HOLDER,2026-01-21,PAY,100000000021,USD,RA,RO,100000000021,INT,USD,A,G,G,ADVICE_MEDIA_21,EMAIL_21,CU,D,A,A,REASON_CODE_21,318,3775,2026-01-21,5719.600,8003.900,20742.4000,10677.7000,XREF_21,1578.2000,5225.000,14340.3000,A,543429,2.73000,2026-01-21,133559,202966,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-01-21,021,MAI,MAI,MAI,CMA,3.4300,COMME,021,188411,284371,BAE,AUTHORIZE,VAL,M,DESTI,CUST000021,CUST000021,OPERATION_KEY_2,D,D,B,2.66000,1.89000,A,RATE_CODE_,2.70000,M,RETN_,RETN_,470061.00000,244781.00000,21579.0000,NAT,TXN0000000000000021,2026-01-21
022,100000000022,PEN,9448,P,8942.100,OFF,100000000022,TRN000000000022,2026-01-22,2026-01-22,TD_DEPOSITER,Td Depositer Name 22,TD_CERT_COLL,Td Cert Collector Name 22,TD_WITHDRAWE,Td Withdrawer Name 22,2026-01-22,E,J,JOINT_HOLDER,2026-01-22,PAY,100000000022,PEN,RA,RO,100000000022,INT,PEN,A,G,G,ADVICE_MEDIA_22,EMAIL_22,CU,D,A,A,REASON_CODE_22,3837,6885,2026-01-22,9576.800,12131.500,2742.2000,11792.4000,XREF_22,18586.1000,4873.900,5588.2000,A,702301,1.09000,2026-01-22,447742,283982,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-01-22,022,MAI,MAI,MAI,CMA,3.6700,COMME,022,982950,360891,BAE,AUTHORIZE,VAL,M,DESTI,CUST000022,CUST000022,OPERATION_KEY_2,D,D,B,4.39000,2.51000,A,RATE_CODE_,3.44000,M,RETN_,RETN_,551727.00000,620176.00000,14337.0000,NAT,TXN0000000000000022,2026-01-22
023,100000000023,EUR,6171,P,3154.600,OFF,100000000023,TRN000000000023,2026-01-23,2026-01-23,TD_DEPOSITER,Td Depositer Name 23,TD_CERT_COLL,Td Cert Collector Name 23,TD_WITHDRAWE,Td Withdrawer Name 23,2026-01-23,E,J,JOINT_HOLDER,2026-01-23,PAY,100000000023,EUR,RA,RO,100000000023,INT,EUR,A,G,G,ADVICE_MEDIA_23,EMAIL_23,CU,D,A,A,REASON_CODE_23,9069,993,2026-01-23,8479.600,6907.400,11424.0000,2612.4000,XREF_23,3929.0000,22393.300,8077.4000,A,490202,2.90000,2026-01-23,237408,318109,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-01-23,023,MAI,MAI,MAI,CMA,1.3400,COMME,023,188194,55668,BAE,AUTHORIZE,VAL,M,DESTI,CUST000023,CUST000023,OPERATION_KEY_2,D,D,B,0.91000,0.89000,A,RATE_CODE_,4.42000,M,RETN_,RETN_,997989.00000,112709.00000,679.2000,NAT,TXN0000000000000023,2026-01-23
024,100000000024,BRL,4949,P,2592.300,OFF,100000000024,TRN000000000024,2026-01-24,2026-01-24,TD_DEPOSITER,Td Depositer Name 24,TD_CERT_COLL,Td Cert Collector Name 24,TD_WITHDRAWE,Td Withdrawer Name 24,2026-01-24,E,J,JOINT_HOLDER,2026-01-24,PAY,100000000024,BRL,RA,RO,100000000024,INT,BRL,A,G,G,ADVICE_MEDIA_24,EMAIL_24,CU,D,A,A,REASON_CODE_24,8806,1366,2026-01-24,5403.000,10546.900,18753.9000,24453.9000,XREF_24,23794.4000,24324.500,12367.3000,A,528938,2.55000,2026-01-24,71960,962200,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-01-24,024,MAI,MAI,MAI,CMA,3.4800,COMME,024,757467,476160,BAE,AUTHORIZE,VAL,M,DESTI,CUST000024,CUST000024,OPERATION_KEY_2,D,D,B,2.46000,3.95000,A,RATE_CODE_,1.67000,M,RETN_,RETN_,244820.00000,992261.00000,9035.8000,NAT,TXN0000000000000024,2026-01-24
025,100000000025,USD,6954,P,11128.900,OFF,100000000025,TRN000000000025,2026-01-25,2026-01-25,TD_DEPOSITER,Td Depositer Name 25,TD_CERT_COLL,Td Cert Collector Name 25,TD_WITHDRAWE,Td Withdrawer Name 25,2026-01-25,E,J,JOINT_HOLDER,2026-01-25,PAY,100000000025,USD,RA,RO,100000000025,INT,USD,A,G,G,ADVICE_MEDIA_25,EMAIL_25,CU,D,A,A,REASON_CODE_25,2553,3216,2026-01-25,8082.400,24114.700,16700.1000,9105.8000,XREF_25,14486.6000,1579.300,15315.3000,A,297966,2.44000,2026-01-25,768191,219287,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-01-25,025,MAI,MAI,MAI,CMA,3.1800,COMME,025,173561,378258,BAE,AUTHORIZE,VAL,M,DESTI,CUST000025,CUST000025,OPERATION_KEY_2,D,D,B,2.17000,2.85000,A,RATE_CODE_,3.21000,M,RETN_,RETN_,87135.00000,200682.00000,18346.3000,NAT,TXN0000000000000025,2026-01-25
001,100000000026,PEN,9232,P,7928.200,OFF,100000000026,TRN000000000026,2026-01-26,2026-01-26,TD_DEPOSITER,Td Depositer Name 26,TD_CERT_COLL,Td Cert Collector Name 26,TD_WITHDRAWE,Td Withdrawer Name 26,2026-01-26,E,J,JOINT_HOLDER,2026-01-26,PAY,100000000026,PEN,RA,RO,100000000026,INT,PEN,A,G,G,ADVICE_MEDIA_26,EMAIL_26,CU,D,A,A,REASON_CODE_26,8237,658,2026-01-26,5750.800,4142.000,16104.5000,16542.8000,XREF_26,10007.8000,15399.900,4701.2000,A,298204,4.12000,2026-01-26,964715,397717,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-01-26,001,MAI,MAI,MAI,CMA,3.8700,COMME,001,668994,464236,BAE,AUTHORIZE,VAL,M,DESTI,CUST000026,CUST000026,OPERATION_KEY_2,D,D,B,3.65000,0.91000,A,RATE_CODE_,3.03000,M,RETN_,RETN_,81322.00000,776241.00000,19632.4000,NAT,TXN0000000000000026,2026-01-26
002,100000000027,EUR,6592,P,15911.900,OFF,100000000027,TRN000000000027,2026-01-27,2026-01-27,TD_DEPOSITER,Td Depositer Name 27,TD_CERT_COLL,Td Cert Collector Name 27,TD_WITHDRAWE,Td Withdrawer Name 27,2026-01-27,E,J,JOINT_HOLDER,2026-01-27,PAY,100000000027,EUR,RA,RO,100000000027,INT,EUR,A,G,G,ADVICE_MEDIA_27,EMAIL_27,CU,D,A,A,REASON_CODE_27,5658,7679,2026-01-27,9794.000,16009.100,11903.2000,15670.6000,XREF_27,12763.3000,19155.500,19735.0000,A,718162,2.93000,2026-01-27,414725,696022,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-01-27,002,MAI,MAI,MAI,CMA,1.1800,COMME,002,926190,539737,BAE,AUTHORIZE,VAL,M,DESTI,CUST000027,CUST000027,OPERATION_KEY_2,D,D,B,2.82000,2.67000,A,RATE_CODE_,0.83000,M,RETN_,RETN_,902775.00000,101200.00000,21117.0000,NAT,TXN0000000000000027,2026-01-27
003,100000000028,BRL,1093,P,17841.100,OFF,100000000028,TRN000000000028,2026-01-28,2026-01-28,TD_DEPOSITER,Td Depositer Name 28,TD_CERT_COLL,Td Cert Collector Name 28,TD_WITHDRAWE,Td Withdrawer Name 28,2026-01-28,E,J,JOINT_HOLDER,2026-01-28,PAY,100000000028,BRL,RA,RO,100000000028,INT,BRL,A,G,G,ADVICE_MEDIA_28,EMAIL_28,CU,D,A,A,REASON_CODE_28,4566,9359,2026-01-28,14067.400,3639.600,11976.0000,22920.2000,XREF_28,2196.2000,11722.700,23594.3000,A,330239,0.93000,2026-01-28,980001,446718,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-01-28,003,MAI,MAI,MAI,CMA,2.5000,COMME,003,835623,426996,BAE,AUTHORIZE,VAL,M,DESTI,CUST000028,CUST000028,OPERATION_KEY_2,D,D,B,4.01000,4.46000,A,RATE_CODE_,3.02000,M,RETN_,RETN_,696316.00000,651509.00000,7343.2000,NAT,TXN0000000000000028,2026-01-28
004,100000000029,USD,3519,P,13373.900,OFF,100000000029,TRN000000000029,2026-01-29,2026-01-29,TD_DEPOSITER,Td Depositer Name 29,TD_CERT_COLL,Td Cert Collector Name 29,TD_WITHDRAWE,Td Withdrawer Name 29,2026-01-29,E,J,JOINT_HOLDER,2026-01-29,PAY,100000000029,USD,RA,RO,100000000029,INT,USD,A,G,G,ADVICE_MEDIA_29,EMAIL_29,CU,D,A,A,REASON_CODE_29,2544,2229,2026-01-29,20925.900,9167.600,12415.9000,3790.8000,XREF_29,10000.2000,22548.600,14499.0000,A,597010,1.39000,2026-01-29,316547,786525,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-01-29,004,MAI,MAI,MAI,CMA,3.6500,COMME,004,151271,363963,BAE,AUTHORIZE,VAL,M,DESTI,CUST000029,CUST000029,OPERATION_KEY_2,D,D,B,2.77000,2.16000,A,RATE_CODE_,3.09000,M,RETN_,RETN_,437909.00000,179447.00000,24040.3000,NAT,TXN0000000000000029,2026-01-29
005,100000000030,PEN,4004,P,22491.400,OFF,100000000030,TRN000000000030,2026-01-30,2026-01-30,TD_DEPOSITER,Td Depositer Name 30,TD_CERT_COLL,Td Cert Collector Name 30,TD_WITHDRAWE,Td Withdrawer Name 30,2026-01-30,E,J,JOINT_HOLDER,2026-01-30,PAY,100000000030,PEN,RA,RO,100000000030,INT,PEN,A,G,G,ADVICE_MEDIA_30,EMAIL_30,CU,D,A,A,REASON_CODE_30,2544,3939,2026-01-30,12114.000,1086.100,17315.1000,2953.0000,XREF_30,20681.1000,2025.400,20482.5000,A,673532,4.35000,2026-01-30,637461,446683,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-01-30,005,MAI,MAI,MAI,CMA,2.3900,COMME,005,725462,362081,BAE,AUTHORIZE,VAL,M,DESTI,CUST000030,CUST000030,OPERATION_KEY_3,D,D,B,4.00000,1.47000,A,RATE_CODE_,4.42000,M,RETN_,RETN_,942504.00000,495943.00000,10480.0000,NAT,TXN0000000000000030,2026-01-30
006,100000000031,EUR,2177,P,21621.400,OFF,100000000031,TRN000000000031,2026-01-31,2026-01-31,TD_DEPOSITER,Td Depositer Name 31,TD_CERT_COLL,Td Cert Collector Name 31,TD_WITHDRAWE,Td Withdrawer Name 31,2026-01-31,E,J,JOINT_HOLDER,2026-01-31,PAY,100000000031,EUR,RA,RO,100000000031,INT,EUR,A,G,G,ADVICE_MEDIA_31,EMAIL_31,CU,D,A,A,REASON_CODE_31,3738,6320,2026-01-31,24253.400,16327.700,14684.7000,6895.9000,XREF_31,15622.9000,8022.600,8074.5000,A,969489,3.55000,2026-01-31,704370,826426,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-01-31,006,MAI,MAI,MAI,CMA,2.1500,COMME,006,612724,396745,BAE,AUTHORIZE,VAL,M,DESTI,CUST000031,CUST000031,OPERATION_KEY_3,D,D,B,4.03000,4.49000,A,RATE_CODE_,2.89000,M,RETN_,RETN_,651524.00000,684195.00000,3202.8000,NAT,TXN0000000000000031,2026-01-31
007,100000000032,BRL,6804,P,2490.500,OFF,100000000032,TRN000000000032,2026-02-01,2026-02-01,TD_DEPOSITER,Td Depositer Name 32,TD_CERT_COLL,Td Cert Collector Name 32,TD_WITHDRAWE,Td Withdrawer Name 32,2026-02-01,E,J,JOINT_HOLDER,2026-02-01,PAY,100000000032,BRL,RA,RO,100000000032,INT,BRL,A,G,G,ADVICE_MEDIA_32,EMAIL_32,CU,D,A,A,REASON_CODE_32,7648,8284,2026-02-01,11150.000,9827.700,11336.7000,19066.8000,XREF_32,6574.7000,21866.200,24839.2000,A,188771,1.65000,2026-02-01,245907,664971,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-01,007,MAI,MAI,MAI,CMA,1.9300,COMME,007,791891,822028,BAE,AUTHORIZE,VAL,M,DESTI,CUST000032,CUST000032,OPERATION_KEY_3,D,D,B,3.37000,1.95000,A,RATE_CODE_,2.11000,M,RETN_,RETN_,499760.00000,189718.00000,15516.2000,NAT,TXN0000000000000032,2026-02-01
008,100000000033,USD,6559,P,24199.500,OFF,100000000033,TRN000000000033,2026-02-02,2026-02-02,TD_DEPOSITER,Td Depositer Name 33,TD_CERT_COLL,Td Cert Collector Name 33,TD_WITHDRAWE,Td Withdrawer Name 33,2026-02-02,E,J,JOINT_HOLDER,2026-02-02,PAY,100000000033,USD,RA,RO,100000000033,INT,USD,A,G,G,ADVICE_MEDIA_33,EMAIL_33,CU,D,A,A,REASON_CODE_33,6243,4243,2026-02-02,9931.000,12259.200,7662.6000,10084.5000,XREF_33,23627.3000,9459.200,19917.3000,A,604598,3.40000,2026-02-02,573735,548357,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-02,008,MAI,MAI,MAI,CMA,1.7300,COMME,008,494114,566214,BAE,AUTHORIZE,VAL,M,DESTI,CUST000033,CUST000033,OPERATION_KEY_3,D,D,B,2.30000,4.13000,A,RATE_CODE_,1.71000,M,RETN_,RETN_,837218.00000,147262.00000,14927.6000,NAT,TXN0000000000000033,2026-02-02
009,100000000034,PEN,8018,P,4291.700,OFF,100000000034,TRN000000000034,2026-02-03,2026-02-03,TD_DEPOSITER,Td Depositer Name 34,TD_CERT_COLL,Td Cert Collector Name 34,TD_WITHDRAWE,Td Withdrawer Name 34,2026-02-03,E,J,JOINT_HOLDER,2026-02-03,PAY,100000000034,PEN,RA,RO,100000000034,INT,PEN,A,G,G,ADVICE_MEDIA_34,EMAIL_34,CU,D,A,A,REASON_CODE_34,138,7077,2026-02-03,10058.900,4747.500,4979.7000,9340.8000,XREF_34,24958.3000,6199.600,20921.2000,A,279191,1.16000,2026-02-03,894682,64095,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-03,009,MAI,MAI,MAI,CMA,2.1000,COMME,009,890029,19543,BAE,AUTHORIZE,VAL,M,DESTI,CUST000034,CUST000034,OPERATION_KEY_3,D,D,B,2.13000,4.49000,A,RATE_CODE_,3.92000,M,RETN_,RETN_,583103.00000,849744.00000,13661.8000,NAT,TXN0000000000000034,2026-02-03
010,100000000035,EUR,1389,P,2150.400,OFF,100000000035,TRN000000000035,2026-02-04,2026-02-04,TD_DEPOSITER,Td Depositer Name 35,TD_CERT_COLL,Td Cert Collector Name 35,TD_WITHDRAWE,Td Withdrawer Name 35,2026-02-04,E,J,JOINT_HOLDER,2026-02-04,PAY,100000000035,EUR,RA,RO,100000000035,INT,EUR,A,G,G,ADVICE_MEDIA_35,EMAIL_35,CU,D,A,A,REASON_CODE_35,2709,6835,2026-02-04,13679.300,4444.600,24295.2000,19845.8000,XREF_35,11980.1000,18392.900,11446.8000,A,715672,3.43000,2026-02-04,455246,167285,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-04,010,MAI,MAI,MAI,CMA,1.6300,COMME,010,415835,88066,BAE,AUTHORIZE,VAL,M,DESTI,CUST000035,CUST000035,OPERATION_KEY_3,D,D,B,4.23000,3.40000,A,RATE_CODE_,1.81000,M,RETN_,RETN_,476621.00000,127602.00000,1692.3000,NAT,TXN0000000000000035,2026-02-04
011,100000000036,BRL,8721,P,22351.100,OFF,100000000036,TRN000000000036,2026-02-05,2026-02-05,TD_DEPOSITER,Td Depositer Name 36,TD_CERT_COLL,Td Cert Collector Name 36,TD_WITHDRAWE,Td Withdrawer Name 36,2026-02-05,E,J,JOINT_HOLDER,2026-02-05,PAY,100000000036,BRL,RA,RO,100000000036,INT,BRL,A,G,G,ADVICE_MEDIA_36,EMAIL_36,CU,D,A,A,REASON_CODE_36,7979,7849,2026-02-05,19606.200,4612.400,11439.7000,21858.9000,XREF_36,23106.6000,15370.100,17090.4000,A,346353,1.83000,2026-02-05,956386,155127,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-02-05,011,MAI,MAI,MAI,CMA,3.7300,COMME,011,946906,702562,BAE,AUTHORIZE,VAL,M,DESTI,CUST000036,CUST000036,OPERATION_KEY_3,D,D,B,0.83000,2.28000,A,RATE_CODE_,0.92000,M,RETN_,RETN_,935142.00000,613600.00000,1223.5000,NAT,TXN0000000000000036,2026-02-05
012,100000000037,USD,4657,P,11013.900,OFF,100000000037,TRN000000000037,2026-02-06,2026-02-06,TD_DEPOSITER,Td Depositer Name 37,TD_CERT_COLL,Td Cert Collector Name 37,TD_WITHDRAWE,Td Withdrawer Name 37,2026-02-06,E,J,JOINT_HOLDER,2026-02-06,PAY,100000000037,USD,RA,RO,100000000037,INT,USD,A,G,G,ADVICE_MEDIA_37,EMAIL_37,CU,D,A,A,REASON_CODE_37,4266,9469,2026-02-06,11853.200,17743.800,16042.0000,19209.0000,XREF_37,3385.9000,7207.000,10947.9000,A,853816,3.36000,2026-02-06,741342,158535,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-02-06,012,MAI,MAI,MAI,CMA,2.2000,COMME,012,794845,104224,BAE,AUTHORIZE,VAL,M,DESTI,CUST000037,CUST000037,OPERATION_KEY_3,D,D,B,2.61000,0.92000,A,RATE_CODE_,2.50000,M,RETN_,RETN_,273012.00000,999126.00000,21445.4000,NAT,TXN0000000000000037,2026-02-06
013,100000000038,PEN,5970,P,72322.400,OFF,100000000038,TRN000000000038,2026-02-07,2026-02-07,TD_DEPOSITER,Td Depositer Name 38,TD_CERT_COLL,Td Cert Collector Name 38,TD_WITHDRAWE,Td Withdrawer Name 38,2026-02-07,E,J,JOINT_HOLDER,2026-02-07,PAY,100000000038,PEN,RA,RO,100000000038,INT,PEN,A,G,G,ADVICE_MEDIA_38,EMAIL_38,CU,D,A,A,REASON_CODE_38,7499,3285,2026-02-07,175576.800,116543.200,52348.8000,96679.2000,XREF_38,125680.0000,32956.800,178328.8000,A,298189,2.02000,2026-02-07,101407,560653,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-02-07,013,MAI,MAI,MAI,CMA,3.9900,COMME,013,176348,739600,BAE,AUTHORIZE,VAL,M,DESTI,CUST000038,CUST000038,OPERATION_KEY_3,D,D,B,3.58000,2.89000,A,RATE_CODE_,2.62000,M,RETN_,RETN_,901067.00000,832109.00000,129833.6000,NAT,TXN0000000000000038,2026-02-07
014,100000000039,EUR,3740,P,23508.800,OFF,100000000039,TRN000000000039,2026-02-08,2026-02-08,TD_DEPOSITER,Td Depositer Name 39,TD_CERT_COLL,Td Cert Collector Name 39,TD_WITHDRAWE,Td Withdrawer Name 39,2026-02-08,E,J,JOINT_HOLDER,2026-02-08,PAY,100000000039,EUR,RA,RO,100000000039,INT,EUR,A,G,G,ADVICE_MEDIA_39,EMAIL_39,CU,D,A,A,REASON_CODE_39,971,1864,2026-02-08,18540.300,5913.800,24517.9000,12752.8000,XREF_39,3445.7000,16502.500,11497.7000,A,55885,1.90000,2026-02-08,602188,227111,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-02-08,014,MAI,MAI,MAI,CMA,3.6400,COMME,014,530213,427992,BAE,AUTHORIZE,VAL,M,DESTI,CUST000039,CUST000039,OPERATION_KEY_3,D,D,B,1.88000,0.87000,A,RATE_CODE_,3.58000,M,RETN_,RETN_,323981.00000,364282.00000,16094.3000,NAT,TXN0000000000000039,2026-02-08
015,100000000040,BRL,8245,P,20978.400,OFF,100000000040,TRN000000000040,2026-02-09,2026-02-09,TD_DEPOSITER,Td Depositer Name 40,TD_CERT_COLL,Td Cert Collector Name 40,TD_WITHDRAWE,Td Withdrawer Name 40,2026-02-09,E,J,JOINT_HOLDER,2026-02-09,PAY,100000000040,BRL,RA,RO,100000000040,INT,BRL,A,G,G,ADVICE_MEDIA_40,EMAIL_40,CU,D,A,A,REASON_CODE_40,705,9969,2026-02-09,12870.500,7975.200,21727.2000,2981.7000,XREF_40,9832.7000,23089.700,263.1000,A,284488,1.55000,2026-02-09,289402,534805,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-09,015,MAI,MAI,MAI,CMA,2.5500,COMME,015,574880,949868,BAE,AUTHORIZE,VAL,M,DESTI,CUST000040,CUST000040,OPERATION_KEY_4,D,D,B,4.11000,1.23000,A,RATE_CODE_,1.90000,M,RETN_,RETN_,245459.00000,257278.00000,11500.4000,NAT,TXN0000000000000040,2026-02-09
016,100000000041,USD,2267,P,6020.200,OFF,100000000041,TRN000000000041,2026-02-10,2026-02-10,TD_DEPOSITER,Td Depositer Name 41,TD_CERT_COLL,Td Cert Collector Name 41,TD_WITHDRAWE,Td Withdrawer Name 41,2026-02-10,E,J,JOINT_HOLDER,2026-02-10,PAY,100000000041,USD,RA,RO,100000000041,INT,USD,A,G,G,ADVICE_MEDIA_41,EMAIL_41,CU,D,A,A,REASON_CODE_41,9152,9414,2026-02-10,16508.700,4561.400,17999.7000,17047.1000,XREF_41,9331.3000,11860.500,11859.7000,A,701366,3.87000,2026-02-10,874141,802347,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-10,016,MAI,MAI,MAI,CMA,3.5700,COMME,016,297062,692621,BAE,AUTHORIZE,VAL,M,DESTI,CUST000041,CUST000041,OPERATION_KEY_4,D,D,B,1.35000,1.15000,A,RATE_CODE_,0.86000,M,RETN_,RETN_,651514.00000,650212.00000,4792.6000,NAT,TXN0000000000000041,2026-02-10
017,100000000042,PEN,7274,P,18959.200,OFF,100000000042,TRN000000000042,2026-02-11,2026-02-11,TD_DEPOSITER,Td Depositer Name 42,TD_CERT_COLL,Td Cert Collector Name 42,TD_WITHDRAWE,Td Withdrawer Name 42,2026-02-11,E,J,JOINT_HOLDER,2026-02-11,PAY,100000000042,PEN,RA,RO,100000000042,INT,PEN,A,G,G,ADVICE_MEDIA_42,EMAIL_42,CU,D,A,A,REASON_CODE_42,9317,7744,2026-02-11,18676.600,17138.600,10767.6000,16908.1000,XREF_42,18939.5000,2354.700,22509.2000,A,326986,1.83000,2026-02-11,694284,135181,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-11,017,MAI,MAI,MAI,CMA,4.0700,COMME,017,837709,93636,BAE,AUTHORIZE,VAL,M,DESTI,CUST000042,CUST000042,OPERATION_KEY_4,D,D,B,3.21000,2.46000,A,RATE_CODE_,2.29000,M,RETN_,RETN_,349156.00000,584087.00000,16898.0000,NAT,TXN0000000000000042,2026-02-11
018,100000000043,EUR,4631,P,21261.100,OFF,100000000043,TRN000000000043,2026-02-12,2026-02-12,TD_DEPOSITER,Td Depositer Name 43,TD_CERT_COLL,Td Cert Collector Name 43,TD_WITHDRAWE,Td Withdrawer Name 43,2026-02-12,E,J,JOINT_HOLDER,2026-02-12,PAY,100000000043,EUR,RA,RO,100000000043,INT,EUR,A,G,G,ADVICE_MEDIA_43,EMAIL_43,CU,D,A,A,REASON_CODE_43,6336,2257,2026-02-12,4888.900,17039.700,6619.6000,24040.2000,XREF_43,11111.4000,2377.700,18753.7000,A,21474,3.35000,2026-02-12,368685,864617,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-12,018,MAI,MAI,MAI,CMA,2.1400,COMME,018,130780,11045,BAE,AUTHORIZE,VAL,M,DESTI,CUST000043,CUST000043,OPERATION_KEY_4,D,D,B,3.35000,3.21000,A,RATE_CODE_,3.99000,M,RETN_,RETN_,752161.00000,980830.00000,9767.5000,NAT,TXN0000000000000043,2026-02-12
