BRN,ACC,CCY,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,TENOR,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CREATION_DT,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_VERSION_NO,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,LATEST_EVENT_SEQ_NO,TXN_ID,NEXT_RATE_CHANGE_DT,TD_INT_AMT_READJ_CCY,TD_INT_AMT,TD_MATURITY_AMT,TD_PRN_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,INPUT_TAX_AMT,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY
022,100000000022,PEN,P,16308.400,OFF,100000000022,TRN000000000022,1595,Td Withdrawer Name 22,2026-01-22,E,J,JOINT_HOLDER,2026-01-22,PAY,100000000022,PEN,RA,RO,100000000022,INT,PEN,A,G,GE,ADVICE_MEDIA_22,EMAIL_22,2026-01-22,CU,D,A,A,REASON_CODE_22,LATE,2026-01-22,TD_DEPOSITER,Td Depositer Name 22,TD_CERT_COLL,Td Cert Collector Name 22,TD_WITHDRAWE,3915,TXN0000000000000022,2026-01-22,17145.6000,868.200,12573.400,24630.4000,2729.9000,18606.400,A,834698,3.46000,2026-01-22,87190,461296,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-01-22,022,MAI,MAI,MAI,CMA,2.4000,COMME,022,991197,217034,BAE,AUTHORIZE,VAL,M,DESTI,CUST000022,CUST000022,OPERATION_KEY_2,D,D,B,1.81000,2.70000,A,RATE_CODE_,2.75000,M,RETN_,RETN_,3603.000,994725.00000,539732.00000,14343.7000,NAT
023,100000000023,EUR,P,1529.500,OFF,100000000023,TRN000000000023,9643,Td Withdrawer Name 23,2026-01-23,E,J,JOINT_HOLDER,2026-01-23,PAY,100000000023,EUR,RA,RO,100000000023,INT,EUR,A,G,GE,ADVICE_MEDIA_23,EMAIL_23,2026-01-23,CU,D,A,A,REASON_CODE_23,LATE,2026-01-23,TD_DEPOSITER,Td Depositer Name 23,TD_CERT_COLL,Td Cert Collector Name 23,TD_WITHDRAWE,7276,TXN0000000000000023,2026-01-23,6604.8000,22933.600,6208.000,16301.4000,9449.3000,1038.400,A,54547,0.84000,2026-01-23,693363,111226,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-01-23,023,MAI,MAI,MAI,CMA,1.5600,COMME,023,991058,803070,BAE,AUTHORIZE,VAL,M,DESTI,CUST000023,CUST000023,OPERATION_KEY_2,D,D,B,1.11000,3.33000,A,RATE_CODE_,4.10000,M,RETN_,RETN_,17626.000,493110.00000,885654.00000,14253.5000,NAT
024,100000000024,BRL,P,24866.400,OFF,100000000024,TRN000000000024,6992,Td Withdrawer Name 24,2026-01-24,E,J,JOINT_HOLDER,2026-01-24,PAY,100000000024,BRL,RA,RO,100000000024,INT,BRL,A,G,GE,ADVICE_MEDIA_24,EMAIL_24,2026-01-24,CU,D,A,A,REASON_CODE_24,LATE,2026-01-24,TD_DEPOSITER,Td Depositer Name 24,TD_CERT_COLL,Td Cert Collector Name 24,TD_WITHDRAWE,2934,TXN0000000000000024,2026-01-24,6143.8000,437.500,12799.200,20459.4000,17520.3000,7485.000,A,589014,3.58000,2026-01-24,442650,812660,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-01-24,024,MAI,MAI,MAI,CMA,2.6400,COMME,024,180051,163589,BAE,AUTHORIZE,VAL,M,DESTI,CUST000024,CUST000024,OPERATION_KEY_2,D,D,B,3.20000,3.17000,A,RATE_CODE_,0.81000,M,RETN_,RETN_,12921.000,333743.00000,854214.00000,24119.3000,NAT
025,100000000025,USD,P,11628.400,OFF,100000000025,TRN000000000025,9296,Td Withdrawer Name 25,2026-01-25,E,J,JOINT_HOLDER,2026-01-25,PAY,100000000025,USD,RA,RO,100000000025,INT,USD,A,G,GE,ADVICE_MEDIA_25,EMAIL_25,2026-01-25,CU,D,A,A,REASON_CODE_25,LATE,2026-01-25,TD_DEPOSITER,Td Depositer Name 25,TD_CERT_COLL,Td Cert Collector Name 25,TD_WITHDRAWE,7717,TXN0000000000000025,2026-01-25,2333.0000,5568.000,3189.000,24845.1000,6721.5000,17142.600,A,869448,2.12000,2026-01-25,331097,48062,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-01-25,025,MAI,MAI,MAI,CMA,1.5600,COMME,025,844715,92303,BAE,AUTHORIZE,VAL,M,DESTI,CUST000025,CUST000025,OPERATION_KEY_2,D,D,B,2.38000,1.67000,A,RATE_CODE_,2.65000,M,RETN_,RETN_,12815.200,392176.00000,881177.00000,7503.2000,NAT
001,100000000026,PEN,P,5174.900,OFF,100000000026,TRN000000000026,5417,Td Withdrawer Name 26,2026-01-26,E,J,JOINT_HOLDER,2026-01-26,PAY,100000000026,PEN,RA,RO,100000000026,INT,PEN,A,G,GE,ADVICE_MEDIA_26,EMAIL_26,2026-01-26,CU,D,A,A,REASON_CODE_26,LATE,2026-01-26,TD_DEPOSITER,Td Depositer Name 26,TD_CERT_COLL,Td Cert Collector Name 26,TD_WITHDRAWE,9860,TXN0000000000000026,2026-01-26,9877.6000,2928.100,24461.300,21922.3000,21771.1000,11039.300,A,781141,1.27000,2026-01-26,583064,131147,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-01-26,001,MAI,MAI,MAI,CMA,3.8600,COMME,001,648751,629096,BAE,AUTHORIZE,VAL,M,DESTI,CUST000026,CUST000026,OPERATION_KEY_2,D,D,B,1.91000,2.44000,A,RATE_CODE_,4.10000,M,RETN_,RETN_,1207.900,725482.00000,971329.00000,2202.1000,NAT
002,100000000027,EUR,P,7844.900,OFF,100000000027,TRN000000000027,4307,Td Withdrawer Name 27,2026-01-27,E,J,JOINT_HOLDER,2026-01-27,PAY,100000000027,EUR,RA,RO,100000000027,INT,EUR,A,G,GE,ADVICE_MEDIA_27,EMAIL_27,2026-01-27,CU,D,A,A,REASON_CODE_27,LATE,2026-01-27,TD_DEPOSITER,Td Depositer Name 27,TD_CERT_COLL,Td Cert Collector Name 27,TD_WITHDRAWE,1436,TXN0000000000000027,2026-01-27,13434.9000,19206.300,17253.600,13342.6000,5626.2000,19035.900,A,340111,2.45000,2026-01-27,979608,247080,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-01-27,002,MAI,MAI,MAI,CMA,0.8100,COMME,002,828415,6116,BAE,AUTHORIZE,VAL,M,DESTI,CUST000027,CUST000027,OPERATION_KEY_2,D,D,B,0.87000,4.26000,A,RATE_CODE_,3.30000,M,RETN_,RETN_,14447.500,376392.00000,535397.00000,7846.6000,NAT
003,100000000028,BRL,P,15275.000,OFF,100000000028,TRN000000000028,2601,Td Withdrawer Name 28,2026-01-28,E,J,JOINT_HOLDER,2026-01-28,PAY,100000000028,BRL,RA,RO,100000000028,INT,BRL,A,G,GE,ADVICE_MEDIA_28,EMAIL_28,2026-01-28,CU,D,A,A,REASON_CODE_28,LATE,2026-01-28,TD_DEPOSITER,Td Depositer Name 28,TD_CERT_COLL,Td Cert Collector Name 28,TD_WITHDRAWE,4983,TXN0000000000000028,2026-01-28,22576.8000,1713.600,8346.200,24983.7000,20144.2000,17656.200,A,660307,4.13000,2026-01-28,192893,194185,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-01-28,003,MAI,MAI,MAI,CMA,1.4000,COMME,003,251680,164883,BAE,AUTHORIZE,VAL,M,DESTI,CUST000028,CUST000028,OPERATION_KEY_2,D,D,B,0.82000,1.31000,A,RATE_CODE_,4.10000,M,RETN_,RETN_,4331.300,532452.00000,922377.00000,9683.1000,NAT
004,100000000029,USD,P,5755.100,OFF,100000000029,TRN000000000029,4447,Td Withdrawer Name 29,2026-01-29,E,J,JOINT_HOLDER,2026-01-29,PAY,100000000029,USD,RA,RO,100000000029,INT,USD,A,G,GE,ADVICE_MEDIA_29,EMAIL_29,2026-01-29,CU,D,A,A,REASON_CODE_29,LATE,2026-01-29,TD_DEPOSITER,Td Depositer Name 29,TD_CERT_COLL,Td Cert Collector Name 29,TD_WITHDRAWE,6516,TXN0000000000000029,2026-01-29,12766.1000,8080.300,1411.600,4864.3000,7695.1000,24819.900,A,329182,1.54000,2026-01-29,750312,27087,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-01-29,004,MAI,MAI,MAI,CMA,2.8400,COMME,004,137517,900240,BAE,AUTHORIZE,VAL,M,DESTI,CUST000029,CUST000029,OPERATION_KEY_2,D,D,B,1.92000,3.76000,A,RATE_CODE_,2.97000,M,RETN_,RETN_,8028.800,654996.00000,431702.00000,13362.0000,NAT
005,100000000030,PEN,P,4671.100,OFF,100000000030,TRN000000000030,7561,Td Withdrawer Name 30,2026-01-30,E,J,JOINT_HOLDER,2026-01-30,PAY,100000000030,PEN,RA,RO,100000000030,INT,PEN,A,G,GE,ADVICE_MEDIA_30,EMAIL_30,2026-01-30,CU,D,A,A,REASON_CODE_30,LATE,2026-01-30,TD_DEPOSITER,Td Depositer Name 30,TD_CERT_COLL,Td Cert Collector Name 30,TD_WITHDRAWE,7589,TXN0000000000000030,2026-01-30,5884.6000,15791.800,16334.700,9032.8000,11461.3000,8692.700,A,359205,1.26000,2026-01-30,110848,248667,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-01-30,005,MAI,MAI,MAI,CMA,2.6900,COMME,005,889629,658736,BAE,AUTHORIZE,VAL,M,DESTI,CUST000030,CUST000030,OPERATION_KEY_3,D,D,B,2.71000,1.73000,A,RATE_CODE_,2.95000,M,RETN_,RETN_,20277.600,745565.00000,576612.00000,3567.0000,NAT
006,100000000031,EUR,P,7620.100,OFF,100000000031,TRN000000000031,615,Td Withdrawer Name 31,2026-01-31,E,J,JOINT_HOLDER,2026-01-31,PAY,100000000031,EUR,RA,RO,100000000031,INT,EUR,A,G,GE,ADVICE_MEDIA_31,EMAIL_31,2026-01-31,CU,D,A,A,REASON_CODE_31,LATE,2026-01-31,TD_DEPOSITER,Td Depositer Name 31,TD_CERT_COLL,Td Cert Collector Name 31,TD_WITHDRAWE,9464,TXN0000000000000031,2026-01-31,22110.7000,21927.700,6316.100,18993.4000,4387.6000,12511.600,A,133926,2.49000,2026-01-31,332305,700997,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-01-31,006,MAI,MAI,MAI,CMA,4.4800,COMME,006,736788,28830,BAE,AUTHORIZE,VAL,M,DESTI,CUST000031,CUST000031,OPERATION_KEY_3,D,D,B,4.37000,3.52000,A,RATE_CODE_,3.80000,M,RETN_,RETN_,10662.100,34513.00000,929447.00000,19860.6000,NAT
007,100000000032,BRL,P,1980.300,OFF,100000000032,TRN000000000032,6925,Td Withdrawer Name 32,2026-02-01,E,J,JOINT_HOLDER,2026-02-01,PAY,100000000032,BRL,RA,RO,100000000032,INT,BRL,A,G,GE,ADVICE_MEDIA_32,EMAIL_32,2026-02-01,CU,D,A,A,REASON_CODE_32,LATE,2026-02-01,TD_DEPOSITER,Td Depositer Name 32,TD_CERT_COLL,Td Cert Collector Name 32,TD_WITHDRAWE,5290,TXN0000000000000032,2026-02-01,13321.0000,12398.900,7902.200,18402.8000,13293.8000,24084.300,A,839568,4.19000,2026-02-01,187582,884174,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-01,007,MAI,MAI,MAI,CMA,3.9400,COMME,007,331167,428763,BAE,AUTHORIZE,VAL,M,DESTI,CUST000032,CUST000032,OPERATION_KEY_3,D,D,B,2.59000,4.34000,A,RATE_CODE_,3.86000,M,RETN_,RETN_,6671.000,774072.00000,686533.00000,2498.2000,NAT
008,100000000033,USD,P,1309.700,OFF,100000000033,TRN000000000033,6842,Td Withdrawer Name 33,2026-02-02,E,J,JOINT_HOLDER,2026-02-02,PAY,100000000033,USD,RA,RO,100000000033,INT,USD,A,G,GE,ADVICE_MEDIA_33,EMAIL_33,2026-02-02,CU,D,A,A,REASON_CODE_33,LATE,2026-02-02,TD_DEPOSITER,Td Depositer Name 33,TD_CERT_COLL,Td Cert Collector Name 33,TD_WITHDRAWE,3061,TXN0000000000000033,2026-02-02,13211.7000,16485.800,1880.400,18565.7000,21655.6000,8630.300,A,908608,1.82000,2026-02-02,526999,206342,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-02,008,MAI,MAI,MAI,CMA,4.3100,COMME,008,690054,418525,BAE,AUTHORIZE,VAL,M,DESTI,CUST000033,CUST000033,OPERATION_KEY_3,D,D,B,3.44000,3.67000,A,RATE_CODE_,1.49000,M,RETN_,RETN_,9585.100,215043.00000,936740.00000,9434.2000,NAT
009,100000000034,PEN,P,20386.100,OFF,100000000034,TRN000000000034,334,Td Withdrawer Name 34,2026-02-03,E,J,JOINT_HOLDER,2026-02-03,PAY,100000000034,PEN,RA,RO,100000000034,INT,PEN,A,G,GE,ADVICE_MEDIA_34,EMAIL_34,2026-02-03,CU,D,A,A,REASON_CODE_34,LATE,2026-02-03,TD_DEPOSITER,Td Depositer Name 34,TD_CERT_COLL,Td Cert Collector Name 34,TD_WITHDRAWE,5413,TXN0000000000000034,2026-02-03,23758.2000,2700.000,20439.500,4520.4000,21522.3000,17063.300,A,938270,1.47000,2026-02-03,897670,678660,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-03,009,MAI,MAI,MAI,CMA,1.1900,COMME,009,289534,276963,BAE,AUTHORIZE,VAL,M,DESTI,CUST000034,CUST000034,OPERATION_KEY_3,D,D,B,4.35000,3.06000,A,RATE_CODE_,1.66000,M,RETN_,RETN_,14332.100,94648.00000,261585.00000,24718.7000,NAT
010,100000000035,EUR,P,22604.500,OFF,100000000035,TRN000000000035,5925,Td Withdrawer Name 35,2026-02-04,E,J,JOINT_HOLDER,2026-02-04,PAY,100000000035,EUR,RA,RO,100000000035,INT,EUR,A,G,GE,ADVICE_MEDIA_35,EMAIL_35,2026-02-04,CU,D,A,A,REASON_CODE_35,LATE,2026-02-04,TD_DEPOSITER,Td Depositer Name 35,TD_CERT_COLL,Td Cert Collector Name 35,TD_WITHDRAWE,6415,TXN0000000000000035,2026-02-04,2571.6000,14450.400,16989.400,20628.8000,1716.3000,2142.500,A,276089,2.91000,2026-02-04,48365,695315,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-04,010,MAI,MAI,MAI,CMA,2.4900,COMME,010,637519,907551,BAE,AUTHORIZE,VAL,M,DESTI,CUST000035,CUST000035,OPERATION_KEY_3,D,D,B,3.95000,3.55000,A,RATE_CODE_,2.32000,M,RETN_,RETN_,17442.300,232484.00000,709658.00000,22061.9000,NAT
011,100000000036,BRL,P,12783.500,OFF,100000000036,TRN000000000036,5372,Td Withdrawer Name 36,2026-02-05,E,J,JOINT_HOLDER,2026-02-05,PAY,100000000036,BRL,RA,RO,100000000036,INT,BRL,A,G,GE,ADVICE_MEDIA_36,EMAIL_36,2026-02-05,CU,D,A,A,REASON_CODE_36,LATE,2026-02-05,TD_DEPOSITER,Td Depositer Name 36,TD_CERT_COLL,Td Cert Collector Name 36,TD_WITHDRAWE,2205,TXN0000000000000036,2026-02-05,3103.0000,11860.900,11762.200,3156.1000,20070.7000,9396.700,A,635378,0.82000,2026-02-05,194179,181007,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-02-05,011,MAI,MAI,MAI,CMA,3.7400,COMME,011,73968,936313,BAE,AUTHORIZE,VAL,M,DESTI,CUST000036,CUST000036,OPERATION_KEY_3,D,D,B,4.12000,3.34000,A,RATE_CODE_,2.01000,M,RETN_,RETN_,2562.700,541697.00000,845712.00000,54.6000,NAT
012,100000000037,USD,P,14727.900,OFF,100000000037,TRN000000000037,9119,Td Withdrawer Name 37,2026-02-06,E,J,JOINT_HOLDER,2026-02-06,PAY,100000000037,USD,RA,RO,100000000037,INT,USD,A,G,GE,ADVICE_MEDIA_37,EMAIL_37,2026-02-06,CU,D,A,A,REASON_CODE_37,LATE,2026-02-06,TD_DEPOSITER,Td Depositer Name 37,TD_CERT_COLL,Td Cert Collector Name 37,TD_WITHDRAWE,9876,TXN0000000000000037,2026-02-06,21045.6000,22132.800,21289.700,5175.5000,692.0000,12750.100,A,442552,3.85000,2026-02-06,949927,874262,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-02-06,012,MAI,MAI,MAI,CMA,1.7500,COMME,012,190004,345370,BAE,AUTHORIZE,VAL,M,DESTI,CUST000037,CUST000037,OPERATION_KEY_3,D,D,B,1.92000,3.59000,A,RATE_CODE_,4.21000,M,RETN_,RETN_,15357.400,223590.00000,415298.00000,9901.5000,NAT
013,100000000038,PEN,P,88276.800,OFF,100000000038,TRN000000000038,7397,Td Withdrawer Name 38,2026-02-07,E,J,JOINT_HOLDER,2026-02-07,PAY,100000000038,PEN,RA,RO,100000000038,INT,PEN,A,G,GE,ADVICE_MEDIA_38,EMAIL_38,2026-02-07,CU,D,A,A,REASON_CODE_38,LATE,2026-02-07,TD_DEPOSITER,Td Depositer Name 38,TD_CERT_COLL,Td Cert Collector Name 38,TD_WITHDRAWE,5729,TXN0000000000000038,2026-02-07,58921.6000,38243.200,61708.000,113610.4000,82082.4000,34559.200,A,495452,2.82000,2026-02-07,445069,782803,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-02-07,013,MAI,MAI,MAI,CMA,2.5600,COMME,013,856978,344462,BAE,AUTHORIZE,VAL,M,DESTI,CUST000038,CUST000038,OPERATION_KEY_3,D,D,B,1.60000,1.10000,A,RATE_CODE_,3.06000,M,RETN_,RETN_,92207.200,148944.00000,760752.00000,59826.4000,NAT
014,100000000039,EUR,P,8287.000,OFF,100000000039,TRN000000000039,9019,Td Withdrawer Name 39,2026-02-08,E,J,JOINT_HOLDER,2026-02-08,PAY,100000000039,EUR,RA,RO,100000000039,INT,EUR,A,G,GE,ADVICE_MEDIA_39,EMAIL_39,2026-02-08,CU,D,A,A,REASON_CODE_39,LATE,2026-02-08,TD_DEPOSITER,Td Depositer Name 39,TD_CERT_COLL,Td Cert Collector Name 39,TD_WITHDRAWE,929,TXN0000000000000039,2026-02-08,16436.0000,24488.400,6174.800,9482.6000,4084.8000,9807.000,A,419074,1.59000,2026-02-08,564771,755875,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-02-08,014,MAI,MAI,MAI,CMA,1.9200,COMME,014,152725,893215,BAE,AUTHORIZE,VAL,M,DESTI,CUST000039,CUST000039,OPERATION_KEY_3,D,D,B,4.31000,2.17000,A,RATE_CODE_,3.18000,M,RETN_,RETN_,5434.800,596844.00000,855405.00000,2791.5000,NAT
015,100000000040,BRL,P,3352.500,OFF,100000000040,TRN000000000040,8125,Td Withdrawer Name 40,2026-02-09,E,J,JOINT_HOLDER,2026-02-09,PAY,100000000040,BRL,RA,RO,100000000040,INT,BRL,A,G,GE,ADVICE_MEDIA_40,EMAIL_40,2026-02-09,CU,D,A,A,REASON_CODE_40,LATE,2026-02-09,TD_DEPOSITER,Td Depositer Name 40,TD_CERT_COLL,Td Cert Collector Name 40,TD_WITHDRAWE,7760,TXN0000000000000040,2026-02-09,4414.6000,15923.900,4096.800,744.9000,1500.0000,16749.100,A,359786,2.95000,2026-02-09,839896,466744,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-09,015,MAI,MAI,MAI,CMA,3.5800,COMME,015,756996,566372,BAE,AUTHORIZE,VAL,M,DESTI,CUST000040,CUST000040,OPERATION_KEY_4,D,D,B,1.52000,2.23000,A,RATE_CODE_,1.99000,M,RETN_,RETN_,5107.800,712141.00000,667453.00000,23556.6000,NAT
016,100000000041,USD,P,12635.000,OFF,100000000041,TRN000000000041,9558,Td Withdrawer Name 41,2026-02-10,E,J,JOINT_HOLDER,2026-02-10,PAY,100000000041,USD,RA,RO,100000000041,INT,USD,A,G,GE,ADVICE_MEDIA_41,EMAIL_41,2026-02-10,CU,D,A,A,REASON_CODE_41,LATE,2026-02-10,TD_DEPOSITER,Td Depositer Name 41,TD_CERT_COLL,Td Cert Collector Name 41,TD_WITHDRAWE,3259,TXN0000000000000041,2026-02-10,19928.4000,8874.600,8910.600,10802.5000,10418.4000,12855.500,A,859206,4.31000,2026-02-10,229229,556614,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-10,016,MAI,MAI,MAI,CMA,1.1800,COMME,016,431406,236086,BAE,AUTHORIZE,VAL,M,DESTI,CUST000041,CUST000041,OPERATION_KEY_4,D,D,B,1.03000,2.42000,A,RATE_CODE_,3.50000,M,RETN_,RETN_,20205.800,230083.00000,993513.00000,15341.3000,NAT
017,100000000042,PEN,P,16699.900,OFF,100000000042,TRN000000000042,1203,Td Withdrawer Name 42,2026-02-11,E,J,JOINT_HOLDER,2026-02-11,PAY,100000000042,PEN,RA,RO,100000000042,INT,PEN,A,G,GE,ADVICE_MEDIA_42,EMAIL_42,2026-02-11,CU,D,A,A,REASON_CODE_42,LATE,2026-02-11,TD_DEPOSITER,Td Depositer Name 42,TD_CERT_COLL,Td Cert Collector Name 42,TD_WITHDRAWE,6390,TXN0000000000000042,2026-02-11,866.4000,4509.100,6254.500,22135.3000,21868.3000,14285.900,A,715759,4.27000,2026-02-11,405309,240185,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-11,017,MAI,MAI,MAI,CMA,1.8300,COMME,017,463637,879925,BAE,AUTHORIZE,VAL,M,DESTI,CUST000042,CUST000042,OPERATION_KEY_4,D,D,B,2.82000,0.98000,A,RATE_CODE_,4.11000,M,RETN_,RETN_,547.500,830308.00000,197705.00000,12737.5000,NAT
018,100000000043,EUR,P,3414.700,OFF,100000000043,TRN000000000043,249,Td Withdrawer Name 43,2026-02-12,E,J,JOINT_HOLDER,2026-02-12,PAY,100000000043,EUR,RA,RO,100000000043,INT,EUR,A,G,GE,ADVICE_MEDIA_43,EMAIL_43,2026-02-12,CU,D,A,A,REASON_CODE_43,LATE,2026-02-12,TD_DEPOSITER,Td Depositer Name 43,TD_CERT_COLL,Td Cert Collector Name 43,TD_WITHDRAWE,7095,TXN0000000000000043,2026-02-12,21974.1000,16942.800,21131.200,114.9000,3794.4000,10576.100,A,169731,3.64000,2026-02-12,522613,751906,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-12,018,MAI,MAI,MAI,CMA,0.8900,COMME,018,943885,35118,BAE,AUTHORIZE,VAL,M,DESTI,CUST000043,CUST000043,OPERATION_KEY_4,D,D,B,1.70000,0.96000,A,RATE_CODE_,3.25000,M,RETN_,RETN_,20435.000,927865.00000,22443.00000,12715.1000,NAT
019,100000000044,BRL,P,15152.000,OFF,100000000044,TRN000000000044,7375,Td Withdrawer Name 44,2026-02-13,E,J,JOINT_HOLDER,2026-02-13,PAY,100000000044,BRL,RA,RO,100000000044,INT,BRL,A,G,GE,ADVICE_MEDIA_44,EMAIL_44,2026-02-13,CU,D,A,A,REASON_CODE_44,LATE,2026-02-13,TD_DEPOSITER,Td Depositer Name 44,TD_CERT_COLL,Td Cert Collector Name 44,TD_WITHDRAWE,241,TXN0000000000000044,2026-02-13,16331.5000,23874.800,23034.100,20630.5000,9710.7000,19701.700,A,426254,3.88000,2026-02-13,967617,241952,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-02-13,019,MAI,MAI,MAI,CMA,1.2200,COMME,019,834638,386553,BAE,AUTHORIZE,VAL,M,DESTI,CUST000044,CUST000044,OPERATION_KEY_4,D,D,B,3.65000,4.19000,A,RATE_CODE_,2.79000,M,RETN_,RETN_,24907.900,165999.00000,880456.00000,8355.0000,NAT
