XREF,PRODUCT_CODE,BRANCH_CODE,TRN_REF_NO,TXN_ACC,TXN_CCY,TXN_AMOUNT,TXN_BRANCH,TXN_TRN_CODE,OFS_ACC,OFS_CCY,OFS_AMOUNT,OFS_BRANCH,OFS_TRN_CODE,EXCH_RATE,LCY_AMOUNT,TRN_DT,VALUE_DT,DR_INSTRUMENT_CODE,CR_INSTRUMENT_CODE,REL_CUSTOMER,CHARGE_ACCOUNT,CHG_GL,CHG_CCY,CHG_AMT,CHG_IN_ACY,CHG_IN_LCY,CHG_CCY_ACY_RATE,ACY_LCY_RATE,NETTING_IND,TXN_CODE,MIS_HEAD_1,CHG_GL_1,CHG_CCY_1,CHG_AMT_1,CHG_IN_ACY_1,CHG_IN_LCY_1,CHG_CCY_ACY_RATE_1,ACY_LCY_RATE_1,NETTING_IND_1,TXN_CODE_1,MIS_HEAD_2,CHG_GL_2,CHG_CCY_2,CHG_AMT_2,CHG_IN_ACY_2,CHG_IN_LCY_2,CHG_CCY_ACY_RATE_2,ACY_LCY_RATE_2,NETTING_IND_2,TXN_CODE_2,MIS_HEAD_3,CHG_GL_3,CHG_CCY_3,CHG_AMT_3,CHG_IN_ACY_3,CHG_IN_LCY_3,CHG_CCY_ACY_RATE_3,ACY_LCY_RATE_3,NETTING_IND_3,TXN_CODE_3,MIS_HEAD_4,CHG_GL_4,CHG_CCY_4,CHG_AMT_4,CHG_IN_ACY_4,CHG_IN_LCY_4,CHG_CCY_ACY_RATE_4,ACY_LCY_RATE_4,NETTING_IND_4,TXN_CODE_4,MIS_HEAD_5,REM_ACC,REM_BANK,REM_BRANCH,ROUTING_NO,END_POINT,SERIAL_NO,RECORD_STAT,AUTH_STAT,MAKER_ID,MAKER_DT_STAMP,CHECKER_ID,CHECKER_DT_STAMP,REPAIR_REASON,MOD_NO,SCODE,MIS_HEAD,NARRATIVE,DR_ACC,MODULE,ESN,EVENT_CODE,ROUTE_CODE,FT_PROBLEM,TRACK_RECEIVABLE,TIME_RECEIVED,THEIR_CHGS2,THEIR_CHGS3,THEIR_CHGS4,THEIR_CHGS,THEIR_CHGS1,THEIR_ACC,THEIR_ACC1,THEIR_ACC2,THEIR_ACC3,THEIR_ACC4,LCY_EXCH_RATE,CR_CUST_NO,TXN_ID,UDF_1,UDF_2,UDF_3,UDF_4,UDF_5,JOB_NO,BEN_ACC,ADJ_AMT,HOUSE_LOCATION,PASSBOOK_NO,PASSBOOK_AMT,REG_FLAG,EXT_OFSTXN_CODE,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,ACTUAL_TXN_AMOUNT,SAV_CODE,SAV_VAL_STAT,DD_CREATION_DT,DD_LAST_UPD,DD_ID
XREF_98,CURR,023,TRN000000000098,100000000098,PEN,2141.800,023,DEP,100000000098,PEN,19822.600,023,DEP,3.9700,7114.300,2026-04-08,2026-04-08,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000098,100000000098,CHG_GL_98,PEN,21007.400,257944,765759,0.9100,1.3300,N,DEP,MIS_HEAD_,CHG_GL_1_,CHG,4097.800,484475,850735,4.0300,3.0100,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,16771.200,817658,956957,2.4300,1.6800,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,17342.300,464864,997827,3.2200,2.9500,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,9594.200,925650,326076,2.2700,3.4300,N,TXN,MIS_HEAD_,100000000098,REM_BANK_98,023,ROUTING_NO_98,END_POINT,SERIAL_NO_98,O,A,MAKER_ID_98,2026-04-08,CHECKER_ID_9,2026-04-08,REPAIR_REASON_98,971472,SCODE_98,MIS_HEAD_,Synthetic banking narrative row 98,100,MO,98,EVEN,ROUTE_CODE_98,F,T,2026-04-08 01:19:00,T,T,T,T,T,100000000098,100000000098,100000000098,100000000098,100000000098,4.010000000000,CUST000098,TXN0000000000000098,UDF_1_98,UDF_2_98,UDF_3_98,UDF_4_98,UDF_5_98,98,100000000098,20285.200,HOUS,PASSBOOK_NO_98,4943.700,N,EXT_OFSTXN_CODE,DATA_1_98,DATA_2_98,DATA_3_98,DATA_4_98,DATA_5_98,DATA_6_98,DATA_7_98,DATA_8_98,DATA_9_98,C,BATCH_REF_NO_98,DEP,8548.900,SAV_,S,2026-04-08 01:19:00,2026-04-08 01:19:00,98
XREF_99,LOAN,024,TRN000000000099,100000000099,EUR,12097.200,024,WDR,100000000099,EUR,23576.400,024,WDR,3.6400,19648.200,2026-04-09,2026-04-09,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000099,100000000099,CHG_GL_99,EUR,19665.100,923208,414145,3.1800,3.1100,N,WDR,MIS_HEAD_,CHG_GL_1_,CHG,2864.400,235476,541444,1.7400,3.7400,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,4807.800,583727,530041,2.0900,1.5000,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,22481.500,968675,908976,4.5000,3.7500,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,2161.100,753477,232280,3.2800,1.4100,N,TXN,MIS_HEAD_,100000000099,REM_BANK_99,024,ROUTING_NO_99,END_POINT,SERIAL_NO_99,O,A,MAKER_ID_99,2026-04-09,CHECKER_ID_9,2026-04-09,REPAIR_REASON_99,631185,SCODE_99,MIS_HEAD_,Synthetic banking narrative row 99,100,MO,99,EVEN,ROUTE_CODE_99,F,T,2026-04-09 02:26:00,T,T,T,T,T,100000000099,100000000099,100000000099,100000000099,100000000099,3.270000000000,CUST000099,TXN0000000000000099,UDF_1_99,UDF_2_99,UDF_3_99,UDF_4_99,UDF_5_99,99,100000000099,15194.000,HOUS,PASSBOOK_NO_99,20004.600,N,EXT_OFSTXN_CODE,DATA_1_99,DATA_2_99,DATA_3_99,DATA_4_99,DATA_5_99,DATA_6_99,DATA_7_99,DATA_8_99,DATA_9_99,C,BATCH_REF_NO_99,WDR,17546.600,SAV_,S,2026-04-09 02:26:00,2026-04-09 02:26:00,99
XREF_100,TD01,025,TRN000000000100,100000000100,BRL,8232.400,025,TRF,100000000100,BRL,23027.900,025,TRF,1.2500,11731.400,2026-04-10,2026-04-10,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000100,100000000100,CHG_GL_10,BRL,23916.600,676409,745825,2.0100,1.8500,N,TRF,MIS_HEAD_,CHG_GL_1_,CHG,7127.200,442686,413693,4.0700,2.5500,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,21428.100,356030,782058,2.2600,2.5400,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,5815.000,362526,874751,1.1000,4.4200,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,23769.000,513203,670442,3.4500,1.5200,N,TXN,MIS_HEAD_,100000000100,REM_BANK_100,025,ROUTING_NO_100,END_POINT,SERIAL_NO_100,O,A,MAKER_ID_100,2026-04-10,CHECKER_ID_1,2026-04-10,REPAIR_REASON_100,640817,SCODE_100,MIS_HEAD_,Synthetic banking narrative row 100,100,MO,100,EVEN,ROUTE_CODE_100,F,T,2026-04-10 03:33:00,T,T,T,T,T,100000000100,100000000100,100000000100,100000000100,100000000100,1.080000000000,CUST000100,TXN0000000000000100,UDF_1_100,UDF_2_100,UDF_3_100,UDF_4_100,UDF_5_100,0,100000000100,14163.700,HOUS,PASSBOOK_NO_100,16588.700,N,EXT_OFSTXN_CODE,DATA_1_100,DATA_2_100,DATA_3_100,DATA_4_100,DATA_5_100,DATA_6_100,DATA_7_100,DATA_8_100,DATA_9_100,C,BATCH_REF_NO_100,TRF,11747.000,SAV_,S,2026-04-10 03:33:00,2026-04-10 03:33:00,100
XREF_101,CARD,001,TRN000000000101,100000000101,USD,15357.900,001,FEE,100000000101,USD,6599.800,001,FEE,3.9900,10051.700,2026-04-11,2026-04-11,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000101,100000000101,CHG_GL_10,USD,4269.200,870401,510390,4.1000,3.3800,Y,FEE,MIS_HEAD_,CHG_GL_1_,CHG,8744.200,150285,947532,1.8500,2.7100,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,3058.900,425254,65521,1.6600,3.7300,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,3798.000,612360,145483,2.7000,0.9400,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,10189.900,741865,468795,4.2100,2.7600,N,TXN,MIS_HEAD_,100000000101,REM_BANK_101,001,ROUTING_NO_101,END_POINT,SERIAL_NO_101,O,A,MAKER_ID_101,2026-04-11,CHECKER_ID_1,2026-04-11,REPAIR_REASON_101,997022,SCODE_101,MIS_HEAD_,Synthetic banking narrative row 101,100,MO,101,EVEN,ROUTE_CODE_101,F,T,2026-04-11 04:40:00,T,T,T,T,T,100000000101,100000000101,100000000101,100000000101,100000000101,2.090000000000,CUST000101,TXN0000000000000101,UDF_1_101,UDF_2_101,UDF_3_101,UDF_4_101,UDF_5_101,1,100000000101,19591.800,HOUS,PASSBOOK_NO_101,20431.800,Y,EXT_OFSTXN_CODE,DATA_1_101,DATA_2_101,DATA_3_101,DATA_4_101,DATA_5_101,DATA_6_101,DATA_7_101,DATA_8_101,DATA_9_101,C,BATCH_REF_NO_101,FEE,16142.800,SAV_,S,2026-04-11 04:40:00,2026-04-11 04:40:00,101
XREF_102,CLRG,002,TRN000000000102,100000000102,PEN,5131.200,002,INT,100000000102,PEN,17888.700,002,INT,3.1000,22216.500,2026-04-12,2026-04-12,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000102,100000000102,CHG_GL_10,PEN,10475.000,295399,157647,4.4000,2.3000,N,INT,MIS_HEAD_,CHG_GL_1_,CHG,1473.400,968532,114324,3.4300,3.7300,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,5213.400,435975,395245,2.9300,3.3500,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,7925.400,399775,825933,2.4800,1.0500,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,9728.900,298005,279691,2.1100,1.6400,N,TXN,MIS_HEAD_,100000000102,REM_BANK_102,002,ROUTING_NO_102,END_POINT,SERIAL_NO_102,O,A,MAKER_ID_102,2026-04-12,CHECKER_ID_1,2026-04-12,REPAIR_REASON_102,934452,SCODE_102,MIS_HEAD_,Synthetic banking narrative row 102,100,MO,102,EVEN,ROUTE_CODE_102,F,T,2026-04-12 05:47:00,T,T,T,T,T,100000000102,100000000102,100000000102,100000000102,100000000102,3.560000000000,CUST000102,TXN0000000000000102,UDF_1_102,UDF_2_102,UDF_3_102,UDF_4_102,UDF_5_102,2,100000000102,7619.900,HOUS,PASSBOOK_NO_102,7191.100,N,EXT_OFSTXN_CODE,DATA_1_102,DATA_2_102,DATA_3_102,DATA_4_102,DATA_5_102,DATA_6_102,DATA_7_102,DATA_8_102,DATA_9_102,C,BATCH_REF_NO_102,INT,13280.300,SAV_,S,2026-04-12 05:47:00,2026-04-12 05:47:00,102
XREF_103,SAV1,003,TRN000000000103,100000000103,EUR,22031.400,003,REV,100000000103,EUR,21661.100,003,REV,3.0700,11937.300,2026-04-13,2026-04-13,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000103,100000000103,CHG_GL_10,EUR,1345.500,820492,274348,3.5500,1.2700,N,REV,MIS_HEAD_,CHG_GL_1_,CHG,5166.800,872897,148132,1.0000,1.5600,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,5594.600,446388,328824,2.4400,4.2000,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,18591.000,53634,441765,1.6900,2.8100,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,13033.200,999407,225758,1.5900,3.4700,N,TXN,MIS_HEAD_,100000000103,REM_BANK_103,003,ROUTING_NO_103,END_POINT,SERIAL_NO_103,O,A,MAKER_ID_103,2026-04-13,CHECKER_ID_1,2026-04-13,REPAIR_REASON_103,967125,SCODE_103,MIS_HEAD_,Synthetic banking narrative row 103,100,MO,103,EVEN,ROUTE_CODE_103,F,T,2026-04-13 06:54:00,T,T,T,T,T,100000000103,100000000103,100000000103,100000000103,100000000103,1.400000000000,CUST000103,TXN0000000000000103,UDF_1_103,UDF_2_103,UDF_3_103,UDF_4_103,UDF_5_103,3,100000000103,5431.700,HOUS,PASSBOOK_NO_103,24892.400,N,EXT_OFSTXN_CODE,DATA_1_103,DATA_2_103,DATA_3_103,DATA_4_103,DATA_5_103,DATA_6_103,DATA_7_103,DATA_8_103,DATA_9_103,C,BATCH_REF_NO_103,REV,22815.700,SAV_,S,2026-04-13 06:54:00,2026-04-13 06:54:00,103
XREF_104,CURR,004,TRN000000000104,100000000104,BRL,1870.100,004,PAY,100000000104,BRL,5850.000,004,PAY,2.6000,21365.800,2026-04-14,2026-04-14,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000104,100000000104,CHG_GL_10,BRL,15041.000,98857,42248,0.8900,1.7100,N,PAY,MIS_HEAD_,CHG_GL_1_,CHG,6679.400,646433,431847,0.9700,3.7100,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,19579.100,279755,47669,3.6500,1.7200,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,11736.300,27108,89447,1.2600,3.6300,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,3569.100,677846,575205,3.2200,1.4200,N,TXN,MIS_HEAD_,100000000104,REM_BANK_104,004,ROUTING_NO_104,END_POINT,SERIAL_NO_104,O,A,MAKER_ID_104,2026-04-14,CHECKER_ID_1,2026-04-14,REPAIR_REASON_104,216411,SCODE_104,MIS_HEAD_,Synthetic banking narrative row 104,100,MO,104,EVEN,ROUTE_CODE_104,F,T,2026-04-14 07:01:00,T,T,T,T,T,100000000104,100000000104,100000000104,100000000104,100000000104,3.590000000000,CUST000104,TXN0000000000000104,UDF_1_104,UDF_2_104,UDF_3_104,UDF_4_104,UDF_5_104,4,100000000104,12655.100,HOUS,PASSBOOK_NO_104,11487.200,N,EXT_OFSTXN_CODE,DATA_1_104,DATA_2_104,DATA_3_104,DATA_4_104,DATA_5_104,DATA_6_104,DATA_7_104,DATA_8_104,DATA_9_104,C,BATCH_REF_NO_104,PAY,6857.400,SAV_,S,2026-04-14 07:01:00,2026-04-14 07:01:00,104
XREF_105,LOAN,005,TRN000000000105,100000000105,USD,11696.700,005,ATM,100000000105,USD,4039.800,005,ATM,4.3200,10035.600,2026-04-15,2026-04-15,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000105,100000000105,CHG_GL_10,USD,4126.800,571222,477665,3.8600,3.1600,N,ATM,MIS_HEAD_,CHG_GL_1_,CHG,5303.000,545217,206360,3.6900,3.6400,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,13923.000,400001,167052,4.4400,1.3400,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,6585.700,213522,785823,3.1100,2.9000,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,16193.600,60607,50032,2.8100,1.1300,N,TXN,MIS_HEAD_,100000000105,REM_BANK_105,005,ROUTING_NO_105,END_POINT,SERIAL_NO_105,O,A,MAKER_ID_105,2026-04-15,CHECKER_ID_1,2026-04-15,REPAIR_REASON_105,431951,SCODE_105,MIS_HEAD_,Synthetic banking narrative row 105,100,MO,105,EVEN,ROUTE_CODE_105,F,T,2026-04-15 08:08:00,T,T,T,T,T,100000000105,100000000105,100000000105,100000000105,100000000105,1.750000000000,CUST000105,TXN0000000000000105,UDF_1_105,UDF_2_105,UDF_3_105,UDF_4_105,UDF_5_105,5,100000000105,5955.700,HOUS,PASSBOOK_NO_105,15784.000,N,EXT_OFSTXN_CODE,DATA_1_105,DATA_2_105,DATA_3_105,DATA_4_105,DATA_5_105,DATA_6_105,DATA_7_105,DATA_8_105,DATA_9_105,C,BATCH_REF_NO_105,ATM,17925.700,SAV_,S,2026-04-15 08:08:00,2026-04-15 08:08:00,105
XREF_106,TD01,006,TRN000000000106,100000000106,PEN,19188.300,006,DEP,100000000106,PEN,34.900,006,DEP,1.9800,19215.900,2026-04-16,2026-04-16,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000106,100000000106,CHG_GL_10,PEN,19623.700,40772,443836,3.6500,1.1600,Y,DEP,MIS_HEAD_,CHG_GL_1_,CHG,8192.800,54587,928915,4.2800,1.5000,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,5023.500,928647,709051,1.7000,1.6200,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,547.400,261374,559199,3.6900,3.4500,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,8035.800,759739,968980,1.5800,1.2000,N,TXN,MIS_HEAD_,100000000106,REM_BANK_106,006,ROUTING_NO_106,END_POINT,SERIAL_NO_106,O,A,MAKER_ID_106,2026-04-16,CHECKER_ID_1,2026-04-16,REPAIR_REASON_106,140922,SCODE_106,MIS_HEAD_,Synthetic banking narrative row 106,100,MO,106,EVEN,ROUTE_CODE_106,F,T,2026-04-16 09:15:00,T,T,T,T,T,100000000106,100000000106,100000000106,100000000106,100000000106,3.850000000000,CUST000106,TXN0000000000000106,UDF_1_106,UDF_2_106,UDF_3_106,UDF_4_106,UDF_5_106,6,100000000106,7050.100,HOUS,PASSBOOK_NO_106,2529.800,Y,EXT_OFSTXN_CODE,DATA_1_106,DATA_2_106,DATA_3_106,DATA_4_106,DATA_5_106,DATA_6_106,DATA_7_106,DATA_8_106,DATA_9_106,C,BATCH_REF_NO_106,DEP,16840.200,SAV_,S,2026-04-16 09:15:00,2026-04-16 09:15:00,106
XREF_107,CARD,007,TRN000000000107,100000000107,EUR,7136.000,007,WDR,100000000107,EUR,19182.600,007,WDR,1.1000,15932.800,2026-04-17,2026-04-17,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000107,100000000107,CHG_GL_10,EUR,21908.300,526927,420988,3.5900,3.1200,N,WDR,MIS_HEAD_,CHG_GL_1_,CHG,2251.300,377880,696142,3.6700,2.3200,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,14174.500,955361,324538,2.6700,1.0800,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,19868.800,655076,696058,1.6500,4.4700,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,17959.700,829394,558045,3.0100,3.0600,N,TXN,MIS_HEAD_,100000000107,REM_BANK_107,007,ROUTING_NO_107,END_POINT,SERIAL_NO_107,O,A,MAKER_ID_107,2026-04-17,CHECKER_ID_1,2026-04-17,REPAIR_REASON_107,556277,SCODE_107,MIS_HEAD_,Synthetic banking narrative row 107,100,MO,107,EVEN,ROUTE_CODE_107,F,T,2026-04-17 10:22:00,T,T,T,T,T,100000000107,100000000107,100000000107,100000000107,100000000107,2.250000000000,CUST000107,TXN0000000000000107,UDF_1_107,UDF_2_107,UDF_3_107,UDF_4_107,UDF_5_107,7,100000000107,20715.300,HOUS,PASSBOOK_NO_107,15390.300,N,EXT_OFSTXN_CODE,DATA_1_107,DATA_2_107,DATA_3_107,DATA_4_107,DATA_5_107,DATA_6_107,DATA_7_107,DATA_8_107,DATA_9_107,C,BATCH_REF_NO_107,WDR,6297.600,SAV_,S,2026-04-17 10:22:00,2026-04-17 10:22:00,107
XREF_108,CLRG,008,TRN000000000108,100000000108,BRL,17993.700,008,TRF,100000000108,BRL,9756.300,008,TRF,0.9500,18993.700,2026-04-18,2026-04-18,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000108,100000000108,CHG_GL_10,BRL,11728.700,915152,451974,4.2900,3.2100,N,TRF,MIS_HEAD_,CHG_GL_1_,CHG,8914.800,535397,681334,4.1100,2.1400,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,16340.000,818231,8711,1.6800,3.2200,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,6003.300,166282,473641,3.2000,2.1900,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,9762.200,413454,502015,4.2800,2.2300,N,TXN,MIS_HEAD_,100000000108,REM_BANK_108,008,ROUTING_NO_108,END_POINT,SERIAL_NO_108,O,A,MAKER_ID_108,2026-04-18,CHECKER_ID_1,2026-04-18,REPAIR_REASON_108,631425,SCODE_108,MIS_HEAD_,Synthetic banking narrative row 108,100,MO,108,EVEN,ROUTE_CODE_108,F,T,2026-04-18 11:29:00,T,T,T,T,T,100000000108,100000000108,100000000108,100000000108,100000000108,1.450000000000,CUST000108,TXN0000000000000108,UDF_1_108,UDF_2_108,UDF_3_108,UDF_4_108,UDF_5_108,8,100000000108,15161.600,HOUS,PASSBOOK_NO_108,7761.400,N,EXT_OFSTXN_CODE,DATA_1_108,DATA_2_108,DATA_3_108,DATA_4_108,DATA_5_108,DATA_6_108,DATA_7_108,DATA_8_108,DATA_9_108,C,BATCH_REF_NO_108,TRF,5003.900,SAV_,S,2026-04-18 11:29:00,2026-04-18 11:29:00,108
XREF_109,SAV1,009,TRN000000000109,100000000109,USD,11951.600,009,FEE,100000000109,USD,1953.900,009,FEE,3.8000,21978.500,2026-04-19,2026-04-19,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000109,100000000109,CHG_GL_10,USD,19624.000,621499,873683,3.9100,2.9900,N,FEE,MIS_HEAD_,CHG_GL_1_,CHG,9882.300,3647,259848,3.5300,2.9100,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,7712.700,856957,78478,4.4200,2.0100,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,3669.900,265346,755402,3.0800,1.0200,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,3474.600,415531,28164,2.9900,1.2700,N,TXN,MIS_HEAD_,100000000109,REM_BANK_109,009,ROUTING_NO_109,END_POINT,SERIAL_NO_109,O,A,MAKER_ID_109,2026-04-19,CHECKER_ID_1,2026-04-19,REPAIR_REASON_109,352973,SCODE_109,MIS_HEAD_,Synthetic banking narrative row 109,100,MO,109,EVEN,ROUTE_CODE_109,F,T,2026-04-19 12:36:00,T,T,T,T,T,100000000109,100000000109,100000000109,100000000109,100000000109,2.670000000000,CUST000109,TXN0000000000000109,UDF_1_109,UDF_2_109,UDF_3_109,UDF_4_109,UDF_5_109,9,100000000109,7164.100,HOUS,PASSBOOK_NO_109,6533.500,N,EXT_OFSTXN_CODE,DATA_1_109,DATA_2_109,DATA_3_109,DATA_4_109,DATA_5_109,DATA_6_109,DATA_7_109,DATA_8_109,DATA_9_109,C,BATCH_REF_NO_109,FEE,1970.700,SAV_,S,2026-04-19 12:36:00,2026-04-19 12:36:00,109
XREF_110,CURR,010,TRN000000000110,100000000110,PEN,17294.700,010,INT,100000000110,PEN,21124.300,010,INT,4.1900,7071.000,2026-04-20,2026-04-20,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000110,100000000110,CHG_GL_11,PEN,4309.000,385026,85544,3.7300,3.4600,N,INT,MIS_HEAD_,CHG_GL_1_,CHG,949.000,621749,505693,1.7000,1.1500,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,19671.400,187775,933954,1.2400,1.4300,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,5261.500,600073,487091,2.7500,3.2600,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,16078.700,441566,933009,3.7800,1.7900,N,TXN,MIS_HEAD_,100000000110,REM_BANK_110,010,ROUTING_NO_110,END_POINT,SERIAL_NO_110,O,A,MAKER_ID_110,2026-04-20,CHECKER_ID_1,2026-04-20,REPAIR_REASON_110,478655,SCODE_110,MIS_HEAD_,Synthetic banking narrative row 110,100,MO,110,EVEN,ROUTE_CODE_110,F,T,2026-04-20 13:43:00,T,T,T,T,T,100000000110,100000000110,100000000110,100000000110,100000000110,1.550000000000,CUST000110,TXN0000000000000110,UDF_1_110,UDF_2_110,UDF_3_110,UDF_4_110,UDF_5_110,10,100000000110,24788.400,HOUS,PASSBOOK_NO_110,20115.800,N,EXT_OFSTXN_CODE,DATA_1_110,DATA_2_110,DATA_3_110,DATA_4_110,DATA_5_110,DATA_6_110,DATA_7_110,DATA_8_110,DATA_9_110,C,BATCH_REF_NO_110,INT,4017.300,SAV_,S,2026-04-20 13:43:00,2026-04-20 13:43:00,110
XREF_111,LOAN,011,TRN000000000111,100000000111,EUR,8758.000,011,REV,100000000111,EUR,6787.600,011,REV,3.3400,12849.700,2026-04-21,2026-04-21,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000111,100000000111,CHG_GL_11,EUR,4972.700,534964,754,1.5700,1.5900,Y,REV,MIS_HEAD_,CHG_GL_1_,CHG,5766.800,67382,240320,2.1200,1.7300,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,9042.100,366417,310691,2.0600,3.4900,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,9695.600,927075,759345,1.6200,2.4000,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,1591.800,94589,627206,2.3400,2.2300,N,TXN,MIS_HEAD_,100000000111,REM_BANK_111,011,ROUTING_NO_111,END_POINT,SERIAL_NO_111,O,A,MAKER_ID_111,2026-04-21,CHECKER_ID_1,2026-04-21,REPAIR_REASON_111,11596,SCODE_111,MIS_HEAD_,Synthetic banking narrative row 111,100,MO,111,EVEN,ROUTE_CODE_111,F,T,2026-04-21 14:50:00,T,T,T,T,T,100000000111,100000000111,100000000111,100000000111,100000000111,1.850000000000,CUST000111,TXN0000000000000111,UDF_1_111,UDF_2_111,UDF_3_111,UDF_4_111,UDF_5_111,11,100000000111,3406.200,HOUS,PASSBOOK_NO_111,14093.300,Y,EXT_OFSTXN_CODE,DATA_1_111,DATA_2_111,DATA_3_111,DATA_4_111,DATA_5_111,DATA_6_111,DATA_7_111,DATA_8_111,DATA_9_111,C,BATCH_REF_NO_111,REV,6163.300,SAV_,S,2026-04-21 14:50:00,2026-04-21 14:50:00,111
XREF_112,TD01,012,TRN000000000112,100000000112,BRL,84206.400,012,PAY,100000000112,BRL,77241.600,012,PAY,3.4500,98788.800,2026-04-22,2026-04-22,DR_INSTRUMENT_CO,CR_INSTRUMENT_CO,CUST000112,100000000112,CHG_GL_11,BRL,86382.400,862457,476978,1.7900,1.0800,N,PAY,MIS_HEAD_,CHG_GL_1_,CHG,175396.800,659006,640678,2.3800,4.1300,N,TXN,MIS_HEAD_,CHG_GL_2_,CHG,178164.000,488430,445931,2.7300,4.4400,N,TXN,MIS_HEAD_,CHG_GL_3_,CHG,20520.800,404196,781052,1.6500,0.9000,N,TXN,MIS_HEAD_,CHG_GL_4_,CHG,18400.800,638227,832399,1.9600,2.0300,N,TXN,MIS_HEAD_,100000000112,REM_BANK_112,012,ROUTING_NO_112,END_POINT,SERIAL_NO_112,O,A,MAKER_ID_112,2026-04-22,CHECKER_ID_1,2026-04-22,REPAIR_REASON_112,118770,SCODE_112,MIS_HEAD_,Synthetic banking narrative row 112,100,MO,112,EVEN,ROUTE_CODE_112,F,T,2026-04-22 15:57:00,T,T,T,T,T,100000000112,100000000112,100000000112,100000000112,100000000112,1.700000000000,CUST000112,TXN0000000000000112,UDF_1_112,UDF_2_112,UDF_3_112,UDF_4_112,UDF_5_112,12,100000000112,23562.400,HOUS,PASSBOOK_NO_112,316.000,N,EXT_OFSTXN_CODE,DATA_1_112,DATA_2_112,DATA_3_112,DATA_4_112,DATA_5_112,DATA_6_112,DATA_7_112,DATA_8_112,DATA_9_112,C,BATCH_REF_NO_112,PAY,187846.400,SAV_,S,2026-04-22 15:57:00,2026-04-22 15:57:00,112
