BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID
021,100000000021,USD,6711,P,15032.900,OFF,100000000021,TRN000000000021,2026-01-21,2026-01-21,TD_DEPOSITER,Td Depositer Name 21,TD_CERT_COLL,Td Cert Collector Name 21,TD_WITHDRAWE,Td Withdrawer Name 21,2026-01-21,E,J,JOINT_HOLDER,2026-01-21,PAY,100000000021,USD,RA,RO,100000000021,INT,USD,A,G,G,ADVICE_MEDIA_21,EMAIL_21,CU,D,A,A,REASON_CODE_21,7584,9001,2026-01-21,18934.400,3754.100,7957.4000,9484.7000,XREF_21,11423.7000,4823.500,20274.4000,A,533474,2.31000,2026-01-21,998761,141061,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-01-21,021,MAI,MAI,MAI,CMA,1.7700,COMME,021,48513,617087,BAE,AUTHORIZE,VAL,M,DESTI,CUST000021,CUST000021,OPERATION_KEY_2,D,D,B,2.53000,3.02000,A,RATE_CODE_,0.80000,M,RETN_,RETN_,587087.00000,373602.00000,14897.8000,NAT,TXN0000000000000021
022,100000000022,PEN,7068,P,19112.100,OFF,100000000022,TRN000000000022,2026-01-22,2026-01-22,TD_DEPOSITER,Td Depositer Name 22,TD_CERT_COLL,Td Cert Collector Name 22,TD_WITHDRAWE,Td Withdrawer Name 22,2026-01-22,E,J,JOINT_HOLDER,2026-01-22,PAY,100000000022,PEN,RA,RO,100000000022,INT,PEN,A,G,G,ADVICE_MEDIA_22,EMAIL_22,CU,D,A,A,REASON_CODE_22,7289,3450,2026-01-22,7151.300,11072.200,14534.6000,18837.0000,XREF_22,15848.7000,10517.200,15917.7000,A,928113,1.87000,2026-01-22,43384,762725,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-01-22,022,MAI,MAI,MAI,CMA,2.3100,COMME,022,167089,710850,BAE,AUTHORIZE,VAL,M,DESTI,CUST000022,CUST000022,OPERATION_KEY_2,D,D,B,2.57000,2.02000,A,RATE_CODE_,2.45000,M,RETN_,RETN_,798682.00000,286643.00000,198.5000,NAT,TXN0000000000000022
023,100000000023,EUR,2599,P,20279.800,OFF,100000000023,TRN000000000023,2026-01-23,2026-01-23,TD_DEPOSITER,Td Depositer Name 23,TD_CERT_COLL,Td Cert Collector Name 23,TD_WITHDRAWE,Td Withdrawer Name 23,2026-01-23,E,J,JOINT_HOLDER,2026-01-23,PAY,100000000023,EUR,RA,RO,100000000023,INT,EUR,A,G,G,ADVICE_MEDIA_23,EMAIL_23,CU,D,A,A,REASON_CODE_23,5898,5574,2026-01-23,21274.000,2439.300,20634.2000,20934.1000,XREF_23,20173.8000,21801.300,14329.3000,A,249539,4.21000,2026-01-23,651238,53339,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-01-23,023,MAI,MAI,MAI,CMA,2.8900,COMME,023,484674,727270,BAE,AUTHORIZE,VAL,M,DESTI,CUST000023,CUST000023,OPERATION_KEY_2,D,D,B,3.87000,4.12000,A,RATE_CODE_,3.36000,M,RETN_,RETN_,87108.00000,953414.00000,1241.3000,NAT,TXN0000000000000023
024,100000000024,BRL,2008,P,19420.800,OFF,100000000024,TRN000000000024,2026-01-24,2026-01-24,TD_DEPOSITER,Td Depositer Name 24,TD_CERT_COLL,Td Cert Collector Name 24,TD_WITHDRAWE,Td Withdrawer Name 24,2026-01-24,E,J,JOINT_HOLDER,2026-01-24,PAY,100000000024,BRL,RA,RO,100000000024,INT,BRL,A,G,G,ADVICE_MEDIA_24,EMAIL_24,CU,D,A,A,REASON_CODE_24,7892,4766,2026-01-24,10338.400,3071.800,11354.8000,16395.5000,XREF_24,9209.9000,12468.200,21633.8000,A,281980,3.33000,2026-01-24,660014,268237,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-01-24,024,MAI,MAI,MAI,CMA,1.3100,COMME,024,78621,725462,BAE,AUTHORIZE,VAL,M,DESTI,CUST000024,CUST000024,OPERATION_KEY_2,D,D,B,2.58000,2.46000,A,RATE_CODE_,1.23000,M,RETN_,RETN_,188206.00000,859560.00000,1183.2000,NAT,TXN0000000000000024
025,100000000025,USD,6367,P,13052.400,OFF,100000000025,TRN000000000025,2026-01-25,2026-01-25,TD_DEPOSITER,Td Depositer Name 25,TD_CERT_COLL,Td Cert Collector Name 25,TD_WITHDRAWE,Td Withdrawer Name 25,2026-01-25,E,J,JOINT_HOLDER,2026-01-25,PAY,100000000025,USD,RA,RO,100000000025,INT,USD,A,G,G,ADVICE_MEDIA_25,EMAIL_25,CU,D,A,A,REASON_CODE_25,7533,4921,2026-01-25,10754.400,8602.900,21155.4000,24909.5000,XREF_25,11352.6000,8248.200,19040.5000,A,212431,3.83000,2026-01-25,237756,16312,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-01-25,025,MAI,MAI,MAI,CMA,1.7100,COMME,025,246624,876272,BAE,AUTHORIZE,VAL,M,DESTI,CUST000025,CUST000025,OPERATION_KEY_2,D,D,B,3.98000,4.37000,A,RATE_CODE_,2.29000,M,RETN_,RETN_,216793.00000,137207.00000,16112.6000,NAT,TXN0000000000000025
001,100000000026,PEN,8205,P,14677.900,OFF,100000000026,TRN000000000026,2026-01-26,2026-01-26,TD_DEPOSITER,Td Depositer Name 26,TD_CERT_COLL,Td Cert Collector Name 26,TD_WITHDRAWE,Td Withdrawer Name 26,2026-01-26,E,J,JOINT_HOLDER,2026-01-26,PAY,100000000026,PEN,RA,RO,100000000026,INT,PEN,A,G,G,ADVICE_MEDIA_26,EMAIL_26,CU,D,A,A,REASON_CODE_26,2286,4873,2026-01-26,7031.600,15017.500,17787.2000,20156.4000,XREF_26,3382.8000,5453.500,2036.0000,A,189635,1.81000,2026-01-26,757069,627690,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-01-26,001,MAI,MAI,MAI,CMA,1.2600,COMME,001,493241,559111,BAE,AUTHORIZE,VAL,M,DESTI,CUST000026,CUST000026,OPERATION_KEY_2,D,D,B,3.67000,1.97000,A,RATE_CODE_,2.60000,M,RETN_,RETN_,179663.00000,626778.00000,23896.8000,NAT,TXN0000000000000026
002,100000000027,EUR,7753,P,6072.200,OFF,100000000027,TRN000000000027,2026-01-27,2026-01-27,TD_DEPOSITER,Td Depositer Name 27,TD_CERT_COLL,Td Cert Collector Name 27,TD_WITHDRAWE,Td Withdrawer Name 27,2026-01-27,E,J,JOINT_HOLDER,2026-01-27,PAY,100000000027,EUR,RA,RO,100000000027,INT,EUR,A,G,G,ADVICE_MEDIA_27,EMAIL_27,CU,D,A,A,REASON_CODE_27,5392,4169,2026-01-27,13997.000,5949.800,18378.0000,5241.9000,XREF_27,24371.5000,14321.900,19676.8000,A,481090,0.93000,2026-01-27,432823,162240,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-01-27,002,MAI,MAI,MAI,CMA,1.9900,COMME,002,610336,771632,BAE,AUTHORIZE,VAL,M,DESTI,CUST000027,CUST000027,OPERATION_KEY_2,D,D,B,3.86000,0.84000,A,RATE_CODE_,4.31000,M,RETN_,RETN_,419992.00000,724157.00000,5536.8000,NAT,TXN0000000000000027
003,100000000028,BRL,2374,P,5653.500,OFF,100000000028,TRN000000000028,2026-01-28,2026-01-28,TD_DEPOSITER,Td Depositer Name 28,TD_CERT_COLL,Td Cert Collector Name 28,TD_WITHDRAWE,Td Withdrawer Name 28,2026-01-28,E,J,JOINT_HOLDER,2026-01-28,PAY,100000000028,BRL,RA,RO,100000000028,INT,BRL,A,G,G,ADVICE_MEDIA_28,EMAIL_28,CU,D,A,A,REASON_CODE_28,662,3402,2026-01-28,21278.400,22481.900,20549.5000,7367.0000,XREF_28,14318.9000,18069.600,23237.8000,A,801241,3.37000,2026-01-28,983024,21758,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-01-28,003,MAI,MAI,MAI,CMA,4.0900,COMME,003,304168,855013,BAE,AUTHORIZE,VAL,M,DESTI,CUST000028,CUST000028,OPERATION_KEY_2,D,D,B,4.07000,4.36000,A,RATE_CODE_,2.75000,M,RETN_,RETN_,63565.00000,760330.00000,21485.0000,NAT,TXN0000000000000028
004,100000000029,USD,6198,P,2924.500,OFF,100000000029,TRN000000000029,2026-01-29,2026-01-29,TD_DEPOSITER,Td Depositer Name 29,TD_CERT_COLL,Td Cert Collector Name 29,TD_WITHDRAWE,Td Withdrawer Name 29,2026-01-29,E,J,JOINT_HOLDER,2026-01-29,PAY,100000000029,USD,RA,RO,100000000029,INT,USD,A,G,G,ADVICE_MEDIA_29,EMAIL_29,CU,D,A,A,REASON_CODE_29,8657,3427,2026-01-29,1193.400,1936.700,10050.1000,14444.5000,XREF_29,2040.7000,11803.700,15711.7000,A,228814,3.28000,2026-01-29,320435,825711,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-01-29,004,MAI,MAI,MAI,CMA,3.7400,COMME,004,223644,104280,BAE,AUTHORIZE,VAL,M,DESTI,CUST000029,CUST000029,OPERATION_KEY_2,D,D,B,4.24000,1.58000,A,RATE_CODE_,2.20000,M,RETN_,RETN_,860573.00000,950102.00000,14786.2000,NAT,TXN0000000000000029
005,100000000030,PEN,98,P,23730.200,OFF,100000000030,TRN000000000030,2026-01-30,2026-01-30,TD_DEPOSITER,Td Depositer Name 30,TD_CERT_COLL,Td Cert Collector Name 30,TD_WITHDRAWE,Td Withdrawer Name 30,2026-01-30,E,J,JOINT_HOLDER,2026-01-30,PAY,100000000030,PEN,RA,RO,100000000030,INT,PEN,A,G,G,ADVICE_MEDIA_30,EMAIL_30,CU,D,A,A,REASON_CODE_30,6501,2673,2026-01-30,14709.000,4852.600,12969.6000,5228.0000,XREF_30,8378.2000,3645.700,23628.7000,A,659732,1.13000,2026-01-30,53526,511415,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-01-30,005,MAI,MAI,MAI,CMA,3.5100,COMME,005,374731,862916,BAE,AUTHORIZE,VAL,M,DESTI,CUST000030,CUST000030,OPERATION_KEY_3,D,D,B,2.33000,2.65000,A,RATE_CODE_,3.30000,M,RETN_,RETN_,853651.00000,210365.00000,16712.1000,NAT,TXN0000000000000030
006,100000000031,EUR,3964,P,279.000,OFF,100000000031,TRN000000000031,2026-01-31,2026-01-31,TD_DEPOSITER,Td Depositer Name 31,TD_CERT_COLL,Td Cert Collector Name 31,TD_WITHDRAWE,Td Withdrawer Name 31,2026-01-31,E,J,JOINT_HOLDER,2026-01-31,PAY,100000000031,EUR,RA,RO,100000000031,INT,EUR,A,G,G,ADVICE_MEDIA_31,EMAIL_31,CU,D,A,A,REASON_CODE_31,8227,9476,2026-01-31,5362.700,3422.000,16748.2000,19840.3000,XREF_31,13432.9000,9871.600,4556.2000,A,416078,3.44000,2026-01-31,44798,75300,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-01-31,006,MAI,MAI,MAI,CMA,3.2300,COMME,006,434454,527753,BAE,AUTHORIZE,VAL,M,DESTI,CUST000031,CUST000031,OPERATION_KEY_3,D,D,B,3.02000,3.10000,A,RATE_CODE_,1.84000,M,RETN_,RETN_,210804.00000,659908.00000,8668.1000,NAT,TXN0000000000000031
007,100000000032,BRL,7335,P,21308.300,OFF,100000000032,TRN000000000032,2026-02-01,2026-02-01,TD_DEPOSITER,Td Depositer Name 32,TD_CERT_COLL,Td Cert Collector Name 32,TD_WITHDRAWE,Td Withdrawer Name 32,2026-02-01,E,J,JOINT_HOLDER,2026-02-01,PAY,100000000032,BRL,RA,RO,100000000032,INT,BRL,A,G,G,ADVICE_MEDIA_32,EMAIL_32,CU,D,A,A,REASON_CODE_32,1874,4131,2026-02-01,13357.300,5030.600,20245.3000,3461.4000,XREF_32,24822.4000,21935.500,21223.0000,A,926226,3.42000,2026-02-01,537354,847144,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-01,007,MAI,MAI,MAI,CMA,4.2100,COMME,007,401583,565285,BAE,AUTHORIZE,VAL,M,DESTI,CUST000032,CUST000032,OPERATION_KEY_3,D,D,B,4.03000,3.78000,A,RATE_CODE_,1.13000,M,RETN_,RETN_,218425.00000,164064.00000,12539.2000,NAT,TXN0000000000000032
008,100000000033,USD,1471,P,21431.600,OFF,100000000033,TRN000000000033,2026-02-02,2026-02-02,TD_DEPOSITER,Td Depositer Name 33,TD_CERT_COLL,Td Cert Collector Name 33,TD_WITHDRAWE,Td Withdrawer Name 33,2026-02-02,E,J,JOINT_HOLDER,2026-02-02,PAY,100000000033,USD,RA,RO,100000000033,INT,USD,A,G,G,ADVICE_MEDIA_33,EMAIL_33,CU,D,A,A,REASON_CODE_33,7661,6949,2026-02-02,23257.900,21215.400,1686.6000,12197.5000,XREF_33,24264.8000,1067.300,3260.0000,A,912829,4.34000,2026-02-02,129105,9169,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-02,008,MAI,MAI,MAI,CMA,4.1800,COMME,008,60895,631732,BAE,AUTHORIZE,VAL,M,DESTI,CUST000033,CUST000033,OPERATION_KEY_3,D,D,B,4.20000,2.68000,A,RATE_CODE_,1.77000,M,RETN_,RETN_,197978.00000,586582.00000,14712.5000,NAT,TXN0000000000000033
009,100000000034,PEN,8725,P,22779.600,OFF,100000000034,TRN000000000034,2026-02-03,2026-02-03,TD_DEPOSITER,Td Depositer Name 34,TD_CERT_COLL,Td Cert Collector Name 34,TD_WITHDRAWE,Td Withdrawer Name 34,2026-02-03,E,J,JOINT_HOLDER,2026-02-03,PAY,100000000034,PEN,RA,RO,100000000034,INT,PEN,A,G,G,ADVICE_MEDIA_34,EMAIL_34,CU,D,A,A,REASON_CODE_34,3588,540,2026-02-03,12593.100,16773.300,22742.9000,15585.4000,XREF_34,5431.2000,19472.900,1732.3000,A,33940,3.57000,2026-02-03,719756,205149,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-03,009,MAI,MAI,MAI,CMA,2.9300,COMME,009,669117,861120,BAE,AUTHORIZE,VAL,M,DESTI,CUST000034,CUST000034,OPERATION_KEY_3,D,D,B,3.50000,3.01000,A,RATE_CODE_,2.99000,M,RETN_,RETN_,516313.00000,714.00000,8747.8000,NAT,TXN0000000000000034
010,100000000035,EUR,6113,P,15759.800,OFF,100000000035,TRN000000000035,2026-02-04,2026-02-04,TD_DEPOSITER,Td Depositer Name 35,TD_CERT_COLL,Td Cert Collector Name 35,TD_WITHDRAWE,Td Withdrawer Name 35,2026-02-04,E,J,JOINT_HOLDER,2026-02-04,PAY,100000000035,EUR,RA,RO,100000000035,INT,EUR,A,G,G,ADVICE_MEDIA_35,EMAIL_35,CU,D,A,A,REASON_CODE_35,8643,1742,2026-02-04,11214.800,20098.600,7205.7000,4336.8000,XREF_35,19650.3000,3978.500,4651.6000,A,993549,1.32000,2026-02-04,703480,900725,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-04,010,MAI,MAI,MAI,CMA,1.4400,COMME,010,600384,611416,BAE,AUTHORIZE,VAL,M,DESTI,CUST000035,CUST000035,OPERATION_KEY_3,D,D,B,3.11000,3.23000,A,RATE_CODE_,3.23000,M,RETN_,RETN_,699377.00000,632405.00000,770.5000,NAT,TXN0000000000000035
011,100000000036,BRL,6723,P,15843.700,OFF,100000000036,TRN000000000036,2026-02-05,2026-02-05,TD_DEPOSITER,Td Depositer Name 36,TD_CERT_COLL,Td Cert Collector Name 36,TD_WITHDRAWE,Td Withdrawer Name 36,2026-02-05,E,J,JOINT_HOLDER,2026-02-05,PAY,100000000036,BRL,RA,RO,100000000036,INT,BRL,A,G,G,ADVICE_MEDIA_36,EMAIL_36,CU,D,A,A,REASON_CODE_36,23,5602,2026-02-05,24366.600,24654.800,19455.1000,14955.3000,XREF_36,10406.6000,19216.300,6513.7000,A,421183,4.45000,2026-02-05,550579,153252,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-02-05,011,MAI,MAI,MAI,CMA,1.3400,COMME,011,641142,898659,BAE,AUTHORIZE,VAL,M,DESTI,CUST000036,CUST000036,OPERATION_KEY_3,D,D,B,4.30000,1.63000,A,RATE_CODE_,2.16000,M,RETN_,RETN_,855656.00000,597128.00000,17192.8000,NAT,TXN0000000000000036
012,100000000037,USD,5536,P,14989.200,OFF,100000000037,TRN000000000037,2026-02-06,2026-02-06,TD_DEPOSITER,Td Depositer Name 37,TD_CERT_COLL,Td Cert Collector Name 37,TD_WITHDRAWE,Td Withdrawer Name 37,2026-02-06,E,J,JOINT_HOLDER,2026-02-06,PAY,100000000037,USD,RA,RO,100000000037,INT,USD,A,G,G,ADVICE_MEDIA_37,EMAIL_37,CU,D,A,A,REASON_CODE_37,4148,2121,2026-02-06,23972.900,20411.300,366.2000,16701.6000,XREF_37,19211.4000,8305.600,4102.9000,A,713975,2.14000,2026-02-06,63647,816538,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-02-06,012,MAI,MAI,MAI,CMA,1.1100,COMME,012,293641,351619,BAE,AUTHORIZE,VAL,M,DESTI,CUST000037,CUST000037,OPERATION_KEY_3,D,D,B,3.29000,1.53000,A,RATE_CODE_,3.64000,M,RETN_,RETN_,797572.00000,654567.00000,19440.9000,NAT,TXN0000000000000037
013,100000000038,PEN,9379,P,5694.400,OFF,100000000038,TRN000000000038,2026-02-07,2026-02-07,TD_DEPOSITER,Td Depositer Name 38,TD_CERT_COLL,Td Cert Collector Name 38,TD_WITHDRAWE,Td Withdrawer Name 38,2026-02-07,E,J,JOINT_HOLDER,2026-02-07,PAY,100000000038,PEN,RA,RO,100000000038,INT,PEN,A,G,G,ADVICE_MEDIA_38,EMAIL_38,CU,D,A,A,REASON_CODE_38,8115,3979,2026-02-07,45502.400,152424.000,77748.0000,152000.0000,XREF_38,10988.0000,37182.400,70922.4000,A,205785,2.27000,2026-02-07,642899,538336,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-02-07,013,MAI,MAI,MAI,CMA,1.5600,COMME,013,670685,877290,BAE,AUTHORIZE,VAL,M,DESTI,CUST000038,CUST000038,OPERATION_KEY_3,D,D,B,3.74000,1.88000,A,RATE_CODE_,2.84000,M,RETN_,RETN_,584711.00000,320641.00000,174824.8000,NAT,TXN0000000000000038
014,100000000039,EUR,9927,P,10484.800,OFF,100000000039,TRN000000000039,2026-02-08,2026-02-08,TD_DEPOSITER,Td Depositer Name 39,TD_CERT_COLL,Td Cert Collector Name 39,TD_WITHDRAWE,Td Withdrawer Name 39,2026-02-08,E,J,JOINT_HOLDER,2026-02-08,PAY,100000000039,EUR,RA,RO,100000000039,INT,EUR,A,G,G,ADVICE_MEDIA_39,EMAIL_39,CU,D,A,A,REASON_CODE_39,4231,6903,2026-02-08,18756.700,4381.000,24808.3000,22279.5000,XREF_39,2799.8000,24379.400,2618.6000,A,356472,2.16000,2026-02-08,662436,293877,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-02-08,014,MAI,MAI,MAI,CMA,2.3500,COMME,014,239379,671273,BAE,AUTHORIZE,VAL,M,DESTI,CUST000039,CUST000039,OPERATION_KEY_3,D,D,B,2.39000,0.95000,A,RATE_CODE_,1.15000,M,RETN_,RETN_,686568.00000,863966.00000,12845.2000,NAT,TXN0000000000000039
015,100000000040,BRL,1017,P,17210.700,OFF,100000000040,TRN000000000040,2026-02-09,2026-02-09,TD_DEPOSITER,Td Depositer Name 40,TD_CERT_COLL,Td Cert Collector Name 40,TD_WITHDRAWE,Td Withdrawer Name 40,2026-02-09,E,J,JOINT_HOLDER,2026-02-09,PAY,100000000040,BRL,RA,RO,100000000040,INT,BRL,A,G,G,ADVICE_MEDIA_40,EMAIL_40,CU,D,A,A,REASON_CODE_40,7016,2636,2026-02-09,5346.000,7169.600,3827.0000,15634.5000,XREF_40,7501.6000,6807.200,392.7000,A,831699,1.12000,2026-02-09,429880,723844,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-09,015,MAI,MAI,MAI,CMA,1.1400,COMME,015,751111,428216,BAE,AUTHORIZE,VAL,M,DESTI,CUST000040,CUST000040,OPERATION_KEY_4,D,D,B,3.11000,4.11000,A,RATE_CODE_,4.09000,M,RETN_,RETN_,730235.00000,287689.00000,20193.6000,NAT,TXN0000000000000040
016,100000000041,USD,8973,P,3609.900,OFF,100000000041,TRN000000000041,2026-02-10,2026-02-10,TD_DEPOSITER,Td Depositer Name 41,TD_CERT_COLL,Td Cert Collector Name 41,TD_WITHDRAWE,Td Withdrawer Name 41,2026-02-10,E,J,JOINT_HOLDER,2026-02-10,PAY,100000000041,USD,RA,RO,100000000041,INT,USD,A,G,G,ADVICE_MEDIA_41,EMAIL_41,CU,D,A,A,REASON_CODE_41,2938,4060,2026-02-10,22203.000,588.000,19895.4000,10547.1000,XREF_41,14761.2000,6419.200,6561.8000,A,557832,4.04000,2026-02-10,365103,78987,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-10,016,MAI,MAI,MAI,CMA,3.5800,COMME,016,937651,777394,BAE,AUTHORIZE,VAL,M,DESTI,CUST000041,CUST000041,OPERATION_KEY_4,D,D,B,0.91000,1.40000,A,RATE_CODE_,2.37000,M,RETN_,RETN_,732453.00000,141861.00000,4801.1000,NAT,TXN0000000000000041
017,100000000042,PEN,8408,P,6814.000,OFF,100000000042,TRN000000000042,2026-02-11,2026-02-11,TD_DEPOSITER,Td Depositer Name 42,TD_CERT_COLL,Td Cert Collector Name 42,TD_WITHDRAWE,Td Withdrawer Name 42,2026-02-11,E,J,JOINT_HOLDER,2026-02-11,PAY,100000000042,PEN,RA,RO,100000000042,INT,PEN,A,G,G,ADVICE_MEDIA_42,EMAIL_42,CU,D,A,A,REASON_CODE_42,4139,5761,2026-02-11,24347.500,14788.600,4257.5000,13061.0000,XREF_42,4702.8000,11876.000,24355.9000,A,38447,4.11000,2026-02-11,856386,926545,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-11,017,MAI,MAI,MAI,CMA,4.1400,COMME,017,746794,763922,BAE,AUTHORIZE,VAL,M,DESTI,CUST000042,CUST000042,OPERATION_KEY_4,D,D,B,4.36000,3.48000,A,RATE_CODE_,1.97000,M,RETN_,RETN_,389681.00000,882619.00000,18833.1000,NAT,TXN0000000000000042
018,100000000043,EUR,4421,P,21317.900,OFF,100000000043,TRN000000000043,2026-02-12,2026-02-12,TD_DEPOSITER,Td Depositer Name 43,TD_CERT_COLL,Td Cert Collector Name 43,TD_WITHDRAWE,Td Withdrawer Name 43,2026-02-12,E,J,JOINT_HOLDER,2026-02-12,PAY,100000000043,EUR,RA,RO,100000000043,INT,EUR,A,G,G,ADVICE_MEDIA_43,EMAIL_43,CU,D,A,A,REASON_CODE_43,2191,8755,2026-02-12,11420.200,22590.700,17416.5000,4865.5000,XREF_43,3932.3000,11314.700,19101.2000,A,404296,0.92000,2026-02-12,920696,777991,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-12,018,MAI,MAI,MAI,CMA,1.4800,COMME,018,795947,644694,BAE,AUTHORIZE,VAL,M,DESTI,CUST000043,CUST000043,OPERATION_KEY_4,D,D,B,0.81000,3.18000,A,RATE_CODE_,1.00000,M,RETN_,RETN_,617645.00000,612415.00000,22657.8000,NAT,TXN0000000000000043
