BRN,ACC,CALC_ACC,BOOK_ACC,HAS_IS,INT_START_DATE,LAST_IS_DATE,ACC_TYPE,BOOK_BRN,SHOW_BV_IS,BVT_DATE,CHARGE_ACC,BOOK_CCY,CHARGE_CCY,COMBVT_DATE,VERSION_NO,AUTO_ROLLOVER,CLOSE_ON_MATURITY,MOVE_INT_TO_UNCLAIMED,MOVE_PRIC_TO_UNCLAIMED,MATURITY_DATE,PRINC_LIQ_AC,ROLLOVER_TYPE,ROLLOVER_AMT,PRINC_LIQ_BRANCH,NEXT_MATURITY_DATE,HAS_DRCR_ADV,RD_FLAG,RD_AUTO_PMNT_TAKEDOWN,RD_MOVE_MAT_TO_UNCLAIMED,RD_MOVE_FUNDS_ON_OVD,RD_TAKEDOWN_DAYS,RD_TAKEDOWN_MONTHS,RD_TAKEDOWN_YEARS,RD_PAYMENT_ACC,RD_PAYMENT_BRN,RD_PAYMENT_CCY,RD_INSTALLMENT_AMT,RD_PAY_SCHDT,OVERRIDE_AMT_BLOCK,CHG_START_DATE,CHARGE_BRN,REDIRECT_LCY_ENTRIES,PRINC_LIQ_MODE,PRINC_LIQ_CCY,ARCHIVE_DATE,REFERENCE_NO
020,100000000270,100000000270,100000000270,H,2026-09-27,2026-09-27,1,BOO,S,2026-09-27,100000000270,PEN,PEN,2026-09-27,112165,A,C,M,M,2026-09-27,PRINC_LIQ_AC_270,R,18695,020,2026-09-27,C,N,R,R,R,31,11796,93437,100000000270,RD_,PEN,16061.500,2026-09-27,O,2026-09-27,CHA,R,PRI,PEN,2026-09-27,TRN000000000270
021,100000000271,100000000271,100000000271,H,2026-09-28,2026-09-28,1,BOO,S,2026-09-28,100000000271,EUR,EUR,2026-09-28,604083,A,C,M,M,2026-09-28,PRINC_LIQ_AC_271,R,8248,021,2026-09-28,D,Y,R,R,R,18,13819,21473,100000000271,RD_,EUR,14745.400,2026-09-28,O,2026-09-28,CHA,R,PRI,EUR,2026-09-28,TRN000000000271
022,100000000272,100000000272,100000000272,H,2026-09-29,2026-09-29,1,BOO,S,2026-09-29,100000000272,BRL,BRL,2026-09-29,913657,A,C,M,M,2026-09-29,PRINC_LIQ_AC_272,R,3155,022,2026-09-29,C,N,R,R,R,16,69,23688,100000000272,RD_,BRL,19026.200,2026-09-29,O,2026-09-29,CHA,R,PRI,BRL,2026-09-29,TRN000000000272
023,100000000273,100000000273,100000000273,H,2026-09-30,2026-09-30,1,BOO,S,2026-09-30,100000000273,USD,USD,2026-09-30,651842,A,C,M,M,2026-09-30,PRINC_LIQ_AC_273,R,4550,023,2026-09-30,D,N,R,R,R,15,54375,94134,100000000273,RD_,USD,3458.800,2026-09-30,O,2026-09-30,CHA,R,PRI,USD,2026-09-30,TRN000000000273
024,100000000274,100000000274,100000000274,H,2026-10-01,2026-10-01,1,BOO,S,2026-10-01,100000000274,PEN,PEN,2026-10-01,545339,A,C,M,M,2026-10-01,PRINC_LIQ_AC_274,R,12489,024,2026-10-01,C,N,R,R,R,23,53351,6660,100000000274,RD_,PEN,12138.600,2026-10-01,O,2026-10-01,CHA,R,PRI,PEN,2026-10-01,TRN000000000274
025,100000000275,100000000275,100000000275,H,2026-10-02,2026-10-02,1,BOO,S,2026-10-02,100000000275,EUR,EUR,2026-10-02,798329,A,C,M,M,2026-10-02,PRINC_LIQ_AC_275,R,16664,025,2026-10-02,D,N,R,R,R,24,33101,90960,100000000275,RD_,EUR,16449.200,2026-10-02,O,2026-10-02,CHA,R,PRI,EUR,2026-10-02,TRN000000000275
001,100000000276,100000000276,100000000276,H,2026-10-03,2026-10-03,1,BOO,S,2026-10-03,100000000276,BRL,BRL,2026-10-03,225207,A,C,M,M,2026-10-03,PRINC_LIQ_AC_276,R,633,001,2026-10-03,C,Y,R,R,R,4,66329,19930,100000000276,RD_,BRL,1570.300,2026-10-03,O,2026-10-03,CHA,R,PRI,BRL,2026-10-03,TRN000000000276
002,100000000277,100000000277,100000000277,H,2026-10-04,2026-10-04,1,BOO,S,2026-10-04,100000000277,USD,USD,2026-10-04,274143,A,C,M,M,2026-10-04,PRINC_LIQ_AC_277,R,3919,002,2026-10-04,D,N,R,R,R,5,3657,82601,100000000277,RD_,USD,4014.900,2026-10-04,O,2026-10-04,CHA,R,PRI,USD,2026-10-04,TRN000000000277
003,100000000278,100000000278,100000000278,H,2026-10-05,2026-10-05,1,BOO,S,2026-10-05,100000000278,PEN,PEN,2026-10-05,726463,A,C,M,M,2026-10-05,PRINC_LIQ_AC_278,R,10894,003,2026-10-05,C,N,R,R,R,1,5437,35103,100000000278,RD_,PEN,9862.900,2026-10-05,O,2026-10-05,CHA,R,PRI,PEN,2026-10-05,TRN000000000278
004,100000000279,100000000279,100000000279,H,2026-10-06,2026-10-06,1,BOO,S,2026-10-06,100000000279,EUR,EUR,2026-10-06,400876,A,C,M,M,2026-10-06,PRINC_LIQ_AC_279,R,19676,004,2026-10-06,D,N,R,R,R,36,99157,75408,100000000279,RD_,EUR,24217.800,2026-10-06,O,2026-10-06,CHA,R,PRI,EUR,2026-10-06,TRN000000000279
005,100000000280,100000000280,100000000280,H,2026-10-07,2026-10-07,1,BOO,S,2026-10-07,100000000280,BRL,BRL,2026-10-07,772916,A,C,M,M,2026-10-07,PRINC_LIQ_AC_280,R,23064,005,2026-10-07,C,N,R,R,R,24,33599,86785,100000000280,RD_,BRL,11325.700,2026-10-07,O,2026-10-07,CHA,R,PRI,BRL,2026-10-07,TRN000000000280
006,100000000281,100000000281,100000000281,H,2026-10-08,2026-10-08,1,BOO,S,2026-10-08,100000000281,USD,USD,2026-10-08,408921,A,C,M,M,2026-10-08,PRINC_LIQ_AC_281,R,20576,006,2026-10-08,D,Y,R,R,R,26,72592,59970,100000000281,RD_,USD,20156.800,2026-10-08,O,2026-10-08,CHA,R,PRI,USD,2026-10-08,TRN000000000281
007,100000000282,100000000282,100000000282,H,2026-10-09,2026-10-09,1,BOO,S,2026-10-09,100000000282,PEN,PEN,2026-10-09,675158,A,C,M,M,2026-10-09,PRINC_LIQ_AC_282,R,6787,007,2026-10-09,C,N,R,R,R,17,23633,77807,100000000282,RD_,PEN,7468.400,2026-10-09,O,2026-10-09,CHA,R,PRI,PEN,2026-10-09,TRN000000000282
008,100000000283,100000000283,100000000283,H,2026-10-10,2026-10-10,1,BOO,S,2026-10-10,100000000283,EUR,EUR,2026-10-10,599766,A,C,M,M,2026-10-10,PRINC_LIQ_AC_283,R,17289,008,2026-10-10,D,N,R,R,R,20,82895,65062,100000000283,RD_,EUR,11417.300,2026-10-10,O,2026-10-10,CHA,R,PRI,EUR,2026-10-10,TRN000000000283
009,100000000284,100000000284,100000000284,H,2026-10-11,2026-10-11,1,BOO,S,2026-10-11,100000000284,BRL,BRL,2026-10-11,442295,A,C,M,M,2026-10-11,PRINC_LIQ_AC_284,R,5382,009,2026-10-11,C,N,R,R,R,14,93095,98693,100000000284,RD_,BRL,24454.800,2026-10-11,O,2026-10-11,CHA,R,PRI,BRL,2026-10-11,TRN000000000284
010,100000000285,100000000285,100000000285,H,2026-10-12,2026-10-12,1,BOO,S,2026-10-12,100000000285,USD,USD,2026-10-12,434272,A,C,M,M,2026-10-12,PRINC_LIQ_AC_285,R,19481,010,2026-10-12,D,N,R,R,R,14,36919,91028,100000000285,RD_,USD,10169.200,2026-10-12,O,2026-10-12,CHA,R,PRI,USD,2026-10-12,TRN000000000285
011,100000000286,100000000286,100000000286,H,2026-10-13,2026-10-13,1,BOO,S,2026-10-13,100000000286,PEN,PEN,2026-10-13,90199,A,C,M,M,2026-10-13,PRINC_LIQ_AC_286,R,19772,011,2026-10-13,C,Y,R,R,R,30,5386,47914,100000000286,RD_,PEN,1245.100,2026-10-13,O,2026-10-13,CHA,R,PRI,PEN,2026-10-13,TRN000000000286
012,100000000287,100000000287,100000000287,H,2026-10-14,2026-10-14,1,BOO,S,2026-10-14,100000000287,EUR,EUR,2026-10-14,322749,A,C,M,M,2026-10-14,PRINC_LIQ_AC_287,R,1315,012,2026-10-14,D,N,R,R,R,28,83601,20701,100000000287,RD_,EUR,8218.900,2026-10-14,O,2026-10-14,CHA,R,PRI,EUR,2026-10-14,TRN000000000287
013,100000000288,100000000288,100000000288,H,2026-10-15,2026-10-15,1,BOO,S,2026-10-15,100000000288,BRL,BRL,2026-10-15,783216,A,C,M,M,2026-10-15,PRINC_LIQ_AC_288,R,2554,013,2026-10-15,C,N,R,R,R,3,55749,42,100000000288,RD_,BRL,18015.300,2026-10-15,O,2026-10-15,CHA,R,PRI,BRL,2026-10-15,TRN000000000288
014,100000000289,100000000289,100000000289,H,2026-10-16,2026-10-16,1,BOO,S,2026-10-16,100000000289,USD,USD,2026-10-16,829470,A,C,M,M,2026-10-16,PRINC_LIQ_AC_289,R,8141,014,2026-10-16,D,N,R,R,R,0,49674,88929,100000000289,RD_,USD,15438.100,2026-10-16,O,2026-10-16,CHA,R,PRI,USD,2026-10-16,TRN000000000289
015,100000000290,100000000290,100000000290,H,2026-10-17,2026-10-17,1,BOO,S,2026-10-17,100000000290,PEN,PEN,2026-10-17,786745,A,C,M,M,2026-10-17,PRINC_LIQ_AC_290,R,4863,015,2026-10-17,C,N,R,R,R,14,87159,87924,100000000290,RD_,PEN,23737.800,2026-10-17,O,2026-10-17,CHA,R,PRI,PEN,2026-10-17,TRN000000000290
016,100000000291,100000000291,100000000291,H,2026-10-18,2026-10-18,1,BOO,S,2026-10-18,100000000291,EUR,EUR,2026-10-18,363699,A,C,M,M,2026-10-18,PRINC_LIQ_AC_291,R,19445,016,2026-10-18,D,Y,R,R,R,18,92117,96713,100000000291,RD_,EUR,11303.100,2026-10-18,O,2026-10-18,CHA,R,PRI,EUR,2026-10-18,TRN000000000291
017,100000000292,100000000292,100000000292,H,2026-10-19,2026-10-19,1,BOO,S,2026-10-19,100000000292,BRL,BRL,2026-10-19,770157,A,C,M,M,2026-10-19,PRINC_LIQ_AC_292,R,1268,017,2026-10-19,C,N,R,R,R,6,1631,87462,100000000292,RD_,BRL,23743.400,2026-10-19,O,2026-10-19,CHA,R,PRI,BRL,2026-10-19,TRN000000000292
018,100000000293,100000000293,100000000293,H,2026-10-20,2026-10-20,1,BOO,S,2026-10-20,100000000293,USD,USD,2026-10-20,805675,A,C,M,M,2026-10-20,PRINC_LIQ_AC_293,R,12191,018,2026-10-20,D,N,R,R,R,22,31337,83662,100000000293,RD_,USD,12865.300,2026-10-20,O,2026-10-20,CHA,R,PRI,USD,2026-10-20,TRN000000000293
019,100000000294,100000000294,100000000294,H,2026-10-21,2026-10-21,1,BOO,S,2026-10-21,100000000294,PEN,PEN,2026-10-21,344986,A,C,M,M,2026-10-21,PRINC_LIQ_AC_294,R,15209,019,2026-10-21,C,N,R,R,R,32,93461,70577,100000000294,RD_,PEN,17211.700,2026-10-21,O,2026-10-21,CHA,R,PRI,PEN,2026-10-21,TRN000000000294
020,100000000295,100000000295,100000000295,H,2026-10-22,2026-10-22,1,BOO,S,2026-10-22,100000000295,EUR,EUR,2026-10-22,862109,A,C,M,M,2026-10-22,PRINC_LIQ_AC_295,R,17274,020,2026-10-22,D,N,R,R,R,19,73574,76888,100000000295,RD_,EUR,20566.400,2026-10-22,O,2026-10-22,CHA,R,PRI,EUR,2026-10-22,TRN000000000295
021,100000000296,100000000296,100000000296,H,2026-10-23,2026-10-23,1,BOO,S,2026-10-23,100000000296,BRL,BRL,2026-10-23,526809,A,C,M,M,2026-10-23,PRINC_LIQ_AC_296,R,8462,021,2026-10-23,C,Y,R,R,R,30,78895,53916,100000000296,RD_,BRL,10583.300,2026-10-23,O,2026-10-23,CHA,R,PRI,BRL,2026-10-23,TRN000000000296
022,100000000297,100000000297,100000000297,H,2026-10-24,2026-10-24,1,BOO,S,2026-10-24,100000000297,USD,USD,2026-10-24,569182,A,C,M,M,2026-10-24,PRINC_LIQ_AC_297,R,68625,022,2026-10-24,D,N,R,R,R,7,54770,96105,100000000297,RD_,USD,58098.400,2026-10-24,O,2026-10-24,CHA,R,PRI,USD,2026-10-24,TRN000000000297
023,100000000298,100000000298,100000000298,H,2026-10-25,2026-10-25,1,BOO,S,2026-10-25,100000000298,PEN,PEN,2026-10-25,472572,A,C,M,M,2026-10-25,PRINC_LIQ_AC_298,R,14487,023,2026-10-25,C,N,R,R,R,16,71240,58621,100000000298,RD_,PEN,1117.200,2026-10-25,O,2026-10-25,CHA,R,PRI,PEN,2026-10-25,TRN000000000298
024,100000000299,100000000299,100000000299,H,2026-10-26,2026-10-26,1,BOO,S,2026-10-26,100000000299,EUR,EUR,2026-10-26,708956,A,C,M,M,2026-10-26,PRINC_LIQ_AC_299,R,21302,024,2026-10-26,D,N,R,R,R,1,89269,19430,100000000299,RD_,EUR,12773.100,2026-10-26,O,2026-10-26,CHA,R,PRI,EUR,2026-10-26,TRN000000000299
025,100000000300,100000000300,100000000300,H,2026-10-27,2026-10-27,1,BOO,S,2026-10-27,100000000300,BRL,BRL,2026-10-27,797234,A,C,M,M,2026-10-27,PRINC_LIQ_AC_300,R,7848,025,2026-10-27,C,N,R,R,R,19,76513,4695,100000000300,RD_,BRL,3042.700,2026-10-27,O,2026-10-27,CHA,R,PRI,BRL,2026-10-27,TRN000000000300
001,100000000301,100000000301,100000000301,H,2026-10-28,2026-10-28,1,BOO,S,2026-10-28,100000000301,USD,USD,2026-10-28,726771,A,C,M,M,2026-10-28,PRINC_LIQ_AC_301,R,2827,001,2026-10-28,D,Y,R,R,R,31,26852,89861,100000000301,RD_,USD,6374.600,2026-10-28,O,2026-10-28,CHA,R,PRI,USD,2026-10-28,TRN000000000301
002,100000000302,100000000302,100000000302,H,2026-10-29,2026-10-29,1,BOO,S,2026-10-29,100000000302,PEN,PEN,2026-10-29,201976,A,C,M,M,2026-10-29,PRINC_LIQ_AC_302,R,7705,002,2026-10-29,C,N,R,R,R,9,11597,8312,100000000302,RD_,PEN,22296.300,2026-10-29,O,2026-10-29,CHA,R,PRI,PEN,2026-10-29,TRN000000000302
003,100000000303,100000000303,100000000303,H,2026-10-30,2026-10-30,1,BOO,S,2026-10-30,100000000303,EUR,EUR,2026-10-30,528145,A,C,M,M,2026-10-30,PRINC_LIQ_AC_303,R,16457,003,2026-10-30,D,N,R,R,R,20,6635,83416,100000000303,RD_,EUR,565.200,2026-10-30,O,2026-10-30,CHA,R,PRI,EUR,2026-10-30,TRN000000000303
004,100000000304,100000000304,100000000304,H,2026-10-31,2026-10-31,1,BOO,S,2026-10-31,100000000304,BRL,BRL,2026-10-31,132820,A,C,M,M,2026-10-31,PRINC_LIQ_AC_304,R,327,004,2026-10-31,C,N,R,R,R,13,22511,77781,100000000304,RD_,BRL,17156.100,2026-10-31,O,2026-10-31,CHA,R,PRI,BRL,2026-10-31,TRN000000000304
005,100000000305,100000000305,100000000305,H,2026-11-01,2026-11-01,1,BOO,S,2026-11-01,100000000305,USD,USD,2026-11-01,667704,A,C,M,M,2026-11-01,PRINC_LIQ_AC_305,R,10114,005,2026-11-01,D,N,R,R,R,7,13651,10947,100000000305,RD_,USD,24839.800,2026-11-01,O,2026-11-01,CHA,R,PRI,USD,2026-11-01,TRN000000000305
006,100000000306,100000000306,100000000306,H,2026-11-02,2026-11-02,1,BOO,S,2026-11-02,100000000306,PEN,PEN,2026-11-02,143940,A,C,M,M,2026-11-02,PRINC_LIQ_AC_306,R,3163,006,2026-11-02,C,Y,R,R,R,28,55414,28713,100000000306,RD_,PEN,22723.800,2026-11-02,O,2026-11-02,CHA,R,PRI,PEN,2026-11-02,TRN000000000306
007,100000000307,100000000307,100000000307,H,2026-11-03,2026-11-03,1,BOO,S,2026-11-03,100000000307,EUR,EUR,2026-11-03,901295,A,C,M,M,2026-11-03,PRINC_LIQ_AC_307,R,16205,007,2026-11-03,D,N,R,R,R,25,47215,36421,100000000307,RD_,EUR,11469.200,2026-11-03,O,2026-11-03,CHA,R,PRI,EUR,2026-11-03,TRN000000000307
008,100000000308,100000000308,100000000308,H,2026-11-04,2026-11-04,1,BOO,S,2026-11-04,100000000308,BRL,BRL,2026-11-04,890558,A,C,M,M,2026-11-04,PRINC_LIQ_AC_308,R,20335,008,2026-11-04,C,N,R,R,R,8,2210,76979,100000000308,RD_,BRL,7555.300,2026-11-04,O,2026-11-04,CHA,R,PRI,BRL,2026-11-04,TRN000000000308
009,100000000309,100000000309,100000000309,H,2026-11-05,2026-11-05,1,BOO,S,2026-11-05,100000000309,USD,USD,2026-11-05,893279,A,C,M,M,2026-11-05,PRINC_LIQ_AC_309,R,10917,009,2026-11-05,D,N,R,R,R,4,28860,10452,100000000309,RD_,USD,18034.400,2026-11-05,O,2026-11-05,CHA,R,PRI,USD,2026-11-05,TRN000000000309
010,100000000310,100000000310,100000000310,H,2026-11-06,2026-11-06,1,BOO,S,2026-11-06,100000000310,PEN,PEN,2026-11-06,410575,A,C,M,M,2026-11-06,PRINC_LIQ_AC_310,R,7421,010,2026-11-06,C,N,R,R,R,12,17515,52911,100000000310,RD_,PEN,21412.700,2026-11-06,O,2026-11-06,CHA,R,PRI,PEN,2026-11-06,TRN000000000310
011,100000000311,100000000311,100000000311,H,2026-11-07,2026-11-07,1,BOO,S,2026-11-07,100000000311,EUR,EUR,2026-11-07,429054,A,C,M,M,2026-11-07,PRINC_LIQ_AC_311,R,17082,011,2026-11-07,D,Y,R,R,R,6,24993,75007,100000000311,RD_,EUR,7188.800,2026-11-07,O,2026-11-07,CHA,R,PRI,EUR,2026-11-07,TRN000000000311
012,100000000312,100000000312,100000000312,H,2026-11-08,2026-11-08,1,BOO,S,2026-11-08,100000000312,BRL,BRL,2026-11-08,155708,A,C,M,M,2026-11-08,PRINC_LIQ_AC_312,R,15063,012,2026-11-08,C,N,R,R,R,3,26206,54209,100000000312,RD_,BRL,20631.200,2026-11-08,O,2026-11-08,CHA,R,PRI,BRL,2026-11-08,TRN000000000312
013,100000000313,100000000313,100000000313,H,2026-11-09,2026-11-09,1,BOO,S,2026-11-09,100000000313,USD,USD,2026-11-09,331783,A,C,M,M,2026-11-09,PRINC_LIQ_AC_313,R,8819,013,2026-11-09,D,N,R,R,R,23,96004,15978,100000000313,RD_,USD,8318.600,2026-11-09,O,2026-11-09,CHA,R,PRI,USD,2026-11-09,TRN000000000313
014,100000000314,100000000314,100000000314,H,2026-11-10,2026-11-10,1,BOO,S,2026-11-10,100000000314,PEN,PEN,2026-11-10,851741,A,C,M,M,2026-11-10,PRINC_LIQ_AC_314,R,8525,014,2026-11-10,C,N,R,R,R,8,38328,69293,100000000314,RD_,PEN,12918.700,2026-11-10,O,2026-11-10,CHA,R,PRI,PEN,2026-11-10,TRN000000000314
015,100000000315,100000000315,100000000315,H,2026-11-11,2026-11-11,1,BOO,S,2026-11-11,100000000315,EUR,EUR,2026-11-11,247264,A,C,M,M,2026-11-11,PRINC_LIQ_AC_315,R,21599,015,2026-11-11,D,N,R,R,R,18,96648,8961,100000000315,RD_,EUR,18667.500,2026-11-11,O,2026-11-11,CHA,R,PRI,EUR,2026-11-11,TRN000000000315
016,100000000316,100000000316,100000000316,H,2026-11-12,2026-11-12,1,BOO,S,2026-11-12,100000000316,BRL,BRL,2026-11-12,235653,A,C,M,M,2026-11-12,PRINC_LIQ_AC_316,R,14674,016,2026-11-12,C,Y,R,R,R,16,40654,18481,100000000316,RD_,BRL,23669.700,2026-11-12,O,2026-11-12,CHA,R,PRI,BRL,2026-11-12,TRN000000000316
017,100000000317,100000000317,100000000317,H,2026-11-13,2026-11-13,1,BOO,S,2026-11-13,100000000317,USD,USD,2026-11-13,872645,A,C,M,M,2026-11-13,PRINC_LIQ_AC_317,R,6142,017,2026-11-13,D,N,R,R,R,1,12998,65998,100000000317,RD_,USD,15896.800,2026-11-13,O,2026-11-13,CHA,R,PRI,USD,2026-11-13,TRN000000000317
018,100000000318,100000000318,100000000318,H,2026-11-14,2026-11-14,1,BOO,S,2026-11-14,100000000318,PEN,PEN,2026-11-14,296787,A,C,M,M,2026-11-14,PRINC_LIQ_AC_318,R,4660,018,2026-11-14,C,N,R,R,R,13,20347,67633,100000000318,RD_,PEN,13014.500,2026-11-14,O,2026-11-14,CHA,R,PRI,PEN,2026-11-14,TRN000000000318
019,100000000319,100000000319,100000000319,H,2026-11-15,2026-11-15,1,BOO,S,2026-11-15,100000000319,EUR,EUR,2026-11-15,960857,A,C,M,M,2026-11-15,PRINC_LIQ_AC_319,R,16436,019,2026-11-15,D,N,R,R,R,3,75777,5174,100000000319,RD_,EUR,5703.200,2026-11-15,O,2026-11-15,CHA,R,PRI,EUR,2026-11-15,TRN000000000319
020,100000000320,100000000320,100000000320,H,2026-11-16,2026-11-16,1,BOO,S,2026-11-16,100000000320,BRL,BRL,2026-11-16,183681,A,C,M,M,2026-11-16,PRINC_LIQ_AC_320,R,17573,020,2026-11-16,C,N,R,R,R,2,94639,73680,100000000320,RD_,BRL,23937.200,2026-11-16,O,2026-11-16,CHA,R,PRI,BRL,2026-11-16,TRN000000000320
021,100000000321,100000000321,100000000321,H,2026-11-17,2026-11-17,1,BOO,S,2026-11-17,100000000321,USD,USD,2026-11-17,318052,A,C,M,M,2026-11-17,PRINC_LIQ_AC_321,R,16205,021,2026-11-17,D,Y,R,R,R,5,96237,67596,100000000321,RD_,USD,20184.600,2026-11-17,O,2026-11-17,CHA,R,PRI,USD,2026-11-17,TRN000000000321
022,100000000322,100000000322,100000000322,H,2026-11-18,2026-11-18,1,BOO,S,2026-11-18,100000000322,PEN,PEN,2026-11-18,635528,A,C,M,M,2026-11-18,PRINC_LIQ_AC_322,R,12598,022,2026-11-18,C,N,R,R,R,25,29330,92687,100000000322,RD_,PEN,16707.100,2026-11-18,O,2026-11-18,CHA,R,PRI,PEN,2026-11-18,TRN000000000322
023,100000000323,100000000323,100000000323,H,2026-11-19,2026-11-19,1,BOO,S,2026-11-19,100000000323,EUR,EUR,2026-11-19,489398,A,C,M,M,2026-11-19,PRINC_LIQ_AC_323,R,1263,023,2026-11-19,D,N,R,R,R,35,92107,72738,100000000323,RD_,EUR,14048.100,2026-11-19,O,2026-11-19,CHA,R,PRI,EUR,2026-11-19,TRN000000000323
024,100000000324,100000000324,100000000324,H,2026-11-20,2026-11-20,1,BOO,S,2026-11-20,100000000324,BRL,BRL,2026-11-20,822594,A,C,M,M,2026-11-20,PRINC_LIQ_AC_324,R,9494,024,2026-11-20,C,N,R,R,R,1,15557,64934,100000000324,RD_,BRL,4934.400,2026-11-20,O,2026-11-20,CHA,R,PRI,BRL,2026-11-20,TRN000000000324
025,100000000325,100000000325,100000000325,H,2026-11-21,2026-11-21,1,BOO,S,2026-11-21,100000000325,USD,USD,2026-11-21,704899,A,C,M,M,2026-11-21,PRINC_LIQ_AC_325,R,9560,025,2026-11-21,D,N,R,R,R,5,29043,61949,100000000325,RD_,USD,1505.400,2026-11-21,O,2026-11-21,CHA,R,PRI,USD,2026-11-21,TRN000000000325
001,100000000326,100000000326,100000000326,H,2026-11-22,2026-11-22,1,BOO,S,2026-11-22,100000000326,PEN,PEN,2026-11-22,289865,A,C,M,M,2026-11-22,PRINC_LIQ_AC_326,R,24789,001,2026-11-22,C,Y,R,R,R,24,80704,36148,100000000326,RD_,PEN,8322.700,2026-11-22,O,2026-11-22,CHA,R,PRI,PEN,2026-11-22,TRN000000000326
002,100000000327,100000000327,100000000327,H,2026-11-23,2026-11-23,1,BOO,S,2026-11-23,100000000327,EUR,EUR,2026-11-23,293912,A,C,M,M,2026-11-23,PRINC_LIQ_AC_327,R,1299,002,2026-11-23,D,N,R,R,R,11,99442,9405,100000000327,RD_,EUR,18271.200,2026-11-23,O,2026-11-23,CHA,R,PRI,EUR,2026-11-23,TRN000000000327
003,100000000328,100000000328,100000000328,H,2026-11-24,2026-11-24,1,BOO,S,2026-11-24,100000000328,BRL,BRL,2026-11-24,463813,A,C,M,M,2026-11-24,PRINC_LIQ_AC_328,R,23598,003,2026-11-24,C,N,R,R,R,11,26287,81683,100000000328,RD_,BRL,22149.500,2026-11-24,O,2026-11-24,CHA,R,PRI,BRL,2026-11-24,TRN000000000328
004,100000000329,100000000329,100000000329,H,2026-11-25,2026-11-25,1,BOO,S,2026-11-25,100000000329,USD,USD,2026-11-25,305740,A,C,M,M,2026-11-25,PRINC_LIQ_AC_329,R,11526,004,2026-11-25,D,N,R,R,R,24,53153,35355,100000000329,RD_,USD,18409.900,2026-11-25,O,2026-11-25,CHA,R,PRI,USD,2026-11-25,TRN000000000329
005,100000000330,100000000330,100000000330,H,2026-11-26,2026-11-26,1,BOO,S,2026-11-26,100000000330,PEN,PEN,2026-11-26,928509,A,C,M,M,2026-11-26,PRINC_LIQ_AC_330,R,5962,005,2026-11-26,C,N,R,R,R,14,39829,12835,100000000330,RD_,PEN,16766.600,2026-11-26,O,2026-11-26,CHA,R,PRI,PEN,2026-11-26,TRN000000000330
006,100000000331,100000000331,100000000331,H,2026-11-27,2026-11-27,1,BOO,S,2026-11-27,100000000331,EUR,EUR,2026-11-27,376267,A,C,M,M,2026-11-27,PRINC_LIQ_AC_331,R,15501,006,2026-11-27,D,Y,R,R,R,4,65912,56759,100000000331,RD_,EUR,24174.700,2026-11-27,O,2026-11-27,CHA,R,PRI,EUR,2026-11-27,TRN000000000331
007,100000000332,100000000332,100000000332,H,2026-11-28,2026-11-28,1,BOO,S,2026-11-28,100000000332,BRL,BRL,2026-11-28,533584,A,C,M,M,2026-11-28,PRINC_LIQ_AC_332,R,15633,007,2026-11-28,C,N,R,R,R,34,67884,77822,100000000332,RD_,BRL,15868.500,2026-11-28,O,2026-11-28,CHA,R,PRI,BRL,2026-11-28,TRN000000000332
008,100000000333,100000000333,100000000333,H,2026-11-29,2026-11-29,1,BOO,S,2026-11-29,100000000333,USD,USD,2026-11-29,827335,A,C,M,M,2026-11-29,PRINC_LIQ_AC_333,R,22714,008,2026-11-29,D,N,R,R,R,32,74315,40655,100000000333,RD_,USD,10435.900,2026-11-29,O,2026-11-29,CHA,R,PRI,USD,2026-11-29,TRN000000000333
009,100000000334,100000000334,100000000334,H,2026-11-30,2026-11-30,1,BOO,S,2026-11-30,100000000334,PEN,PEN,2026-11-30,956347,A,C,M,M,2026-11-30,PRINC_LIQ_AC_334,R,150580,009,2026-11-30,C,N,R,R,R,3,93732,40717,100000000334,RD_,PEN,121620.800,2026-11-30,O,2026-11-30,CHA,R,PRI,PEN,2026-11-30,TRN000000000334
010,100000000335,100000000335,100000000335,H,2026-12-01,2026-12-01,1,BOO,S,2026-12-01,100000000335,EUR,EUR,2026-12-01,396077,A,C,M,M,2026-12-01,PRINC_LIQ_AC_335,R,213,010,2026-12-01,D,N,R,R,R,12,64315,5811,100000000335,RD_,EUR,8439.400,2026-12-01,O,2026-12-01,CHA,R,PRI,EUR,2026-12-01,TRN000000000335
011,100000000336,100000000336,100000000336,H,2026-12-02,2026-12-02,1,BOO,S,2026-12-02,100000000336,BRL,BRL,2026-12-02,86730,A,C,M,M,2026-12-02,PRINC_LIQ_AC_336,R,14887,011,2026-12-02,C,Y,R,R,R,5,59644,81134,100000000336,RD_,BRL,17059.400,2026-12-02,O,2026-12-02,CHA,R,PRI,BRL,2026-12-02,TRN000000000336
012,100000000337,100000000337,100000000337,H,2026-12-03,2026-12-03,1,BOO,S,2026-12-03,100000000337,USD,USD,2026-12-03,590427,A,C,M,M,2026-12-03,PRINC_LIQ_AC_337,R,808,012,2026-12-03,D,N,R,R,R,16,30246,94499,100000000337,RD_,USD,9640.800,2026-12-03,O,2026-12-03,CHA,R,PRI,USD,2026-12-03,TRN000000000337
