BRN,ACC,CCY,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,TENOR,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CREATION_DT,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_VERSION_NO,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,LATEST_EVENT_SEQ_NO,TXN_ID,NEXT_RATE_CHANGE_DT,TD_INT_AMT_READJ_CCY,TD_INT_AMT,TD_MATURITY_AMT,TD_PRN_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,INPUT_TAX_AMT,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,ARCHIVE_DATE
021,100000000021,USD,P,17007.700,OFF,100000000021,TRN000000000021,8946,Td Withdrawer Name 21,2026-01-21,E,J,JOINT_HOLDER,2026-01-21,PAY,100000000021,USD,RA,RO,100000000021,INT,USD,A,G,GE,ADVICE_MEDIA_21,EMAIL_21,2026-01-21,CU,D,A,A,REASON_CODE_21,LATE,2026-01-21,TD_DEPOSITER,Td Depositer Name 21,TD_CERT_COLL,Td Cert Collector Name 21,TD_WITHDRAWE,3222,TXN0000000000000021,2026-01-21,8974.8000,9370.200,24772.300,20128.7000,603.8000,17131.700,A,698730,1.78000,2026-01-21,438550,583369,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-01-21,021,MAI,MAI,MAI,CMA,4.1900,COMME,021,109369,188794,BAE,AUTHORIZE,VAL,M,DESTI,CUST000021,CUST000021,OPERATION_KEY_2,D,D,B,0.90000,1.72000,A,RATE_CODE_,2.62000,M,RETN_,RETN_,22619.300,214101.00000,301924.00000,14811.1000,NAT,2026-01-21
022,100000000022,PEN,P,10045.600,OFF,100000000022,TRN000000000022,7950,Td Withdrawer Name 22,2026-01-22,E,J,JOINT_HOLDER,2026-01-22,PAY,100000000022,PEN,RA,RO,100000000022,INT,PEN,A,G,GE,ADVICE_MEDIA_22,EMAIL_22,2026-01-22,CU,D,A,A,REASON_CODE_22,LATE,2026-01-22,TD_DEPOSITER,Td Depositer Name 22,TD_CERT_COLL,Td Cert Collector Name 22,TD_WITHDRAWE,8158,TXN0000000000000022,2026-01-22,16485.6000,11541.600,22416.000,22083.3000,14420.3000,21092.900,A,332308,1.97000,2026-01-22,305494,605289,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-01-22,022,MAI,MAI,MAI,CMA,2.5100,COMME,022,622275,985265,BAE,AUTHORIZE,VAL,M,DESTI,CUST000022,CUST000022,OPERATION_KEY_2,D,D,B,3.63000,1.51000,A,RATE_CODE_,4.30000,M,RETN_,RETN_,19565.800,434749.00000,395376.00000,9804.8000,NAT,2026-01-22
023,100000000023,EUR,P,23888.600,OFF,100000000023,TRN000000000023,7659,Td Withdrawer Name 23,2026-01-23,E,J,JOINT_HOLDER,2026-01-23,PAY,100000000023,EUR,RA,RO,100000000023,INT,EUR,A,G,GE,ADVICE_MEDIA_23,EMAIL_23,2026-01-23,CU,D,A,A,REASON_CODE_23,LATE,2026-01-23,TD_DEPOSITER,Td Depositer Name 23,TD_CERT_COLL,Td Cert Collector Name 23,TD_WITHDRAWE,3242,TXN0000000000000023,2026-01-23,2682.9000,4028.600,3959.600,5672.6000,42.6000,13698.000,A,849243,3.56000,2026-01-23,639628,850295,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-01-23,023,MAI,MAI,MAI,CMA,2.7100,COMME,023,82136,299393,BAE,AUTHORIZE,VAL,M,DESTI,CUST000023,CUST000023,OPERATION_KEY_2,D,D,B,3.99000,3.60000,A,RATE_CODE_,3.64000,M,RETN_,RETN_,14815.000,722900.00000,208006.00000,8246.9000,NAT,2026-01-23
024,100000000024,BRL,P,4659.200,OFF,100000000024,TRN000000000024,5569,Td Withdrawer Name 24,2026-01-24,E,J,JOINT_HOLDER,2026-01-24,PAY,100000000024,BRL,RA,RO,100000000024,INT,BRL,A,G,GE,ADVICE_MEDIA_24,EMAIL_24,2026-01-24,CU,D,A,A,REASON_CODE_24,LATE,2026-01-24,TD_DEPOSITER,Td Depositer Name 24,TD_CERT_COLL,Td Cert Collector Name 24,TD_WITHDRAWE,9833,TXN0000000000000024,2026-01-24,10305.7000,16152.800,23748.900,13365.7000,8005.1000,12828.200,A,711129,4.03000,2026-01-24,954042,230256,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-01-24,024,MAI,MAI,MAI,CMA,2.1400,COMME,024,845641,686151,BAE,AUTHORIZE,VAL,M,DESTI,CUST000024,CUST000024,OPERATION_KEY_2,D,D,B,2.33000,2.03000,A,RATE_CODE_,1.44000,M,RETN_,RETN_,13808.600,34930.00000,940670.00000,15660.3000,NAT,2026-01-24
025,100000000025,USD,P,4824.700,OFF,100000000025,TRN000000000025,5159,Td Withdrawer Name 25,2026-01-25,E,J,JOINT_HOLDER,2026-01-25,PAY,100000000025,USD,RA,RO,100000000025,INT,USD,A,G,GE,ADVICE_MEDIA_25,EMAIL_25,2026-01-25,CU,D,A,A,REASON_CODE_25,LATE,2026-01-25,TD_DEPOSITER,Td Depositer Name 25,TD_CERT_COLL,Td Cert Collector Name 25,TD_WITHDRAWE,6528,TXN0000000000000025,2026-01-25,7260.9000,8177.100,16491.700,16900.5000,301.5000,6296.400,A,868100,4.12000,2026-01-25,61143,55374,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-01-25,025,MAI,MAI,MAI,CMA,2.8800,COMME,025,646401,679554,BAE,AUTHORIZE,VAL,M,DESTI,CUST000025,CUST000025,OPERATION_KEY_2,D,D,B,3.30000,1.86000,A,RATE_CODE_,2.41000,M,RETN_,RETN_,11324.800,319158.00000,577996.00000,23395.4000,NAT,2026-01-25
001,100000000026,PEN,P,10195.300,OFF,100000000026,TRN000000000026,7732,Td Withdrawer Name 26,2026-01-26,E,J,JOINT_HOLDER,2026-01-26,PAY,100000000026,PEN,RA,RO,100000000026,INT,PEN,A,G,GE,ADVICE_MEDIA_26,EMAIL_26,2026-01-26,CU,D,A,A,REASON_CODE_26,LATE,2026-01-26,TD_DEPOSITER,Td Depositer Name 26,TD_CERT_COLL,Td Cert Collector Name 26,TD_WITHDRAWE,4518,TXN0000000000000026,2026-01-26,23194.1000,20785.700,12424.400,2272.9000,15542.5000,1285.900,A,680234,1.37000,2026-01-26,190519,555483,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-01-26,001,MAI,MAI,MAI,CMA,3.6400,COMME,001,145797,62228,BAE,AUTHORIZE,VAL,M,DESTI,CUST000026,CUST000026,OPERATION_KEY_2,D,D,B,3.73000,1.71000,A,RATE_CODE_,1.28000,M,RETN_,RETN_,8914.700,265883.00000,264733.00000,7877.5000,NAT,2026-01-26
002,100000000027,EUR,P,8886.800,OFF,100000000027,TRN000000000027,5871,Td Withdrawer Name 27,2026-01-27,E,J,JOINT_HOLDER,2026-01-27,PAY,100000000027,EUR,RA,RO,100000000027,INT,EUR,A,G,GE,ADVICE_MEDIA_27,EMAIL_27,2026-01-27,CU,D,A,A,REASON_CODE_27,LATE,2026-01-27,TD_DEPOSITER,Td Depositer Name 27,TD_CERT_COLL,Td Cert Collector Name 27,TD_WITHDRAWE,255,TXN0000000000000027,2026-01-27,5541.3000,19254.200,5191.900,18103.3000,24722.7000,12260.200,A,716906,3.14000,2026-01-27,74773,433805,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-01-27,002,MAI,MAI,MAI,CMA,3.3600,COMME,002,973595,575523,BAE,AUTHORIZE,VAL,M,DESTI,CUST000027,CUST000027,OPERATION_KEY_2,D,D,B,2.19000,1.83000,A,RATE_CODE_,1.80000,M,RETN_,RETN_,14474.500,79206.00000,738287.00000,12005.6000,NAT,2026-01-27
003,100000000028,BRL,P,10980.000,OFF,100000000028,TRN000000000028,4683,Td Withdrawer Name 28,2026-01-28,E,J,JOINT_HOLDER,2026-01-28,PAY,100000000028,BRL,RA,RO,100000000028,INT,BRL,A,G,GE,ADVICE_MEDIA_28,EMAIL_28,2026-01-28,CU,D,A,A,REASON_CODE_28,LATE,2026-01-28,TD_DEPOSITER,Td Depositer Name 28,TD_CERT_COLL,Td Cert Collector Name 28,TD_WITHDRAWE,964,TXN0000000000000028,2026-01-28,12998.8000,8279.700,597.700,12915.0000,11329.2000,10118.800,A,430212,1.71000,2026-01-28,411260,913915,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-01-28,003,MAI,MAI,MAI,CMA,1.9600,COMME,003,717000,492905,BAE,AUTHORIZE,VAL,M,DESTI,CUST000028,CUST000028,OPERATION_KEY_2,D,D,B,2.61000,1.00000,A,RATE_CODE_,1.61000,M,RETN_,RETN_,3909.400,955723.00000,157447.00000,16434.4000,NAT,2026-01-28
004,100000000029,USD,P,9789.000,OFF,100000000029,TRN000000000029,3209,Td Withdrawer Name 29,2026-01-29,E,J,JOINT_HOLDER,2026-01-29,PAY,100000000029,USD,RA,RO,100000000029,INT,USD,A,G,GE,ADVICE_MEDIA_29,EMAIL_29,2026-01-29,CU,D,A,A,REASON_CODE_29,LATE,2026-01-29,TD_DEPOSITER,Td Depositer Name 29,TD_CERT_COLL,Td Cert Collector Name 29,TD_WITHDRAWE,5606,TXN0000000000000029,2026-01-29,18108.5000,13803.100,15263.200,5713.1000,18565.4000,1808.400,A,887437,2.31000,2026-01-29,979333,410090,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-01-29,004,MAI,MAI,MAI,CMA,3.8800,COMME,004,604867,884368,BAE,AUTHORIZE,VAL,M,DESTI,CUST000029,CUST000029,OPERATION_KEY_2,D,D,B,4.11000,1.11000,A,RATE_CODE_,1.30000,M,RETN_,RETN_,13912.700,244360.00000,239499.00000,9724.7000,NAT,2026-01-29
005,100000000030,PEN,P,18533.500,OFF,100000000030,TRN000000000030,9762,Td Withdrawer Name 30,2026-01-30,E,J,JOINT_HOLDER,2026-01-30,PAY,100000000030,PEN,RA,RO,100000000030,INT,PEN,A,G,GE,ADVICE_MEDIA_30,EMAIL_30,2026-01-30,CU,D,A,A,REASON_CODE_30,LATE,2026-01-30,TD_DEPOSITER,Td Depositer Name 30,TD_CERT_COLL,Td Cert Collector Name 30,TD_WITHDRAWE,3508,TXN0000000000000030,2026-01-30,18686.2000,9652.900,19767.200,15239.6000,4359.5000,5960.500,A,999677,4.29000,2026-01-30,392266,722658,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-01-30,005,MAI,MAI,MAI,CMA,3.9100,COMME,005,659207,648824,BAE,AUTHORIZE,VAL,M,DESTI,CUST000030,CUST000030,OPERATION_KEY_3,D,D,B,0.82000,1.72000,A,RATE_CODE_,2.15000,M,RETN_,RETN_,681.200,452543.00000,659137.00000,8273.9000,NAT,2026-01-30
006,100000000031,EUR,P,4030.800,OFF,100000000031,TRN000000000031,7737,Td Withdrawer Name 31,2026-01-31,E,J,JOINT_HOLDER,2026-01-31,PAY,100000000031,EUR,RA,RO,100000000031,INT,EUR,A,G,GE,ADVICE_MEDIA_31,EMAIL_31,2026-01-31,CU,D,A,A,REASON_CODE_31,LATE,2026-01-31,TD_DEPOSITER,Td Depositer Name 31,TD_CERT_COLL,Td Cert Collector Name 31,TD_WITHDRAWE,1793,TXN0000000000000031,2026-01-31,1903.8000,20866.100,11657.600,4897.8000,1924.6000,24179.600,A,127506,0.89000,2026-01-31,479948,759416,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-01-31,006,MAI,MAI,MAI,CMA,1.0300,COMME,006,153459,963699,BAE,AUTHORIZE,VAL,M,DESTI,CUST000031,CUST000031,OPERATION_KEY_3,D,D,B,3.66000,2.01000,A,RATE_CODE_,4.20000,M,RETN_,RETN_,6271.800,732700.00000,906873.00000,9900.0000,NAT,2026-01-31
007,100000000032,BRL,P,17617.600,OFF,100000000032,TRN000000000032,3879,Td Withdrawer Name 32,2026-02-01,E,J,JOINT_HOLDER,2026-02-01,PAY,100000000032,BRL,RA,RO,100000000032,INT,BRL,A,G,GE,ADVICE_MEDIA_32,EMAIL_32,2026-02-01,CU,D,A,A,REASON_CODE_32,LATE,2026-02-01,TD_DEPOSITER,Td Depositer Name 32,TD_CERT_COLL,Td Cert Collector Name 32,TD_WITHDRAWE,4572,TXN0000000000000032,2026-02-01,4413.0000,17092.600,14684.900,17265.1000,14338.2000,8459.200,A,71200,2.23000,2026-02-01,732469,938412,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-01,007,MAI,MAI,MAI,CMA,3.0900,COMME,007,203058,118021,BAE,AUTHORIZE,VAL,M,DESTI,CUST000032,CUST000032,OPERATION_KEY_3,D,D,B,4.19000,1.88000,A,RATE_CODE_,0.89000,M,RETN_,RETN_,10635.000,830251.00000,55509.00000,3660.5000,NAT,2026-02-01
008,100000000033,USD,P,23722.400,OFF,100000000033,TRN000000000033,4020,Td Withdrawer Name 33,2026-02-02,E,J,JOINT_HOLDER,2026-02-02,PAY,100000000033,USD,RA,RO,100000000033,INT,USD,A,G,GE,ADVICE_MEDIA_33,EMAIL_33,2026-02-02,CU,D,A,A,REASON_CODE_33,LATE,2026-02-02,TD_DEPOSITER,Td Depositer Name 33,TD_CERT_COLL,Td Cert Collector Name 33,TD_WITHDRAWE,3611,TXN0000000000000033,2026-02-02,596.1000,16518.300,5072.900,6640.7000,13315.1000,12299.900,A,96336,3.71000,2026-02-02,518995,585235,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-02,008,MAI,MAI,MAI,CMA,1.4000,COMME,008,943383,930674,BAE,AUTHORIZE,VAL,M,DESTI,CUST000033,CUST000033,OPERATION_KEY_3,D,D,B,1.53000,3.82000,A,RATE_CODE_,2.42000,M,RETN_,RETN_,14025.300,924967.00000,151269.00000,18472.1000,NAT,2026-02-02
009,100000000034,PEN,P,6050.800,OFF,100000000034,TRN000000000034,3997,Td Withdrawer Name 34,2026-02-03,E,J,JOINT_HOLDER,2026-02-03,PAY,100000000034,PEN,RA,RO,100000000034,INT,PEN,A,G,GE,ADVICE_MEDIA_34,EMAIL_34,2026-02-03,CU,D,A,A,REASON_CODE_34,LATE,2026-02-03,TD_DEPOSITER,Td Depositer Name 34,TD_CERT_COLL,Td Cert Collector Name 34,TD_WITHDRAWE,4506,TXN0000000000000034,2026-02-03,17918.4000,2668.400,19033.600,14687.0000,15696.0000,13439.200,A,66092,1.50000,2026-02-03,619136,122578,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-03,009,MAI,MAI,MAI,CMA,3.5900,COMME,009,292974,102883,BAE,AUTHORIZE,VAL,M,DESTI,CUST000034,CUST000034,OPERATION_KEY_3,D,D,B,2.40000,1.53000,A,RATE_CODE_,3.42000,M,RETN_,RETN_,18851.500,719722.00000,293119.00000,5770.5000,NAT,2026-02-03
010,100000000035,EUR,P,19450.400,OFF,100000000035,TRN000000000035,6701,Td Withdrawer Name 35,2026-02-04,E,J,JOINT_HOLDER,2026-02-04,PAY,100000000035,EUR,RA,RO,100000000035,INT,EUR,A,G,GE,ADVICE_MEDIA_35,EMAIL_35,2026-02-04,CU,D,A,A,REASON_CODE_35,LATE,2026-02-04,TD_DEPOSITER,Td Depositer Name 35,TD_CERT_COLL,Td Cert Collector Name 35,TD_WITHDRAWE,8153,TXN0000000000000035,2026-02-04,8807.3000,10267.600,13505.600,6322.7000,21814.0000,22270.200,A,824883,2.60000,2026-02-04,675177,619005,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-04,010,MAI,MAI,MAI,CMA,4.1700,COMME,010,827490,431291,BAE,AUTHORIZE,VAL,M,DESTI,CUST000035,CUST000035,OPERATION_KEY_3,D,D,B,0.82000,1.88000,A,RATE_CODE_,4.22000,M,RETN_,RETN_,3236.900,280523.00000,226134.00000,9800.8000,NAT,2026-02-04
011,100000000036,BRL,P,23626.200,OFF,100000000036,TRN000000000036,3300,Td Withdrawer Name 36,2026-02-05,E,J,JOINT_HOLDER,2026-02-05,PAY,100000000036,BRL,RA,RO,100000000036,INT,BRL,A,G,GE,ADVICE_MEDIA_36,EMAIL_36,2026-02-05,CU,D,A,A,REASON_CODE_36,LATE,2026-02-05,TD_DEPOSITER,Td Depositer Name 36,TD_CERT_COLL,Td Cert Collector Name 36,TD_WITHDRAWE,5555,TXN0000000000000036,2026-02-05,3237.3000,19570.000,9499.000,22688.1000,14022.3000,19790.200,A,777796,2.72000,2026-02-05,883509,109748,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-02-05,011,MAI,MAI,MAI,CMA,1.2900,COMME,011,911427,216417,BAE,AUTHORIZE,VAL,M,DESTI,CUST000036,CUST000036,OPERATION_KEY_3,D,D,B,1.16000,3.08000,A,RATE_CODE_,1.38000,M,RETN_,RETN_,16236.700,988949.00000,34749.00000,7597.9000,NAT,2026-02-05
012,100000000037,USD,P,15601.600,OFF,100000000037,TRN000000000037,8915,Td Withdrawer Name 37,2026-02-06,E,J,JOINT_HOLDER,2026-02-06,PAY,100000000037,USD,RA,RO,100000000037,INT,USD,A,G,GE,ADVICE_MEDIA_37,EMAIL_37,2026-02-06,CU,D,A,A,REASON_CODE_37,LATE,2026-02-06,TD_DEPOSITER,Td Depositer Name 37,TD_CERT_COLL,Td Cert Collector Name 37,TD_WITHDRAWE,1426,TXN0000000000000037,2026-02-06,15813.9000,23763.600,21250.400,3700.1000,17779.9000,24651.100,A,905702,1.45000,2026-02-06,983322,981860,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-02-06,012,MAI,MAI,MAI,CMA,2.9100,COMME,012,172508,238025,BAE,AUTHORIZE,VAL,M,DESTI,CUST000037,CUST000037,OPERATION_KEY_3,D,D,B,0.98000,1.85000,A,RATE_CODE_,3.80000,M,RETN_,RETN_,24703.000,315676.00000,733938.00000,16596.4000,NAT,2026-02-06
013,100000000038,PEN,P,82289.600,OFF,100000000038,TRN000000000038,5462,Td Withdrawer Name 38,2026-02-07,E,J,JOINT_HOLDER,2026-02-07,PAY,100000000038,PEN,RA,RO,100000000038,INT,PEN,A,G,GE,ADVICE_MEDIA_38,EMAIL_38,2026-02-07,CU,D,A,A,REASON_CODE_38,LATE,2026-02-07,TD_DEPOSITER,Td Depositer Name 38,TD_CERT_COLL,Td Cert Collector Name 38,TD_WITHDRAWE,24,TXN0000000000000038,2026-02-07,110556.8000,31787.200,182625.600,45380.8000,154132.8000,191560.000,A,712762,4.01000,2026-02-07,794002,651756,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-02-07,013,MAI,MAI,MAI,CMA,3.5000,COMME,013,533142,273604,BAE,AUTHORIZE,VAL,M,DESTI,CUST000038,CUST000038,OPERATION_KEY_3,D,D,B,2.36000,2.71000,A,RATE_CODE_,2.69000,M,RETN_,RETN_,125778.400,488162.00000,491350.00000,156559.2000,NAT,2026-02-07
014,100000000039,EUR,P,1007.500,OFF,100000000039,TRN000000000039,2051,Td Withdrawer Name 39,2026-02-08,E,J,JOINT_HOLDER,2026-02-08,PAY,100000000039,EUR,RA,RO,100000000039,INT,EUR,A,G,GE,ADVICE_MEDIA_39,EMAIL_39,2026-02-08,CU,D,A,A,REASON_CODE_39,LATE,2026-02-08,TD_DEPOSITER,Td Depositer Name 39,TD_CERT_COLL,Td Cert Collector Name 39,TD_WITHDRAWE,44,TXN0000000000000039,2026-02-08,14464.2000,16477.600,11329.500,14346.1000,17308.2000,18950.300,A,694957,1.91000,2026-02-08,336128,623340,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-02-08,014,MAI,MAI,MAI,CMA,2.9600,COMME,014,460805,591823,BAE,AUTHORIZE,VAL,M,DESTI,CUST000039,CUST000039,OPERATION_KEY_3,D,D,B,2.63000,1.52000,A,RATE_CODE_,1.49000,M,RETN_,RETN_,10961.600,826175.00000,783314.00000,19849.1000,NAT,2026-02-08
015,100000000040,BRL,P,12786.600,OFF,100000000040,TRN000000000040,6467,Td Withdrawer Name 40,2026-02-09,E,J,JOINT_HOLDER,2026-02-09,PAY,100000000040,BRL,RA,RO,100000000040,INT,BRL,A,G,GE,ADVICE_MEDIA_40,EMAIL_40,2026-02-09,CU,D,A,A,REASON_CODE_40,LATE,2026-02-09,TD_DEPOSITER,Td Depositer Name 40,TD_CERT_COLL,Td Cert Collector Name 40,TD_WITHDRAWE,3789,TXN0000000000000040,2026-02-09,12946.8000,7759.900,15161.300,19171.5000,22376.4000,22979.800,A,65241,4.39000,2026-02-09,998834,896681,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-02-09,015,MAI,MAI,MAI,CMA,4.1800,COMME,015,119390,327967,BAE,AUTHORIZE,VAL,M,DESTI,CUST000040,CUST000040,OPERATION_KEY_4,D,D,B,1.45000,1.59000,A,RATE_CODE_,1.00000,M,RETN_,RETN_,5278.700,567182.00000,682300.00000,10902.0000,NAT,2026-02-09
016,100000000041,USD,P,16026.700,OFF,100000000041,TRN000000000041,479,Td Withdrawer Name 41,2026-02-10,E,J,JOINT_HOLDER,2026-02-10,PAY,100000000041,USD,RA,RO,100000000041,INT,USD,A,G,GE,ADVICE_MEDIA_41,EMAIL_41,2026-02-10,CU,D,A,A,REASON_CODE_41,LATE,2026-02-10,TD_DEPOSITER,Td Depositer Name 41,TD_CERT_COLL,Td Cert Collector Name 41,TD_WITHDRAWE,5198,TXN0000000000000041,2026-02-10,15542.0000,23562.800,14906.400,2131.6000,10601.2000,10660.300,A,384420,1.28000,2026-02-10,64310,998942,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-02-10,016,MAI,MAI,MAI,CMA,2.0700,COMME,016,610677,309590,BAE,AUTHORIZE,VAL,M,DESTI,CUST000041,CUST000041,OPERATION_KEY_4,D,D,B,2.57000,3.31000,A,RATE_CODE_,1.84000,M,RETN_,RETN_,9358.100,947961.00000,350025.00000,129.7000,NAT,2026-02-10
017,100000000042,PEN,P,9522.900,OFF,100000000042,TRN000000000042,1171,Td Withdrawer Name 42,2026-02-11,E,J,JOINT_HOLDER,2026-02-11,PAY,100000000042,PEN,RA,RO,100000000042,INT,PEN,A,G,GE,ADVICE_MEDIA_42,EMAIL_42,2026-02-11,CU,D,A,A,REASON_CODE_42,LATE,2026-02-11,TD_DEPOSITER,Td Depositer Name 42,TD_CERT_COLL,Td Cert Collector Name 42,TD_WITHDRAWE,979,TXN0000000000000042,2026-02-11,24846.4000,6541.800,6179.400,8719.4000,8559.3000,23929.500,A,796173,1.65000,2026-02-11,742286,150345,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-02-11,017,MAI,MAI,MAI,CMA,2.1000,COMME,017,429133,281581,BAE,AUTHORIZE,VAL,M,DESTI,CUST000042,CUST000042,OPERATION_KEY_4,D,D,B,1.48000,4.44000,A,RATE_CODE_,2.15000,M,RETN_,RETN_,712.000,685848.00000,504833.00000,1500.7000,NAT,2026-02-11
018,100000000043,EUR,P,7638.300,OFF,100000000043,TRN000000000043,7293,Td Withdrawer Name 43,2026-02-12,E,J,JOINT_HOLDER,2026-02-12,PAY,100000000043,EUR,RA,RO,100000000043,INT,EUR,A,G,GE,ADVICE_MEDIA_43,EMAIL_43,2026-02-12,CU,D,A,A,REASON_CODE_43,LATE,2026-02-12,TD_DEPOSITER,Td Depositer Name 43,TD_CERT_COLL,Td Cert Collector Name 43,TD_WITHDRAWE,5084,TXN0000000000000043,2026-02-12,10515.5000,17427.400,10379.200,7395.1000,23892.4000,15992.300,A,253356,1.46000,2026-02-12,165457,539149,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-02-12,018,MAI,MAI,MAI,CMA,4.0500,COMME,018,623755,78478,BAE,AUTHORIZE,VAL,M,DESTI,CUST000043,CUST000043,OPERATION_KEY_4,D,D,B,3.75000,2.31000,A,RATE_CODE_,2.40000,M,RETN_,RETN_,13411.500,372461.00000,643290.00000,19194.6000,NAT,2026-02-12
