REFERENCE_NO,EVENT_SEQ_NO,INSTRUMENT_NO_1,INSTRUMENT_NO_2,VAL_DATE_BNK,VAL_DATE_CUST,BANK_CODE,BRANCH_CODE,SECTOR_CODE,ROUTING_NO,END_POINT,INSTRUMENT_AMT,LOCAL_CLEARING,DOCUMENT_TYPE,VAL_DATE_BNK_OLD,VAL_DATE_CUST_OLD,ROUTING_NO_OLD,ADDL_RETENTION_DAYS,INSTRUMENT_DATE,REM_ACCOUNT,REM_CUST,REVERSED,HOUSE_LOCATION,DOC_TRACK_NUM,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,TXN_ID,SAV_CODE,SAV_VAL_STAT
TRN000000000045,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-14,2026-02-14,BANK_CODE,020,SECTOR_CO,ROUTING_NO_45,END_POINT,22626.800,L,DOCUMENT_TYPE_45,2026-02-14,2026-02-14,ROUTING_NO_OLD_45,7,2026-02-14,100000000045,REM_CUST_45,N,HOUS,DOC_TRACK_NUM_4,DATA_1_45,DATA_2_45,DATA_3_45,DATA_4_45,DATA_5_45,DATA_6_45,DATA_7_45,DATA_8_45,DATA_9_45,C,BATCH_REF_NO_45,FEE,TXN0000000000000045,SAV_,S
TRN000000000046,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-15,2026-02-15,BANK_CODE,021,SECTOR_CO,ROUTING_NO_46,END_POINT,2618.000,L,DOCUMENT_TYPE_46,2026-02-15,2026-02-15,ROUTING_NO_OLD_46,10,2026-02-15,100000000046,REM_CUST_46,N,HOUS,DOC_TRACK_NUM_4,DATA_1_46,DATA_2_46,DATA_3_46,DATA_4_46,DATA_5_46,DATA_6_46,DATA_7_46,DATA_8_46,DATA_9_46,C,BATCH_REF_NO_46,INT,TXN0000000000000046,SAV_,S
TRN000000000047,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-16,2026-02-16,BANK_CODE,022,SECTOR_CO,ROUTING_NO_47,END_POINT,6030.100,L,DOCUMENT_TYPE_47,2026-02-16,2026-02-16,ROUTING_NO_OLD_47,17,2026-02-16,100000000047,REM_CUST_47,N,HOUS,DOC_TRACK_NUM_4,DATA_1_47,DATA_2_47,DATA_3_47,DATA_4_47,DATA_5_47,DATA_6_47,DATA_7_47,DATA_8_47,DATA_9_47,C,BATCH_REF_NO_47,REV,TXN0000000000000047,SAV_,S
TRN000000000048,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-17,2026-02-17,BANK_CODE,023,SECTOR_CO,ROUTING_NO_48,END_POINT,2911.600,L,DOCUMENT_TYPE_48,2026-02-17,2026-02-17,ROUTING_NO_OLD_48,34,2026-02-17,100000000048,REM_CUST_48,N,HOUS,DOC_TRACK_NUM_4,DATA_1_48,DATA_2_48,DATA_3_48,DATA_4_48,DATA_5_48,DATA_6_48,DATA_7_48,DATA_8_48,DATA_9_48,C,BATCH_REF_NO_48,PAY,TXN0000000000000048,SAV_,S
TRN000000000049,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-18,2026-02-18,BANK_CODE,024,SECTOR_CO,ROUTING_NO_49,END_POINT,13070.600,L,DOCUMENT_TYPE_49,2026-02-18,2026-02-18,ROUTING_NO_OLD_49,2,2026-02-18,100000000049,REM_CUST_49,N,HOUS,DOC_TRACK_NUM_4,DATA_1_49,DATA_2_49,DATA_3_49,DATA_4_49,DATA_5_49,DATA_6_49,DATA_7_49,DATA_8_49,DATA_9_49,C,BATCH_REF_NO_49,ATM,TXN0000000000000049,SAV_,S
TRN000000000050,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-19,2026-02-19,BANK_CODE,025,SECTOR_CO,ROUTING_NO_50,END_POINT,21376.900,L,DOCUMENT_TYPE_50,2026-02-19,2026-02-19,ROUTING_NO_OLD_50,26,2026-02-19,100000000050,REM_CUST_50,N,HOUS,DOC_TRACK_NUM_5,DATA_1_50,DATA_2_50,DATA_3_50,DATA_4_50,DATA_5_50,DATA_6_50,DATA_7_50,DATA_8_50,DATA_9_50,C,BATCH_REF_NO_50,DEP,TXN0000000000000050,SAV_,S
TRN000000000051,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-20,2026-02-20,BANK_CODE,001,SECTOR_CO,ROUTING_NO_51,END_POINT,12486.000,L,DOCUMENT_TYPE_51,2026-02-20,2026-02-20,ROUTING_NO_OLD_51,15,2026-02-20,100000000051,REM_CUST_51,N,HOUS,DOC_TRACK_NUM_5,DATA_1_51,DATA_2_51,DATA_3_51,DATA_4_51,DATA_5_51,DATA_6_51,DATA_7_51,DATA_8_51,DATA_9_51,C,BATCH_REF_NO_51,WDR,TXN0000000000000051,SAV_,S
TRN000000000052,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-21,2026-02-21,BANK_CODE,002,SECTOR_CO,ROUTING_NO_52,END_POINT,17153.200,L,DOCUMENT_TYPE_52,2026-02-21,2026-02-21,ROUTING_NO_OLD_52,8,2026-02-21,100000000052,REM_CUST_52,N,HOUS,DOC_TRACK_NUM_5,DATA_1_52,DATA_2_52,DATA_3_52,DATA_4_52,DATA_5_52,DATA_6_52,DATA_7_52,DATA_8_52,DATA_9_52,C,BATCH_REF_NO_52,TRF,TXN0000000000000052,SAV_,S
TRN000000000053,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-22,2026-02-22,BANK_CODE,003,SECTOR_CO,ROUTING_NO_53,END_POINT,5959.700,L,DOCUMENT_TYPE_53,2026-02-22,2026-02-22,ROUTING_NO_OLD_53,13,2026-02-22,100000000053,REM_CUST_53,N,HOUS,DOC_TRACK_NUM_5,DATA_1_53,DATA_2_53,DATA_3_53,DATA_4_53,DATA_5_53,DATA_6_53,DATA_7_53,DATA_8_53,DATA_9_53,C,BATCH_REF_NO_53,FEE,TXN0000000000000053,SAV_,S
TRN000000000054,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-23,2026-02-23,BANK_CODE,004,SECTOR_CO,ROUTING_NO_54,END_POINT,19594.200,L,DOCUMENT_TYPE_54,2026-02-23,2026-02-23,ROUTING_NO_OLD_54,24,2026-02-23,100000000054,REM_CUST_54,N,HOUS,DOC_TRACK_NUM_5,DATA_1_54,DATA_2_54,DATA_3_54,DATA_4_54,DATA_5_54,DATA_6_54,DATA_7_54,DATA_8_54,DATA_9_54,C,BATCH_REF_NO_54,INT,TXN0000000000000054,SAV_,S
TRN000000000055,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-24,2026-02-24,BANK_CODE,005,SECTOR_CO,ROUTING_NO_55,END_POINT,19238.300,L,DOCUMENT_TYPE_55,2026-02-24,2026-02-24,ROUTING_NO_OLD_55,33,2026-02-24,100000000055,REM_CUST_55,N,HOUS,DOC_TRACK_NUM_5,DATA_1_55,DATA_2_55,DATA_3_55,DATA_4_55,DATA_5_55,DATA_6_55,DATA_7_55,DATA_8_55,DATA_9_55,C,BATCH_REF_NO_55,REV,TXN0000000000000055,SAV_,S
TRN000000000056,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-25,2026-02-25,BANK_CODE,006,SECTOR_CO,ROUTING_NO_56,END_POINT,18501.400,L,DOCUMENT_TYPE_56,2026-02-25,2026-02-25,ROUTING_NO_OLD_56,2,2026-02-25,100000000056,REM_CUST_56,N,HOUS,DOC_TRACK_NUM_5,DATA_1_56,DATA_2_56,DATA_3_56,DATA_4_56,DATA_5_56,DATA_6_56,DATA_7_56,DATA_8_56,DATA_9_56,C,BATCH_REF_NO_56,PAY,TXN0000000000000056,SAV_,S
TRN000000000057,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-26,2026-02-26,BANK_CODE,007,SECTOR_CO,ROUTING_NO_57,END_POINT,14850.700,L,DOCUMENT_TYPE_57,2026-02-26,2026-02-26,ROUTING_NO_OLD_57,17,2026-02-26,100000000057,REM_CUST_57,N,HOUS,DOC_TRACK_NUM_5,DATA_1_57,DATA_2_57,DATA_3_57,DATA_4_57,DATA_5_57,DATA_6_57,DATA_7_57,DATA_8_57,DATA_9_57,C,BATCH_REF_NO_57,ATM,TXN0000000000000057,SAV_,S
TRN000000000058,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-27,2026-02-27,BANK_CODE,008,SECTOR_CO,ROUTING_NO_58,END_POINT,11995.600,L,DOCUMENT_TYPE_58,2026-02-27,2026-02-27,ROUTING_NO_OLD_58,6,2026-02-27,100000000058,REM_CUST_58,Y,HOUS,DOC_TRACK_NUM_5,DATA_1_58,DATA_2_58,DATA_3_58,DATA_4_58,DATA_5_58,DATA_6_58,DATA_7_58,DATA_8_58,DATA_9_58,C,BATCH_REF_NO_58,DEP,TXN0000000000000058,SAV_,S
TRN000000000059,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-28,2026-02-28,BANK_CODE,009,SECTOR_CO,ROUTING_NO_59,END_POINT,12643.300,L,DOCUMENT_TYPE_59,2026-02-28,2026-02-28,ROUTING_NO_OLD_59,12,2026-02-28,100000000059,REM_CUST_59,N,HOUS,DOC_TRACK_NUM_5,DATA_1_59,DATA_2_59,DATA_3_59,DATA_4_59,DATA_5_59,DATA_6_59,DATA_7_59,DATA_8_59,DATA_9_59,C,BATCH_REF_NO_59,WDR,TXN0000000000000059,SAV_,S
TRN000000000060,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-01,2026-03-01,BANK_CODE,010,SECTOR_CO,ROUTING_NO_60,END_POINT,19095.900,L,DOCUMENT_TYPE_60,2026-03-01,2026-03-01,ROUTING_NO_OLD_60,6,2026-03-01,100000000060,REM_CUST_60,N,HOUS,DOC_TRACK_NUM_6,DATA_1_60,DATA_2_60,DATA_3_60,DATA_4_60,DATA_5_60,DATA_6_60,DATA_7_60,DATA_8_60,DATA_9_60,C,BATCH_REF_NO_60,TRF,TXN0000000000000060,SAV_,S
TRN000000000061,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-02,2026-03-02,BANK_CODE,011,SECTOR_CO,ROUTING_NO_61,END_POINT,11106.100,L,DOCUMENT_TYPE_61,2026-03-02,2026-03-02,ROUTING_NO_OLD_61,17,2026-03-02,100000000061,REM_CUST_61,N,HOUS,DOC_TRACK_NUM_6,DATA_1_61,DATA_2_61,DATA_3_61,DATA_4_61,DATA_5_61,DATA_6_61,DATA_7_61,DATA_8_61,DATA_9_61,C,BATCH_REF_NO_61,FEE,TXN0000000000000061,SAV_,S
TRN000000000062,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-03,2026-03-03,BANK_CODE,012,SECTOR_CO,ROUTING_NO_62,END_POINT,1298.200,L,DOCUMENT_TYPE_62,2026-03-03,2026-03-03,ROUTING_NO_OLD_62,30,2026-03-03,100000000062,REM_CUST_62,N,HOUS,DOC_TRACK_NUM_6,DATA_1_62,DATA_2_62,DATA_3_62,DATA_4_62,DATA_5_62,DATA_6_62,DATA_7_62,DATA_8_62,DATA_9_62,C,BATCH_REF_NO_62,INT,TXN0000000000000062,SAV_,S
TRN000000000063,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-04,2026-03-04,BANK_CODE,013,SECTOR_CO,ROUTING_NO_63,END_POINT,1982.000,L,DOCUMENT_TYPE_63,2026-03-04,2026-03-04,ROUTING_NO_OLD_63,14,2026-03-04,100000000063,REM_CUST_63,N,HOUS,DOC_TRACK_NUM_6,DATA_1_63,DATA_2_63,DATA_3_63,DATA_4_63,DATA_5_63,DATA_6_63,DATA_7_63,DATA_8_63,DATA_9_63,C,BATCH_REF_NO_63,REV,TXN0000000000000063,SAV_,S
TRN000000000064,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-05,2026-03-05,BANK_CODE,014,SECTOR_CO,ROUTING_NO_64,END_POINT,24778.400,L,DOCUMENT_TYPE_64,2026-03-05,2026-03-05,ROUTING_NO_OLD_64,15,2026-03-05,100000000064,REM_CUST_64,N,HOUS,DOC_TRACK_NUM_6,DATA_1_64,DATA_2_64,DATA_3_64,DATA_4_64,DATA_5_64,DATA_6_64,DATA_7_64,DATA_8_64,DATA_9_64,C,BATCH_REF_NO_64,PAY,TXN0000000000000064,SAV_,S
TRN000000000065,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-06,2026-03-06,BANK_CODE,015,SECTOR_CO,ROUTING_NO_65,END_POINT,20595.300,L,DOCUMENT_TYPE_65,2026-03-06,2026-03-06,ROUTING_NO_OLD_65,21,2026-03-06,100000000065,REM_CUST_65,N,HOUS,DOC_TRACK_NUM_6,DATA_1_65,DATA_2_65,DATA_3_65,DATA_4_65,DATA_5_65,DATA_6_65,DATA_7_65,DATA_8_65,DATA_9_65,C,BATCH_REF_NO_65,ATM,TXN0000000000000065,SAV_,S
TRN000000000066,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-07,2026-03-07,BANK_CODE,016,SECTOR_CO,ROUTING_NO_66,END_POINT,14349.900,L,DOCUMENT_TYPE_66,2026-03-07,2026-03-07,ROUTING_NO_OLD_66,35,2026-03-07,100000000066,REM_CUST_66,N,HOUS,DOC_TRACK_NUM_6,DATA_1_66,DATA_2_66,DATA_3_66,DATA_4_66,DATA_5_66,DATA_6_66,DATA_7_66,DATA_8_66,DATA_9_66,C,BATCH_REF_NO_66,DEP,TXN0000000000000066,SAV_,S
TRN000000000067,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-08,2026-03-08,BANK_CODE,017,SECTOR_CO,ROUTING_NO_67,END_POINT,20104.100,L,DOCUMENT_TYPE_67,2026-03-08,2026-03-08,ROUTING_NO_OLD_67,16,2026-03-08,100000000067,REM_CUST_67,N,HOUS,DOC_TRACK_NUM_6,DATA_1_67,DATA_2_67,DATA_3_67,DATA_4_67,DATA_5_67,DATA_6_67,DATA_7_67,DATA_8_67,DATA_9_67,C,BATCH_REF_NO_67,WDR,TXN0000000000000067,SAV_,S
TRN000000000068,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-09,2026-03-09,BANK_CODE,018,SECTOR_CO,ROUTING_NO_68,END_POINT,20487.000,L,DOCUMENT_TYPE_68,2026-03-09,2026-03-09,ROUTING_NO_OLD_68,35,2026-03-09,100000000068,REM_CUST_68,N,HOUS,DOC_TRACK_NUM_6,DATA_1_68,DATA_2_68,DATA_3_68,DATA_4_68,DATA_5_68,DATA_6_68,DATA_7_68,DATA_8_68,DATA_9_68,C,BATCH_REF_NO_68,TRF,TXN0000000000000068,SAV_,S
TRN000000000069,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-10,2026-03-10,BANK_CODE,019,SECTOR_CO,ROUTING_NO_69,END_POINT,14238.100,L,DOCUMENT_TYPE_69,2026-03-10,2026-03-10,ROUTING_NO_OLD_69,17,2026-03-10,100000000069,REM_CUST_69,N,HOUS,DOC_TRACK_NUM_6,DATA_1_69,DATA_2_69,DATA_3_69,DATA_4_69,DATA_5_69,DATA_6_69,DATA_7_69,DATA_8_69,DATA_9_69,C,BATCH_REF_NO_69,FEE,TXN0000000000000069,SAV_,S
TRN000000000070,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-11,2026-03-11,BANK_CODE,020,SECTOR_CO,ROUTING_NO_70,END_POINT,20618.000,L,DOCUMENT_TYPE_70,2026-03-11,2026-03-11,ROUTING_NO_OLD_70,29,2026-03-11,100000000070,REM_CUST_70,N,HOUS,DOC_TRACK_NUM_7,DATA_1_70,DATA_2_70,DATA_3_70,DATA_4_70,DATA_5_70,DATA_6_70,DATA_7_70,DATA_8_70,DATA_9_70,C,BATCH_REF_NO_70,INT,TXN0000000000000070,SAV_,S
TRN000000000071,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-12,2026-03-12,BANK_CODE,021,SECTOR_CO,ROUTING_NO_71,END_POINT,24086.700,L,DOCUMENT_TYPE_71,2026-03-12,2026-03-12,ROUTING_NO_OLD_71,13,2026-03-12,100000000071,REM_CUST_71,N,HOUS,DOC_TRACK_NUM_7,DATA_1_71,DATA_2_71,DATA_3_71,DATA_4_71,DATA_5_71,DATA_6_71,DATA_7_71,DATA_8_71,DATA_9_71,C,BATCH_REF_NO_71,REV,TXN0000000000000071,SAV_,S
TRN000000000072,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-13,2026-03-13,BANK_CODE,022,SECTOR_CO,ROUTING_NO_72,END_POINT,14925.200,L,DOCUMENT_TYPE_72,2026-03-13,2026-03-13,ROUTING_NO_OLD_72,15,2026-03-13,100000000072,REM_CUST_72,N,HOUS,DOC_TRACK_NUM_7,DATA_1_72,DATA_2_72,DATA_3_72,DATA_4_72,DATA_5_72,DATA_6_72,DATA_7_72,DATA_8_72,DATA_9_72,C,BATCH_REF_NO_72,PAY,TXN0000000000000072,SAV_,S
TRN000000000073,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-14,2026-03-14,BANK_CODE,023,SECTOR_CO,ROUTING_NO_73,END_POINT,21422.400,L,DOCUMENT_TYPE_73,2026-03-14,2026-03-14,ROUTING_NO_OLD_73,20,2026-03-14,100000000073,REM_CUST_73,N,HOUS,DOC_TRACK_NUM_7,DATA_1_73,DATA_2_73,DATA_3_73,DATA_4_73,DATA_5_73,DATA_6_73,DATA_7_73,DATA_8_73,DATA_9_73,C,BATCH_REF_NO_73,ATM,TXN0000000000000073,SAV_,S
TRN000000000074,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-15,2026-03-15,BANK_CODE,024,SECTOR_CO,ROUTING_NO_74,END_POINT,8225.900,L,DOCUMENT_TYPE_74,2026-03-15,2026-03-15,ROUTING_NO_OLD_74,25,2026-03-15,100000000074,REM_CUST_74,N,HOUS,DOC_TRACK_NUM_7,DATA_1_74,DATA_2_74,DATA_3_74,DATA_4_74,DATA_5_74,DATA_6_74,DATA_7_74,DATA_8_74,DATA_9_74,C,BATCH_REF_NO_74,DEP,TXN0000000000000074,SAV_,S
TRN000000000075,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-16,2026-03-16,BANK_CODE,025,SECTOR_CO,ROUTING_NO_75,END_POINT,95768.800,L,DOCUMENT_TYPE_75,2026-03-16,2026-03-16,ROUTING_NO_OLD_75,14,2026-03-16,100000000075,REM_CUST_75,N,HOUS,DOC_TRACK_NUM_7,DATA_1_75,DATA_2_75,DATA_3_75,DATA_4_75,DATA_5_75,DATA_6_75,DATA_7_75,DATA_8_75,DATA_9_75,C,BATCH_REF_NO_75,WDR,TXN0000000000000075,SAV_,S
TRN000000000076,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-17,2026-03-17,BANK_CODE,001,SECTOR_CO,ROUTING_NO_76,END_POINT,15449.700,L,DOCUMENT_TYPE_76,2026-03-17,2026-03-17,ROUTING_NO_OLD_76,19,2026-03-17,100000000076,REM_CUST_76,N,HOUS,DOC_TRACK_NUM_7,DATA_1_76,DATA_2_76,DATA_3_76,DATA_4_76,DATA_5_76,DATA_6_76,DATA_7_76,DATA_8_76,DATA_9_76,C,BATCH_REF_NO_76,TRF,TXN0000000000000076,SAV_,S
TRN000000000077,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-18,2026-03-18,BANK_CODE,002,SECTOR_CO,ROUTING_NO_77,END_POINT,15090.500,L,DOCUMENT_TYPE_77,2026-03-18,2026-03-18,ROUTING_NO_OLD_77,28,2026-03-18,100000000077,REM_CUST_77,Y,HOUS,DOC_TRACK_NUM_7,DATA_1_77,DATA_2_77,DATA_3_77,DATA_4_77,DATA_5_77,DATA_6_77,DATA_7_77,DATA_8_77,DATA_9_77,C,BATCH_REF_NO_77,FEE,TXN0000000000000077,SAV_,S
TRN000000000078,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-19,2026-03-19,BANK_CODE,003,SECTOR_CO,ROUTING_NO_78,END_POINT,18081.100,L,DOCUMENT_TYPE_78,2026-03-19,2026-03-19,ROUTING_NO_OLD_78,16,2026-03-19,100000000078,REM_CUST_78,N,HOUS,DOC_TRACK_NUM_7,DATA_1_78,DATA_2_78,DATA_3_78,DATA_4_78,DATA_5_78,DATA_6_78,DATA_7_78,DATA_8_78,DATA_9_78,C,BATCH_REF_NO_78,INT,TXN0000000000000078,SAV_,S
TRN000000000079,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-20,2026-03-20,BANK_CODE,004,SECTOR_CO,ROUTING_NO_79,END_POINT,2254.900,L,DOCUMENT_TYPE_79,2026-03-20,2026-03-20,ROUTING_NO_OLD_79,30,2026-03-20,100000000079,REM_CUST_79,N,HOUS,DOC_TRACK_NUM_7,DATA_1_79,DATA_2_79,DATA_3_79,DATA_4_79,DATA_5_79,DATA_6_79,DATA_7_79,DATA_8_79,DATA_9_79,C,BATCH_REF_NO_79,REV,TXN0000000000000079,SAV_,S
TRN000000000080,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-21,2026-03-21,BANK_CODE,005,SECTOR_CO,ROUTING_NO_80,END_POINT,7130.800,L,DOCUMENT_TYPE_80,2026-03-21,2026-03-21,ROUTING_NO_OLD_80,34,2026-03-21,100000000080,REM_CUST_80,N,HOUS,DOC_TRACK_NUM_8,DATA_1_80,DATA_2_80,DATA_3_80,DATA_4_80,DATA_5_80,DATA_6_80,DATA_7_80,DATA_8_80,DATA_9_80,C,BATCH_REF_NO_80,PAY,TXN0000000000000080,SAV_,S
TRN000000000081,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-22,2026-03-22,BANK_CODE,006,SECTOR_CO,ROUTING_NO_81,END_POINT,5151.900,L,DOCUMENT_TYPE_81,2026-03-22,2026-03-22,ROUTING_NO_OLD_81,13,2026-03-22,100000000081,REM_CUST_81,N,HOUS,DOC_TRACK_NUM_8,DATA_1_81,DATA_2_81,DATA_3_81,DATA_4_81,DATA_5_81,DATA_6_81,DATA_7_81,DATA_8_81,DATA_9_81,C,BATCH_REF_NO_81,ATM,TXN0000000000000081,SAV_,S
TRN000000000082,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-23,2026-03-23,BANK_CODE,007,SECTOR_CO,ROUTING_NO_82,END_POINT,23450.100,L,DOCUMENT_TYPE_82,2026-03-23,2026-03-23,ROUTING_NO_OLD_82,12,2026-03-23,100000000082,REM_CUST_82,N,HOUS,DOC_TRACK_NUM_8,DATA_1_82,DATA_2_82,DATA_3_82,DATA_4_82,DATA_5_82,DATA_6_82,DATA_7_82,DATA_8_82,DATA_9_82,C,BATCH_REF_NO_82,DEP,TXN0000000000000082,SAV_,S
TRN000000000083,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-24,2026-03-24,BANK_CODE,008,SECTOR_CO,ROUTING_NO_83,END_POINT,12046.700,L,DOCUMENT_TYPE_83,2026-03-24,2026-03-24,ROUTING_NO_OLD_83,34,2026-03-24,100000000083,REM_CUST_83,N,HOUS,DOC_TRACK_NUM_8,DATA_1_83,DATA_2_83,DATA_3_83,DATA_4_83,DATA_5_83,DATA_6_83,DATA_7_83,DATA_8_83,DATA_9_83,C,BATCH_REF_NO_83,WDR,TXN0000000000000083,SAV_,S
TRN000000000084,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-25,2026-03-25,BANK_CODE,009,SECTOR_CO,ROUTING_NO_84,END_POINT,16295.300,L,DOCUMENT_TYPE_84,2026-03-25,2026-03-25,ROUTING_NO_OLD_84,0,2026-03-25,100000000084,REM_CUST_84,N,HOUS,DOC_TRACK_NUM_8,DATA_1_84,DATA_2_84,DATA_3_84,DATA_4_84,DATA_5_84,DATA_6_84,DATA_7_84,DATA_8_84,DATA_9_84,C,BATCH_REF_NO_84,TRF,TXN0000000000000084,SAV_,S
TRN000000000085,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-26,2026-03-26,BANK_CODE,010,SECTOR_CO,ROUTING_NO_85,END_POINT,3571.700,L,DOCUMENT_TYPE_85,2026-03-26,2026-03-26,ROUTING_NO_OLD_85,15,2026-03-26,100000000085,REM_CUST_85,N,HOUS,DOC_TRACK_NUM_8,DATA_1_85,DATA_2_85,DATA_3_85,DATA_4_85,DATA_5_85,DATA_6_85,DATA_7_85,DATA_8_85,DATA_9_85,C,BATCH_REF_NO_85,FEE,TXN0000000000000085,SAV_,S
TRN000000000086,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-27,2026-03-27,BANK_CODE,011,SECTOR_CO,ROUTING_NO_86,END_POINT,16584.400,L,DOCUMENT_TYPE_86,2026-03-27,2026-03-27,ROUTING_NO_OLD_86,6,2026-03-27,100000000086,REM_CUST_86,N,HOUS,DOC_TRACK_NUM_8,DATA_1_86,DATA_2_86,DATA_3_86,DATA_4_86,DATA_5_86,DATA_6_86,DATA_7_86,DATA_8_86,DATA_9_86,C,BATCH_REF_NO_86,INT,TXN0000000000000086,SAV_,S
TRN000000000087,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-28,2026-03-28,BANK_CODE,012,SECTOR_CO,ROUTING_NO_87,END_POINT,4889.700,L,DOCUMENT_TYPE_87,2026-03-28,2026-03-28,ROUTING_NO_OLD_87,30,2026-03-28,100000000087,REM_CUST_87,N,HOUS,DOC_TRACK_NUM_8,DATA_1_87,DATA_2_87,DATA_3_87,DATA_4_87,DATA_5_87,DATA_6_87,DATA_7_87,DATA_8_87,DATA_9_87,C,BATCH_REF_NO_87,REV,TXN0000000000000087,SAV_,S
TRN000000000088,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-29,2026-03-29,BANK_CODE,013,SECTOR_CO,ROUTING_NO_88,END_POINT,11258.500,L,DOCUMENT_TYPE_88,2026-03-29,2026-03-29,ROUTING_NO_OLD_88,27,2026-03-29,100000000088,REM_CUST_88,N,HOUS,DOC_TRACK_NUM_8,DATA_1_88,DATA_2_88,DATA_3_88,DATA_4_88,DATA_5_88,DATA_6_88,DATA_7_88,DATA_8_88,DATA_9_88,C,BATCH_REF_NO_88,PAY,TXN0000000000000088,SAV_,S
TRN000000000089,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-30,2026-03-30,BANK_CODE,014,SECTOR_CO,ROUTING_NO_89,END_POINT,21577.500,L,DOCUMENT_TYPE_89,2026-03-30,2026-03-30,ROUTING_NO_OLD_89,29,2026-03-30,100000000089,REM_CUST_89,N,HOUS,DOC_TRACK_NUM_8,DATA_1_89,DATA_2_89,DATA_3_89,DATA_4_89,DATA_5_89,DATA_6_89,DATA_7_89,DATA_8_89,DATA_9_89,C,BATCH_REF_NO_89,ATM,TXN0000000000000089,SAV_,S
