BRN,ACC,CALC_ACC,BOOK_ACC,HAS_IS,INT_START_DATE,LAST_IS_DATE,ACC_TYPE,BOOK_BRN,SHOW_BV_IS,BVT_DATE,CHARGE_ACC,BOOK_CCY,CHARGE_CCY,COMBVT_DATE,VERSION_NO,AUTO_ROLLOVER,CLOSE_ON_MATURITY,MOVE_INT_TO_UNCLAIMED,MOVE_PRIC_TO_UNCLAIMED,MATURITY_DATE,PRINC_LIQ_AC,ROLLOVER_TYPE,ROLLOVER_AMT,PRINC_LIQ_BRANCH,NEXT_MATURITY_DATE,HAS_DRCR_ADV,RD_FLAG,RD_AUTO_PMNT_TAKEDOWN,RD_MOVE_MAT_TO_UNCLAIMED,RD_MOVE_FUNDS_ON_OVD,RD_TAKEDOWN_DAYS,RD_TAKEDOWN_MONTHS,RD_TAKEDOWN_YEARS,RD_PAYMENT_ACC,RD_PAYMENT_BRN,RD_PAYMENT_CCY,RD_INSTALLMENT_AMT,RD_PAY_SCHDT,OVERRIDE_AMT_BLOCK,CHG_START_DATE,CHARGE_BRN,REDIRECT_LCY_ENTRIES,PRINC_LIQ_MODE,PRINC_LIQ_CCY
019,100000000294,100000000294,100000000294,H,2026-10-21,2026-10-21,1,BOO,S,2026-10-21,100000000294,PEN,PEN,2026-10-21,697095,A,C,M,M,2026-10-21,PRINC_LIQ_AC_294,R,37,019,2026-10-21,C,N,R,R,R,26,88578,52023,100000000294,RD_,PEN,11550.700,2026-10-21,O,2026-10-21,CHA,R,PRI,PEN
020,100000000295,100000000295,100000000295,H,2026-10-22,2026-10-22,1,BOO,S,2026-10-22,100000000295,EUR,EUR,2026-10-22,668606,A,C,M,M,2026-10-22,PRINC_LIQ_AC_295,R,10738,020,2026-10-22,D,N,R,R,R,7,57688,44155,100000000295,RD_,EUR,17653.100,2026-10-22,O,2026-10-22,CHA,R,PRI,EUR
021,100000000296,100000000296,100000000296,H,2026-10-23,2026-10-23,1,BOO,S,2026-10-23,100000000296,BRL,BRL,2026-10-23,608002,A,C,M,M,2026-10-23,PRINC_LIQ_AC_296,R,12326,021,2026-10-23,C,Y,R,R,R,6,18813,8433,100000000296,RD_,BRL,2713.200,2026-10-23,O,2026-10-23,CHA,R,PRI,BRL
022,100000000297,100000000297,100000000297,H,2026-10-24,2026-10-24,1,BOO,S,2026-10-24,100000000297,USD,USD,2026-10-24,46428,A,C,M,M,2026-10-24,PRINC_LIQ_AC_297,R,169308,022,2026-10-24,D,N,R,R,R,5,88946,78441,100000000297,RD_,USD,682.400,2026-10-24,O,2026-10-24,CHA,R,PRI,USD
023,100000000298,100000000298,100000000298,H,2026-10-25,2026-10-25,1,BOO,S,2026-10-25,100000000298,PEN,PEN,2026-10-25,172749,A,C,M,M,2026-10-25,PRINC_LIQ_AC_298,R,10549,023,2026-10-25,C,N,R,R,R,30,33089,36578,100000000298,RD_,PEN,8221.800,2026-10-25,O,2026-10-25,CHA,R,PRI,PEN
024,100000000299,100000000299,100000000299,H,2026-10-26,2026-10-26,1,BOO,S,2026-10-26,100000000299,EUR,EUR,2026-10-26,165308,A,C,M,M,2026-10-26,PRINC_LIQ_AC_299,R,3178,024,2026-10-26,D,N,R,R,R,3,77900,68314,100000000299,RD_,EUR,16637.000,2026-10-26,O,2026-10-26,CHA,R,PRI,EUR
025,100000000300,100000000300,100000000300,H,2026-10-27,2026-10-27,1,BOO,S,2026-10-27,100000000300,BRL,BRL,2026-10-27,140852,A,C,M,M,2026-10-27,PRINC_LIQ_AC_300,R,2120,025,2026-10-27,C,N,R,R,R,23,20345,32682,100000000300,RD_,BRL,267.500,2026-10-27,O,2026-10-27,CHA,R,PRI,BRL
001,100000000301,100000000301,100000000301,H,2026-10-28,2026-10-28,1,BOO,S,2026-10-28,100000000301,USD,USD,2026-10-28,347830,A,C,M,M,2026-10-28,PRINC_LIQ_AC_301,R,20392,001,2026-10-28,D,Y,R,R,R,35,36910,68035,100000000301,RD_,USD,13965.800,2026-10-28,O,2026-10-28,CHA,R,PRI,USD
002,100000000302,100000000302,100000000302,H,2026-10-29,2026-10-29,1,BOO,S,2026-10-29,100000000302,PEN,PEN,2026-10-29,375931,A,C,M,M,2026-10-29,PRINC_LIQ_AC_302,R,4194,002,2026-10-29,C,N,R,R,R,35,58862,23374,100000000302,RD_,PEN,9494.200,2026-10-29,O,2026-10-29,CHA,R,PRI,PEN
003,100000000303,100000000303,100000000303,H,2026-10-30,2026-10-30,1,BOO,S,2026-10-30,100000000303,EUR,EUR,2026-10-30,880056,A,C,M,M,2026-10-30,PRINC_LIQ_AC_303,R,21195,003,2026-10-30,D,N,R,R,R,13,56523,80841,100000000303,RD_,EUR,2708.700,2026-10-30,O,2026-10-30,CHA,R,PRI,EUR
004,100000000304,100000000304,100000000304,H,2026-10-31,2026-10-31,1,BOO,S,2026-10-31,100000000304,BRL,BRL,2026-10-31,685477,A,C,M,M,2026-10-31,PRINC_LIQ_AC_304,R,16274,004,2026-10-31,C,N,R,R,R,2,70807,88601,100000000304,RD_,BRL,14703.300,2026-10-31,O,2026-10-31,CHA,R,PRI,BRL
005,100000000305,100000000305,100000000305,H,2026-11-01,2026-11-01,1,BOO,S,2026-11-01,100000000305,USD,USD,2026-11-01,959521,A,C,M,M,2026-11-01,PRINC_LIQ_AC_305,R,6364,005,2026-11-01,D,N,R,R,R,3,98063,45325,100000000305,RD_,USD,17002.200,2026-11-01,O,2026-11-01,CHA,R,PRI,USD
006,100000000306,100000000306,100000000306,H,2026-11-02,2026-11-02,1,BOO,S,2026-11-02,100000000306,PEN,PEN,2026-11-02,223552,A,C,M,M,2026-11-02,PRINC_LIQ_AC_306,R,7078,006,2026-11-02,C,Y,R,R,R,22,61424,26109,100000000306,RD_,PEN,23490.700,2026-11-02,O,2026-11-02,CHA,R,PRI,PEN
007,100000000307,100000000307,100000000307,H,2026-11-03,2026-11-03,1,BOO,S,2026-11-03,100000000307,EUR,EUR,2026-11-03,162043,A,C,M,M,2026-11-03,PRINC_LIQ_AC_307,R,9408,007,2026-11-03,D,N,R,R,R,5,20229,85436,100000000307,RD_,EUR,1065.200,2026-11-03,O,2026-11-03,CHA,R,PRI,EUR
008,100000000308,100000000308,100000000308,H,2026-11-04,2026-11-04,1,BOO,S,2026-11-04,100000000308,BRL,BRL,2026-11-04,505177,A,C,M,M,2026-11-04,PRINC_LIQ_AC_308,R,6215,008,2026-11-04,C,N,R,R,R,8,21437,65859,100000000308,RD_,BRL,23888.400,2026-11-04,O,2026-11-04,CHA,R,PRI,BRL
009,100000000309,100000000309,100000000309,H,2026-11-05,2026-11-05,1,BOO,S,2026-11-05,100000000309,USD,USD,2026-11-05,608660,A,C,M,M,2026-11-05,PRINC_LIQ_AC_309,R,17341,009,2026-11-05,D,N,R,R,R,12,36443,30954,100000000309,RD_,USD,14475.400,2026-11-05,O,2026-11-05,CHA,R,PRI,USD
010,100000000310,100000000310,100000000310,H,2026-11-06,2026-11-06,1,BOO,S,2026-11-06,100000000310,PEN,PEN,2026-11-06,12051,A,C,M,M,2026-11-06,PRINC_LIQ_AC_310,R,20584,010,2026-11-06,C,N,R,R,R,16,57884,45075,100000000310,RD_,PEN,24598.600,2026-11-06,O,2026-11-06,CHA,R,PRI,PEN
011,100000000311,100000000311,100000000311,H,2026-11-07,2026-11-07,1,BOO,S,2026-11-07,100000000311,EUR,EUR,2026-11-07,848080,A,C,M,M,2026-11-07,PRINC_LIQ_AC_311,R,3811,011,2026-11-07,D,Y,R,R,R,30,88775,49638,100000000311,RD_,EUR,12111.700,2026-11-07,O,2026-11-07,CHA,R,PRI,EUR
012,100000000312,100000000312,100000000312,H,2026-11-08,2026-11-08,1,BOO,S,2026-11-08,100000000312,BRL,BRL,2026-11-08,434974,A,C,M,M,2026-11-08,PRINC_LIQ_AC_312,R,13897,012,2026-11-08,C,N,R,R,R,24,3708,28488,100000000312,RD_,BRL,21522.000,2026-11-08,O,2026-11-08,CHA,R,PRI,BRL
013,100000000313,100000000313,100000000313,H,2026-11-09,2026-11-09,1,BOO,S,2026-11-09,100000000313,USD,USD,2026-11-09,597497,A,C,M,M,2026-11-09,PRINC_LIQ_AC_313,R,13104,013,2026-11-09,D,N,R,R,R,23,81166,78851,100000000313,RD_,USD,2425.800,2026-11-09,O,2026-11-09,CHA,R,PRI,USD
014,100000000314,100000000314,100000000314,H,2026-11-10,2026-11-10,1,BOO,S,2026-11-10,100000000314,PEN,PEN,2026-11-10,986306,A,C,M,M,2026-11-10,PRINC_LIQ_AC_314,R,21591,014,2026-11-10,C,N,R,R,R,31,13441,40734,100000000314,RD_,PEN,18739.700,2026-11-10,O,2026-11-10,CHA,R,PRI,PEN
015,100000000315,100000000315,100000000315,H,2026-11-11,2026-11-11,1,BOO,S,2026-11-11,100000000315,EUR,EUR,2026-11-11,20434,A,C,M,M,2026-11-11,PRINC_LIQ_AC_315,R,13813,015,2026-11-11,D,N,R,R,R,21,97853,45896,100000000315,RD_,EUR,17080.500,2026-11-11,O,2026-11-11,CHA,R,PRI,EUR
016,100000000316,100000000316,100000000316,H,2026-11-12,2026-11-12,1,BOO,S,2026-11-12,100000000316,BRL,BRL,2026-11-12,22647,A,C,M,M,2026-11-12,PRINC_LIQ_AC_316,R,12048,016,2026-11-12,C,Y,R,R,R,4,81125,34007,100000000316,RD_,BRL,19204.700,2026-11-12,O,2026-11-12,CHA,R,PRI,BRL
017,100000000317,100000000317,100000000317,H,2026-11-13,2026-11-13,1,BOO,S,2026-11-13,100000000317,USD,USD,2026-11-13,682333,A,C,M,M,2026-11-13,PRINC_LIQ_AC_317,R,7204,017,2026-11-13,D,N,R,R,R,24,4984,37471,100000000317,RD_,USD,19810.300,2026-11-13,O,2026-11-13,CHA,R,PRI,USD
018,100000000318,100000000318,100000000318,H,2026-11-14,2026-11-14,1,BOO,S,2026-11-14,100000000318,PEN,PEN,2026-11-14,748136,A,C,M,M,2026-11-14,PRINC_LIQ_AC_318,R,8706,018,2026-11-14,C,N,R,R,R,12,89049,52394,100000000318,RD_,PEN,14339.800,2026-11-14,O,2026-11-14,CHA,R,PRI,PEN
019,100000000319,100000000319,100000000319,H,2026-11-15,2026-11-15,1,BOO,S,2026-11-15,100000000319,EUR,EUR,2026-11-15,409407,A,C,M,M,2026-11-15,PRINC_LIQ_AC_319,R,23174,019,2026-11-15,D,N,R,R,R,26,48120,37049,100000000319,RD_,EUR,15086.600,2026-11-15,O,2026-11-15,CHA,R,PRI,EUR
020,100000000320,100000000320,100000000320,H,2026-11-16,2026-11-16,1,BOO,S,2026-11-16,100000000320,BRL,BRL,2026-11-16,94336,A,C,M,M,2026-11-16,PRINC_LIQ_AC_320,R,14629,020,2026-11-16,C,N,R,R,R,27,33152,15578,100000000320,RD_,BRL,1890.200,2026-11-16,O,2026-11-16,CHA,R,PRI,BRL
021,100000000321,100000000321,100000000321,H,2026-11-17,2026-11-17,1,BOO,S,2026-11-17,100000000321,USD,USD,2026-11-17,36609,A,C,M,M,2026-11-17,PRINC_LIQ_AC_321,R,18680,021,2026-11-17,D,Y,R,R,R,1,51325,41516,100000000321,RD_,USD,14227.700,2026-11-17,O,2026-11-17,CHA,R,PRI,USD
022,100000000322,100000000322,100000000322,H,2026-11-18,2026-11-18,1,BOO,S,2026-11-18,100000000322,PEN,PEN,2026-11-18,411727,A,C,M,M,2026-11-18,PRINC_LIQ_AC_322,R,14272,022,2026-11-18,C,N,R,R,R,9,25155,19698,100000000322,RD_,PEN,23243.900,2026-11-18,O,2026-11-18,CHA,R,PRI,PEN
023,100000000323,100000000323,100000000323,H,2026-11-19,2026-11-19,1,BOO,S,2026-11-19,100000000323,EUR,EUR,2026-11-19,408959,A,C,M,M,2026-11-19,PRINC_LIQ_AC_323,R,13067,023,2026-11-19,D,N,R,R,R,22,61441,30756,100000000323,RD_,EUR,5717.600,2026-11-19,O,2026-11-19,CHA,R,PRI,EUR
024,100000000324,100000000324,100000000324,H,2026-11-20,2026-11-20,1,BOO,S,2026-11-20,100000000324,BRL,BRL,2026-11-20,552897,A,C,M,M,2026-11-20,PRINC_LIQ_AC_324,R,17721,024,2026-11-20,C,N,R,R,R,17,57119,16146,100000000324,RD_,BRL,15251.900,2026-11-20,O,2026-11-20,CHA,R,PRI,BRL
025,100000000325,100000000325,100000000325,H,2026-11-21,2026-11-21,1,BOO,S,2026-11-21,100000000325,USD,USD,2026-11-21,734873,A,C,M,M,2026-11-21,PRINC_LIQ_AC_325,R,4644,025,2026-11-21,D,N,R,R,R,20,410,88288,100000000325,RD_,USD,3090.900,2026-11-21,O,2026-11-21,CHA,R,PRI,USD
001,100000000326,100000000326,100000000326,H,2026-11-22,2026-11-22,1,BOO,S,2026-11-22,100000000326,PEN,PEN,2026-11-22,609205,A,C,M,M,2026-11-22,PRINC_LIQ_AC_326,R,9068,001,2026-11-22,C,Y,R,R,R,4,81515,43244,100000000326,RD_,PEN,17081.800,2026-11-22,O,2026-11-22,CHA,R,PRI,PEN
002,100000000327,100000000327,100000000327,H,2026-11-23,2026-11-23,1,BOO,S,2026-11-23,100000000327,EUR,EUR,2026-11-23,968399,A,C,M,M,2026-11-23,PRINC_LIQ_AC_327,R,5675,002,2026-11-23,D,N,R,R,R,11,20164,72795,100000000327,RD_,EUR,15024.700,2026-11-23,O,2026-11-23,CHA,R,PRI,EUR
003,100000000328,100000000328,100000000328,H,2026-11-24,2026-11-24,1,BOO,S,2026-11-24,100000000328,BRL,BRL,2026-11-24,73441,A,C,M,M,2026-11-24,PRINC_LIQ_AC_328,R,22665,003,2026-11-24,C,N,R,R,R,30,74381,61109,100000000328,RD_,BRL,639.800,2026-11-24,O,2026-11-24,CHA,R,PRI,BRL
004,100000000329,100000000329,100000000329,H,2026-11-25,2026-11-25,1,BOO,S,2026-11-25,100000000329,USD,USD,2026-11-25,924205,A,C,M,M,2026-11-25,PRINC_LIQ_AC_329,R,6208,004,2026-11-25,D,N,R,R,R,22,9260,68268,100000000329,RD_,USD,13793.300,2026-11-25,O,2026-11-25,CHA,R,PRI,USD
005,100000000330,100000000330,100000000330,H,2026-11-26,2026-11-26,1,BOO,S,2026-11-26,100000000330,PEN,PEN,2026-11-26,604886,A,C,M,M,2026-11-26,PRINC_LIQ_AC_330,R,8302,005,2026-11-26,C,N,R,R,R,22,89193,16848,100000000330,RD_,PEN,21697.200,2026-11-26,O,2026-11-26,CHA,R,PRI,PEN
006,100000000331,100000000331,100000000331,H,2026-11-27,2026-11-27,1,BOO,S,2026-11-27,100000000331,EUR,EUR,2026-11-27,801740,A,C,M,M,2026-11-27,PRINC_LIQ_AC_331,R,2227,006,2026-11-27,D,Y,R,R,R,13,49967,11496,100000000331,RD_,EUR,9357.000,2026-11-27,O,2026-11-27,CHA,R,PRI,EUR
007,100000000332,100000000332,100000000332,H,2026-11-28,2026-11-28,1,BOO,S,2026-11-28,100000000332,BRL,BRL,2026-11-28,232382,A,C,M,M,2026-11-28,PRINC_LIQ_AC_332,R,13283,007,2026-11-28,C,N,R,R,R,30,10366,39319,100000000332,RD_,BRL,18004.300,2026-11-28,O,2026-11-28,CHA,R,PRI,BRL
008,100000000333,100000000333,100000000333,H,2026-11-29,2026-11-29,1,BOO,S,2026-11-29,100000000333,USD,USD,2026-11-29,46376,A,C,M,M,2026-11-29,PRINC_LIQ_AC_333,R,14393,008,2026-11-29,D,N,R,R,R,27,21189,57635,100000000333,RD_,USD,4923.400,2026-11-29,O,2026-11-29,CHA,R,PRI,USD
009,100000000334,100000000334,100000000334,H,2026-11-30,2026-11-30,1,BOO,S,2026-11-30,100000000334,PEN,PEN,2026-11-30,773890,A,C,M,M,2026-11-30,PRINC_LIQ_AC_334,R,45580,009,2026-11-30,C,N,R,R,R,28,73621,54921,100000000334,RD_,PEN,147279.200,2026-11-30,O,2026-11-30,CHA,R,PRI,PEN
010,100000000335,100000000335,100000000335,H,2026-12-01,2026-12-01,1,BOO,S,2026-12-01,100000000335,EUR,EUR,2026-12-01,691152,A,C,M,M,2026-12-01,PRINC_LIQ_AC_335,R,24621,010,2026-12-01,D,N,R,R,R,30,72126,57580,100000000335,RD_,EUR,19513.900,2026-12-01,O,2026-12-01,CHA,R,PRI,EUR
011,100000000336,100000000336,100000000336,H,2026-12-02,2026-12-02,1,BOO,S,2026-12-02,100000000336,BRL,BRL,2026-12-02,813588,A,C,M,M,2026-12-02,PRINC_LIQ_AC_336,R,10749,011,2026-12-02,C,Y,R,R,R,26,19844,62734,100000000336,RD_,BRL,14583.200,2026-12-02,O,2026-12-02,CHA,R,PRI,BRL
012,100000000337,100000000337,100000000337,H,2026-12-03,2026-12-03,1,BOO,S,2026-12-03,100000000337,USD,USD,2026-12-03,246768,A,C,M,M,2026-12-03,PRINC_LIQ_AC_337,R,19526,012,2026-12-03,D,N,R,R,R,6,86637,59787,100000000337,RD_,USD,19050.300,2026-12-03,O,2026-12-03,CHA,R,PRI,USD
013,100000000338,100000000338,100000000338,H,2026-12-04,2026-12-04,1,BOO,S,2026-12-04,100000000338,PEN,PEN,2026-12-04,221982,A,C,M,M,2026-12-04,PRINC_LIQ_AC_338,R,21182,013,2026-12-04,C,N,R,R,R,26,5228,43266,100000000338,RD_,PEN,1563.300,2026-12-04,O,2026-12-04,CHA,R,PRI,PEN
014,100000000339,100000000339,100000000339,H,2026-12-05,2026-12-05,1,BOO,S,2026-12-05,100000000339,EUR,EUR,2026-12-05,253986,A,C,M,M,2026-12-05,PRINC_LIQ_AC_339,R,21153,014,2026-12-05,D,N,R,R,R,33,30417,28087,100000000339,RD_,EUR,13178.100,2026-12-05,O,2026-12-05,CHA,R,PRI,EUR
015,100000000340,100000000340,100000000340,H,2026-12-06,2026-12-06,1,BOO,S,2026-12-06,100000000340,BRL,BRL,2026-12-06,396260,A,C,M,M,2026-12-06,PRINC_LIQ_AC_340,R,10061,015,2026-12-06,C,N,R,R,R,34,24174,20909,100000000340,RD_,BRL,20220.800,2026-12-06,O,2026-12-06,CHA,R,PRI,BRL
016,100000000341,100000000341,100000000341,H,2026-12-07,2026-12-07,1,BOO,S,2026-12-07,100000000341,USD,USD,2026-12-07,913709,A,C,M,M,2026-12-07,PRINC_LIQ_AC_341,R,592,016,2026-12-07,D,Y,R,R,R,22,98333,80660,100000000341,RD_,USD,23896.800,2026-12-07,O,2026-12-07,CHA,R,PRI,USD
017,100000000342,100000000342,100000000342,H,2026-12-08,2026-12-08,1,BOO,S,2026-12-08,100000000342,PEN,PEN,2026-12-08,795019,A,C,M,M,2026-12-08,PRINC_LIQ_AC_342,R,16913,017,2026-12-08,C,N,R,R,R,25,86747,23348,100000000342,RD_,PEN,12795.300,2026-12-08,O,2026-12-08,CHA,R,PRI,PEN
018,100000000343,100000000343,100000000343,H,2026-12-09,2026-12-09,1,BOO,S,2026-12-09,100000000343,EUR,EUR,2026-12-09,233591,A,C,M,M,2026-12-09,PRINC_LIQ_AC_343,R,6030,018,2026-12-09,D,N,R,R,R,34,2883,6390,100000000343,RD_,EUR,24442.300,2026-12-09,O,2026-12-09,CHA,R,PRI,EUR
019,100000000344,100000000344,100000000344,H,2026-12-10,2026-12-10,1,BOO,S,2026-12-10,100000000344,BRL,BRL,2026-12-10,620122,A,C,M,M,2026-12-10,PRINC_LIQ_AC_344,R,15568,019,2026-12-10,C,N,R,R,R,14,14053,37214,100000000344,RD_,BRL,10278.500,2026-12-10,O,2026-12-10,CHA,R,PRI,BRL
020,100000000345,100000000345,100000000345,H,2026-12-11,2026-12-11,1,BOO,S,2026-12-11,100000000345,USD,USD,2026-12-11,966156,A,C,M,M,2026-12-11,PRINC_LIQ_AC_345,R,16835,020,2026-12-11,D,N,R,R,R,6,36412,77882,100000000345,RD_,USD,3002.300,2026-12-11,O,2026-12-11,CHA,R,PRI,USD
021,100000000346,100000000346,100000000346,H,2026-12-12,2026-12-12,1,BOO,S,2026-12-12,100000000346,PEN,PEN,2026-12-12,140919,A,C,M,M,2026-12-12,PRINC_LIQ_AC_346,R,20992,021,2026-12-12,C,Y,R,R,R,7,14928,77564,100000000346,RD_,PEN,10516.600,2026-12-12,O,2026-12-12,CHA,R,PRI,PEN
022,100000000347,100000000347,100000000347,H,2026-12-13,2026-12-13,1,BOO,S,2026-12-13,100000000347,EUR,EUR,2026-12-13,993260,A,C,M,M,2026-12-13,PRINC_LIQ_AC_347,R,1337,022,2026-12-13,D,N,R,R,R,25,53201,57315,100000000347,RD_,EUR,1412.400,2026-12-13,O,2026-12-13,CHA,R,PRI,EUR
023,100000000348,100000000348,100000000348,H,2026-12-14,2026-12-14,1,BOO,S,2026-12-14,100000000348,BRL,BRL,2026-12-14,407908,A,C,M,M,2026-12-14,PRINC_LIQ_AC_348,R,16840,023,2026-12-14,C,N,R,R,R,35,87773,64102,100000000348,RD_,BRL,20441.700,2026-12-14,O,2026-12-14,CHA,R,PRI,BRL
024,100000000349,100000000349,100000000349,H,2026-12-15,2026-12-15,1,BOO,S,2026-12-15,100000000349,USD,USD,2026-12-15,495364,A,C,M,M,2026-12-15,PRINC_LIQ_AC_349,R,17322,024,2026-12-15,D,N,R,R,R,26,61534,57971,100000000349,RD_,USD,11445.600,2026-12-15,O,2026-12-15,CHA,R,PRI,USD
025,100000000350,100000000350,100000000350,H,2026-12-16,2026-12-16,1,BOO,S,2026-12-16,100000000350,PEN,PEN,2026-12-16,59522,A,C,M,M,2026-12-16,PRINC_LIQ_AC_350,R,9650,025,2026-12-16,C,N,R,R,R,20,75270,59322,100000000350,RD_,PEN,24755.000,2026-12-16,O,2026-12-16,CHA,R,PRI,PEN
001,100000000351,100000000351,100000000351,H,2026-12-17,2026-12-17,1,BOO,S,2026-12-17,100000000351,EUR,EUR,2026-12-17,545963,A,C,M,M,2026-12-17,PRINC_LIQ_AC_351,R,17278,001,2026-12-17,D,Y,R,R,R,13,34001,27458,100000000351,RD_,EUR,22865.100,2026-12-17,O,2026-12-17,CHA,R,PRI,EUR
002,100000000352,100000000352,100000000352,H,2026-12-18,2026-12-18,1,BOO,S,2026-12-18,100000000352,BRL,BRL,2026-12-18,877217,A,C,M,M,2026-12-18,PRINC_LIQ_AC_352,R,20629,002,2026-12-18,C,N,R,R,R,5,6232,84098,100000000352,RD_,BRL,5234.900,2026-12-18,O,2026-12-18,CHA,R,PRI,BRL
003,100000000353,100000000353,100000000353,H,2026-12-19,2026-12-19,1,BOO,S,2026-12-19,100000000353,USD,USD,2026-12-19,773458,A,C,M,M,2026-12-19,PRINC_LIQ_AC_353,R,22204,003,2026-12-19,D,N,R,R,R,29,14598,41665,100000000353,RD_,USD,14832.500,2026-12-19,O,2026-12-19,CHA,R,PRI,USD
004,100000000354,100000000354,100000000354,H,2026-12-20,2026-12-20,1,BOO,S,2026-12-20,100000000354,PEN,PEN,2026-12-20,751887,A,C,M,M,2026-12-20,PRINC_LIQ_AC_354,R,22843,004,2026-12-20,C,N,R,R,R,25,22310,91425,100000000354,RD_,PEN,22583.900,2026-12-20,O,2026-12-20,CHA,R,PRI,PEN
005,100000000355,100000000355,100000000355,H,2026-12-21,2026-12-21,1,BOO,S,2026-12-21,100000000355,EUR,EUR,2026-12-21,915368,A,C,M,M,2026-12-21,PRINC_LIQ_AC_355,R,10326,005,2026-12-21,D,N,R,R,R,31,64962,74517,100000000355,RD_,EUR,6728.500,2026-12-21,O,2026-12-21,CHA,R,PRI,EUR
006,100000000356,100000000356,100000000356,H,2026-12-22,2026-12-22,1,BOO,S,2026-12-22,100000000356,BRL,BRL,2026-12-22,888246,A,C,M,M,2026-12-22,PRINC_LIQ_AC_356,R,13395,006,2026-12-22,C,Y,R,R,R,19,36646,68933,100000000356,RD_,BRL,16008.300,2026-12-22,O,2026-12-22,CHA,R,PRI,BRL
007,100000000357,100000000357,100000000357,H,2026-12-23,2026-12-23,1,BOO,S,2026-12-23,100000000357,USD,USD,2026-12-23,916425,A,C,M,M,2026-12-23,PRINC_LIQ_AC_357,R,14484,007,2026-12-23,D,N,R,R,R,14,30449,26862,100000000357,RD_,USD,18147.200,2026-12-23,O,2026-12-23,CHA,R,PRI,USD
008,100000000358,100000000358,100000000358,H,2026-12-24,2026-12-24,1,BOO,S,2026-12-24,100000000358,PEN,PEN,2026-12-24,348884,A,C,M,M,2026-12-24,PRINC_LIQ_AC_358,R,11522,008,2026-12-24,C,N,R,R,R,15,5114,52467,100000000358,RD_,PEN,20609.000,2026-12-24,O,2026-12-24,CHA,R,PRI,PEN
009,100000000359,100000000359,100000000359,H,2026-12-25,2026-12-25,1,BOO,S,2026-12-25,100000000359,EUR,EUR,2026-12-25,551664,A,C,M,M,2026-12-25,PRINC_LIQ_AC_359,R,13400,009,2026-12-25,D,N,R,R,R,26,68721,34231,100000000359,RD_,EUR,4945.400,2026-12-25,O,2026-12-25,CHA,R,PRI,EUR
010,100000000360,100000000360,100000000360,H,2026-12-26,2026-12-26,1,BOO,S,2026-12-26,100000000360,BRL,BRL,2026-12-26,868977,A,C,M,M,2026-12-26,PRINC_LIQ_AC_360,R,3042,010,2026-12-26,C,N,R,R,R,29,75664,77002,100000000360,RD_,BRL,6817.900,2026-12-26,O,2026-12-26,CHA,R,PRI,BRL
011,100000000361,100000000361,100000000361,H,2026-12-27,2026-12-27,1,BOO,S,2026-12-27,100000000361,USD,USD,2026-12-27,264046,A,C,M,M,2026-12-27,PRINC_LIQ_AC_361,R,21418,011,2026-12-27,D,Y,R,R,R,27,20656,17864,100000000361,RD_,USD,20105.800,2026-12-27,O,2026-12-27,CHA,R,PRI,USD
012,100000000362,100000000362,100000000362,H,2026-12-28,2026-12-28,1,BOO,S,2026-12-28,100000000362,PEN,PEN,2026-12-28,649867,A,C,M,M,2026-12-28,PRINC_LIQ_AC_362,R,4788,012,2026-12-28,C,N,R,R,R,3,68810,84469,100000000362,RD_,PEN,19765.900,2026-12-28,O,2026-12-28,CHA,R,PRI,PEN
013,100000000363,100000000363,100000000363,H,2026-12-29,2026-12-29,1,BOO,S,2026-12-29,100000000363,EUR,EUR,2026-12-29,976478,A,C,M,M,2026-12-29,PRINC_LIQ_AC_363,R,11988,013,2026-12-29,D,N,R,R,R,8,16990,74927,100000000363,RD_,EUR,16650.100,2026-12-29,O,2026-12-29,CHA,R,PRI,EUR
014,100000000364,100000000364,100000000364,H,2026-12-30,2026-12-30,1,BOO,S,2026-12-30,100000000364,BRL,BRL,2026-12-30,220267,A,C,M,M,2026-12-30,PRINC_LIQ_AC_364,R,8110,014,2026-12-30,C,N,R,R,R,14,49716,70186,100000000364,RD_,BRL,8044.000,2026-12-30,O,2026-12-30,CHA,R,PRI,BRL
015,100000000365,100000000365,100000000365,H,2026-12-31,2026-12-31,1,BOO,S,2026-12-31,100000000365,USD,USD,2026-12-31,575542,A,C,M,M,2026-12-31,PRINC_LIQ_AC_365,R,6486,015,2026-12-31,D,N,R,R,R,13,18118,45098,100000000365,RD_,USD,4793.900,2026-12-31,O,2026-12-31,CHA,R,PRI,USD
016,100000000366,100000000366,100000000366,H,2026-01-01,2026-01-01,1,BOO,S,2026-01-01,100000000366,PEN,PEN,2026-01-01,831592,A,C,M,M,2026-01-01,PRINC_LIQ_AC_366,R,2070,016,2026-01-01,C,Y,R,R,R,28,86915,89163,100000000366,RD_,PEN,7149.600,2026-01-01,O,2026-01-01,CHA,R,PRI,PEN
017,100000000367,100000000367,100000000367,H,2026-01-02,2026-01-02,1,BOO,S,2026-01-02,100000000367,EUR,EUR,2026-01-02,318445,A,C,M,M,2026-01-02,PRINC_LIQ_AC_367,R,3748,017,2026-01-02,D,N,R,R,R,29,5870,43540,100000000367,RD_,EUR,22275.000,2026-01-02,O,2026-01-02,CHA,R,PRI,EUR
