BRN,ACC,PROD,SC_MAP_DT,GC_MAP_DT,LAST_CALC_DT,LAST_LIQ_DT,NEXT_LIQ_DT,LAST_ACCR_DT,NEXT_ACCR_DT,LAST_SCHD_LIQ_DT,INC_MTH,NEXT_SCHD_LIQ_DT,FIRST_CALC_DT,NEXT_SCHD_ACCR_DT,PROD_TYPE,HAS_ACCR,NEXT_CALC_DT,PROD_ACCR,HAS_PROBLEMS,BKVAL_RECALC_FLAG,BKVAL_MINCALC_DATE,STOP_IC,FIRST_FIRST_CALC_DATE,NEXT_EVENT_DT,CCY,ACLASS,PROCESS,MIS_REFERENCE,DEPOSIT,IMAT_PROBLEMS,DEFER_LIQ_DT,TAX_PRODUCT,HAS_IADJ
004,100000000079,PROD,2026-03-20,2026-03-20,2026-03-20,2026-03-20,2026-03-20,2026-03-20,2026-03-20,2026-03-20,I,2026-03-20,2026-03-20,2026-03-20,P,1,2026-03-20,1,H,N,2026-03-20,S,2026-03-20,2026-03-20,EUR,ACLASS,12,MIS_REFERENCE_79,D,I,2026-03-20,S,H
005,100000000080,PROD,2026-03-21,2026-03-21,2026-03-21,2026-03-21,2026-03-21,2026-03-21,2026-03-21,2026-03-21,I,2026-03-21,2026-03-21,2026-03-21,P,1,2026-03-21,1,H,N,2026-03-21,S,2026-03-21,2026-03-21,BRL,ACLASS,85,MIS_REFERENCE_80,D,I,2026-03-21,C,H
006,100000000081,PROD,2026-03-22,2026-03-22,2026-03-22,2026-03-22,2026-03-22,2026-03-22,2026-03-22,2026-03-22,I,2026-03-22,2026-03-22,2026-03-22,P,1,2026-03-22,1,H,Y,2026-03-22,S,2026-03-22,2026-03-22,USD,ACLASS,26,MIS_REFERENCE_81,D,I,2026-03-22,L,H
007,100000000082,PROD,2026-03-23,2026-03-23,2026-03-23,2026-03-23,2026-03-23,2026-03-23,2026-03-23,2026-03-23,I,2026-03-23,2026-03-23,2026-03-23,P,1,2026-03-23,1,H,N,2026-03-23,S,2026-03-23,2026-03-23,PEN,ACLASS,48,MIS_REFERENCE_82,D,I,2026-03-23,T,H
008,100000000083,PROD,2026-03-24,2026-03-24,2026-03-24,2026-03-24,2026-03-24,2026-03-24,2026-03-24,2026-03-24,I,2026-03-24,2026-03-24,2026-03-24,P,1,2026-03-24,1,H,N,2026-03-24,S,2026-03-24,2026-03-24,EUR,ACLASS,31,MIS_REFERENCE_83,D,I,2026-03-24,C,H
009,100000000084,PROD,2026-03-25,2026-03-25,2026-03-25,2026-03-25,2026-03-25,2026-03-25,2026-03-25,2026-03-25,I,2026-03-25,2026-03-25,2026-03-25,P,1,2026-03-25,1,H,N,2026-03-25,S,2026-03-25,2026-03-25,BRL,ACLASS,5,MIS_REFERENCE_84,D,I,2026-03-25,C,H
010,100000000085,PROD,2026-03-26,2026-03-26,2026-03-26,2026-03-26,2026-03-26,2026-03-26,2026-03-26,2026-03-26,I,2026-03-26,2026-03-26,2026-03-26,P,1,2026-03-26,1,H,N,2026-03-26,S,2026-03-26,2026-03-26,USD,ACLASS,36,MIS_REFERENCE_85,D,I,2026-03-26,S,H
011,100000000086,PROD,2026-03-27,2026-03-27,2026-03-27,2026-03-27,2026-03-27,2026-03-27,2026-03-27,2026-03-27,I,2026-03-27,2026-03-27,2026-03-27,P,1,2026-03-27,1,H,Y,2026-03-27,S,2026-03-27,2026-03-27,PEN,ACLASS,9,MIS_REFERENCE_86,D,I,2026-03-27,C,H
012,100000000087,PROD,2026-03-28,2026-03-28,2026-03-28,2026-03-28,2026-03-28,2026-03-28,2026-03-28,2026-03-28,I,2026-03-28,2026-03-28,2026-03-28,P,1,2026-03-28,1,H,N,2026-03-28,S,2026-03-28,2026-03-28,EUR,ACLASS,94,MIS_REFERENCE_87,D,I,2026-03-28,L,H
013,100000000088,PROD,2026-03-29,2026-03-29,2026-03-29,2026-03-29,2026-03-29,2026-03-29,2026-03-29,2026-03-29,I,2026-03-29,2026-03-29,2026-03-29,P,1,2026-03-29,1,H,N,2026-03-29,S,2026-03-29,2026-03-29,BRL,ACLASS,56,MIS_REFERENCE_88,D,I,2026-03-29,T,H
014,100000000089,PROD,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2026-03-30,2026-03-30,I,2026-03-30,2026-03-30,2026-03-30,P,1,2026-03-30,1,H,N,2026-03-30,S,2026-03-30,2026-03-30,USD,ACLASS,57,MIS_REFERENCE_89,D,I,2026-03-30,C,H
015,100000000090,PROD,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,I,2026-03-31,2026-03-31,2026-03-31,P,1,2026-03-31,1,H,N,2026-03-31,S,2026-03-31,2026-03-31,PEN,ACLASS,78,MIS_REFERENCE_90,D,I,2026-03-31,C,H
016,100000000091,PROD,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2026-04-01,I,2026-04-01,2026-04-01,2026-04-01,P,1,2026-04-01,1,H,Y,2026-04-01,S,2026-04-01,2026-04-01,EUR,ACLASS,45,MIS_REFERENCE_91,D,I,2026-04-01,S,H
017,100000000092,PROD,2026-04-02,2026-04-02,2026-04-02,2026-04-02,2026-04-02,2026-04-02,2026-04-02,2026-04-02,I,2026-04-02,2026-04-02,2026-04-02,P,1,2026-04-02,1,H,N,2026-04-02,S,2026-04-02,2026-04-02,BRL,ACLASS,12,MIS_REFERENCE_92,D,I,2026-04-02,C,H
018,100000000093,PROD,2026-04-03,2026-04-03,2026-04-03,2026-04-03,2026-04-03,2026-04-03,2026-04-03,2026-04-03,I,2026-04-03,2026-04-03,2026-04-03,P,1,2026-04-03,1,H,N,2026-04-03,S,2026-04-03,2026-04-03,USD,ACLASS,87,MIS_REFERENCE_93,D,I,2026-04-03,L,H
019,100000000094,PROD,2026-04-04,2026-04-04,2026-04-04,2026-04-04,2026-04-04,2026-04-04,2026-04-04,2026-04-04,I,2026-04-04,2026-04-04,2026-04-04,P,1,2026-04-04,1,H,N,2026-04-04,S,2026-04-04,2026-04-04,PEN,ACLASS,52,MIS_REFERENCE_94,D,I,2026-04-04,T,H
020,100000000095,PROD,2026-04-05,2026-04-05,2026-04-05,2026-04-05,2026-04-05,2026-04-05,2026-04-05,2026-04-05,I,2026-04-05,2026-04-05,2026-04-05,P,1,2026-04-05,1,H,N,2026-04-05,S,2026-04-05,2026-04-05,EUR,ACLASS,35,MIS_REFERENCE_95,D,I,2026-04-05,C,H
021,100000000096,PROD,2026-04-06,2026-04-06,2026-04-06,2026-04-06,2026-04-06,2026-04-06,2026-04-06,2026-04-06,I,2026-04-06,2026-04-06,2026-04-06,P,1,2026-04-06,1,H,Y,2026-04-06,S,2026-04-06,2026-04-06,BRL,ACLASS,52,MIS_REFERENCE_96,D,I,2026-04-06,C,H
022,100000000097,PROD,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2026-04-07,I,2026-04-07,2026-04-07,2026-04-07,P,1,2026-04-07,1,H,N,2026-04-07,S,2026-04-07,2026-04-07,USD,ACLASS,89,MIS_REFERENCE_97,D,I,2026-04-07,S,H
023,100000000098,PROD,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2026-04-08,I,2026-04-08,2026-04-08,2026-04-08,P,1,2026-04-08,1,H,N,2026-04-08,S,2026-04-08,2026-04-08,PEN,ACLASS,36,MIS_REFERENCE_98,D,I,2026-04-08,C,H
024,100000000099,PROD,2026-04-09,2026-04-09,2026-04-09,2026-04-09,2026-04-09,2026-04-09,2026-04-09,2026-04-09,I,2026-04-09,2026-04-09,2026-04-09,P,1,2026-04-09,1,H,N,2026-04-09,S,2026-04-09,2026-04-09,EUR,ACLASS,81,MIS_REFERENCE_99,D,I,2026-04-09,L,H
025,100000000100,PROD,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2026-04-10,I,2026-04-10,2026-04-10,2026-04-10,P,1,2026-04-10,1,H,N,2026-04-10,S,2026-04-10,2026-04-10,BRL,ACLASS,83,MIS_REFERENCE_10,D,I,2026-04-10,T,H
001,100000000101,PROD,2026-04-11,2026-04-11,2026-04-11,2026-04-11,2026-04-11,2026-04-11,2026-04-11,2026-04-11,I,2026-04-11,2026-04-11,2026-04-11,P,1,2026-04-11,1,H,Y,2026-04-11,S,2026-04-11,2026-04-11,USD,ACLASS,45,MIS_REFERENCE_10,D,I,2026-04-11,C,H
002,100000000102,PROD,2026-04-12,2026-04-12,2026-04-12,2026-04-12,2026-04-12,2026-04-12,2026-04-12,2026-04-12,I,2026-04-12,2026-04-12,2026-04-12,P,1,2026-04-12,1,H,N,2026-04-12,S,2026-04-12,2026-04-12,PEN,ACLASS,67,MIS_REFERENCE_10,D,I,2026-04-12,C,H
003,100000000103,PROD,2026-04-13,2026-04-13,2026-04-13,2026-04-13,2026-04-13,2026-04-13,2026-04-13,2026-04-13,I,2026-04-13,2026-04-13,2026-04-13,P,1,2026-04-13,1,H,N,2026-04-13,S,2026-04-13,2026-04-13,EUR,ACLASS,76,MIS_REFERENCE_10,D,I,2026-04-13,S,H
004,100000000104,PROD,2026-04-14,2026-04-14,2026-04-14,2026-04-14,2026-04-14,2026-04-14,2026-04-14,2026-04-14,I,2026-04-14,2026-04-14,2026-04-14,P,1,2026-04-14,1,H,N,2026-04-14,S,2026-04-14,2026-04-14,BRL,ACLASS,3,MIS_REFERENCE_10,D,I,2026-04-14,C,H
005,100000000105,PROD,2026-04-15,2026-04-15,2026-04-15,2026-04-15,2026-04-15,2026-04-15,2026-04-15,2026-04-15,I,2026-04-15,2026-04-15,2026-04-15,P,1,2026-04-15,1,H,N,2026-04-15,S,2026-04-15,2026-04-15,USD,ACLASS,92,MIS_REFERENCE_10,D,I,2026-04-15,L,H
006,100000000106,PROD,2026-04-16,2026-04-16,2026-04-16,2026-04-16,2026-04-16,2026-04-16,2026-04-16,2026-04-16,I,2026-04-16,2026-04-16,2026-04-16,P,1,2026-04-16,1,H,Y,2026-04-16,S,2026-04-16,2026-04-16,PEN,ACLASS,20,MIS_REFERENCE_10,D,I,2026-04-16,T,H
007,100000000107,PROD,2026-04-17,2026-04-17,2026-04-17,2026-04-17,2026-04-17,2026-04-17,2026-04-17,2026-04-17,I,2026-04-17,2026-04-17,2026-04-17,P,1,2026-04-17,1,H,N,2026-04-17,S,2026-04-17,2026-04-17,EUR,ACLASS,62,MIS_REFERENCE_10,D,I,2026-04-17,C,H
008,100000000108,PROD,2026-04-18,2026-04-18,2026-04-18,2026-04-18,2026-04-18,2026-04-18,2026-04-18,2026-04-18,I,2026-04-18,2026-04-18,2026-04-18,P,1,2026-04-18,1,H,N,2026-04-18,S,2026-04-18,2026-04-18,BRL,ACLASS,97,MIS_REFERENCE_10,D,I,2026-04-18,C,H
009,100000000109,PROD,2026-04-19,2026-04-19,2026-04-19,2026-04-19,2026-04-19,2026-04-19,2026-04-19,2026-04-19,I,2026-04-19,2026-04-19,2026-04-19,P,1,2026-04-19,1,H,N,2026-04-19,S,2026-04-19,2026-04-19,USD,ACLASS,36,MIS_REFERENCE_10,D,I,2026-04-19,S,H
010,100000000110,PROD,2026-04-20,2026-04-20,2026-04-20,2026-04-20,2026-04-20,2026-04-20,2026-04-20,2026-04-20,I,2026-04-20,2026-04-20,2026-04-20,P,1,2026-04-20,1,H,N,2026-04-20,S,2026-04-20,2026-04-20,PEN,ACLASS,12,MIS_REFERENCE_11,D,I,2026-04-20,C,H
011,100000000111,PROD,2026-04-21,2026-04-21,2026-04-21,2026-04-21,2026-04-21,2026-04-21,2026-04-21,2026-04-21,I,2026-04-21,2026-04-21,2026-04-21,P,1,2026-04-21,1,H,Y,2026-04-21,S,2026-04-21,2026-04-21,EUR,ACLASS,46,MIS_REFERENCE_11,D,I,2026-04-21,L,H
012,100000000112,PROD,2026-04-22,2026-04-22,2026-04-22,2026-04-22,2026-04-22,2026-04-22,2026-04-22,2026-04-22,I,2026-04-22,2026-04-22,2026-04-22,P,1,2026-04-22,1,H,N,2026-04-22,S,2026-04-22,2026-04-22,BRL,ACLASS,87,MIS_REFERENCE_11,D,I,2026-04-22,T,H
013,100000000113,PROD,2026-04-23,2026-04-23,2026-04-23,2026-04-23,2026-04-23,2026-04-23,2026-04-23,2026-04-23,I,2026-04-23,2026-04-23,2026-04-23,P,1,2026-04-23,1,H,N,2026-04-23,S,2026-04-23,2026-04-23,USD,ACLASS,82,MIS_REFERENCE_11,D,I,2026-04-23,C,H
014,100000000114,PROD,2026-04-24,2026-04-24,2026-04-24,2026-04-24,2026-04-24,2026-04-24,2026-04-24,2026-04-24,I,2026-04-24,2026-04-24,2026-04-24,P,1,2026-04-24,1,H,N,2026-04-24,S,2026-04-24,2026-04-24,PEN,ACLASS,56,MIS_REFERENCE_11,D,I,2026-04-24,C,H
015,100000000115,PROD,2026-04-25,2026-04-25,2026-04-25,2026-04-25,2026-04-25,2026-04-25,2026-04-25,2026-04-25,I,2026-04-25,2026-04-25,2026-04-25,P,1,2026-04-25,1,H,N,2026-04-25,S,2026-04-25,2026-04-25,EUR,ACLASS,0,MIS_REFERENCE_11,D,I,2026-04-25,S,H
016,100000000116,PROD,2026-04-26,2026-04-26,2026-04-26,2026-04-26,2026-04-26,2026-04-26,2026-04-26,2026-04-26,I,2026-04-26,2026-04-26,2026-04-26,P,1,2026-04-26,1,H,Y,2026-04-26,S,2026-04-26,2026-04-26,BRL,ACLASS,94,MIS_REFERENCE_11,D,I,2026-04-26,C,H
017,100000000117,PROD,2026-04-27,2026-04-27,2026-04-27,2026-04-27,2026-04-27,2026-04-27,2026-04-27,2026-04-27,I,2026-04-27,2026-04-27,2026-04-27,P,1,2026-04-27,1,H,N,2026-04-27,S,2026-04-27,2026-04-27,USD,ACLASS,33,MIS_REFERENCE_11,D,I,2026-04-27,L,H
018,100000000118,PROD,2026-04-28,2026-04-28,2026-04-28,2026-04-28,2026-04-28,2026-04-28,2026-04-28,2026-04-28,I,2026-04-28,2026-04-28,2026-04-28,P,1,2026-04-28,1,H,N,2026-04-28,S,2026-04-28,2026-04-28,PEN,ACLASS,24,MIS_REFERENCE_11,D,I,2026-04-28,T,H
019,100000000119,PROD,2026-04-29,2026-04-29,2026-04-29,2026-04-29,2026-04-29,2026-04-29,2026-04-29,2026-04-29,I,2026-04-29,2026-04-29,2026-04-29,P,1,2026-04-29,1,H,N,2026-04-29,S,2026-04-29,2026-04-29,EUR,ACLASS,60,MIS_REFERENCE_11,D,I,2026-04-29,C,H
020,100000000120,PROD,2026-04-30,2026-04-30,2026-04-30,2026-04-30,2026-04-30,2026-04-30,2026-04-30,2026-04-30,I,2026-04-30,2026-04-30,2026-04-30,P,1,2026-04-30,1,H,N,2026-04-30,S,2026-04-30,2026-04-30,BRL,ACLASS,74,MIS_REFERENCE_12,D,I,2026-04-30,C,H
021,100000000121,PROD,2026-05-01,2026-05-01,2026-05-01,2026-05-01,2026-05-01,2026-05-01,2026-05-01,2026-05-01,I,2026-05-01,2026-05-01,2026-05-01,P,1,2026-05-01,1,H,Y,2026-05-01,S,2026-05-01,2026-05-01,USD,ACLASS,26,MIS_REFERENCE_12,D,I,2026-05-01,S,H
022,100000000122,PROD,2026-05-02,2026-05-02,2026-05-02,2026-05-02,2026-05-02,2026-05-02,2026-05-02,2026-05-02,I,2026-05-02,2026-05-02,2026-05-02,P,1,2026-05-02,1,H,N,2026-05-02,S,2026-05-02,2026-05-02,PEN,ACLASS,71,MIS_REFERENCE_12,D,I,2026-05-02,C,H
023,100000000123,PROD,2026-05-03,2026-05-03,2026-05-03,2026-05-03,2026-05-03,2026-05-03,2026-05-03,2026-05-03,I,2026-05-03,2026-05-03,2026-05-03,P,1,2026-05-03,1,H,N,2026-05-03,S,2026-05-03,2026-05-03,EUR,ACLASS,8,MIS_REFERENCE_12,D,I,2026-05-03,L,H
024,100000000124,PROD,2026-05-04,2026-05-04,2026-05-04,2026-05-04,2026-05-04,2026-05-04,2026-05-04,2026-05-04,I,2026-05-04,2026-05-04,2026-05-04,P,1,2026-05-04,1,H,N,2026-05-04,S,2026-05-04,2026-05-04,BRL,ACLASS,6,MIS_REFERENCE_12,D,I,2026-05-04,T,H
025,100000000125,PROD,2026-05-05,2026-05-05,2026-05-05,2026-05-05,2026-05-05,2026-05-05,2026-05-05,2026-05-05,I,2026-05-05,2026-05-05,2026-05-05,P,1,2026-05-05,1,H,N,2026-05-05,S,2026-05-05,2026-05-05,USD,ACLASS,73,MIS_REFERENCE_12,D,I,2026-05-05,C,H
001,100000000126,PROD,2026-05-06,2026-05-06,2026-05-06,2026-05-06,2026-05-06,2026-05-06,2026-05-06,2026-05-06,I,2026-05-06,2026-05-06,2026-05-06,P,1,2026-05-06,1,H,Y,2026-05-06,S,2026-05-06,2026-05-06,PEN,ACLASS,65,MIS_REFERENCE_12,D,I,2026-05-06,C,H
002,100000000127,PROD,2026-05-07,2026-05-07,2026-05-07,2026-05-07,2026-05-07,2026-05-07,2026-05-07,2026-05-07,I,2026-05-07,2026-05-07,2026-05-07,P,1,2026-05-07,1,H,N,2026-05-07,S,2026-05-07,2026-05-07,EUR,ACLASS,90,MIS_REFERENCE_12,D,I,2026-05-07,S,H
003,100000000128,PROD,2026-05-08,2026-05-08,2026-05-08,2026-05-08,2026-05-08,2026-05-08,2026-05-08,2026-05-08,I,2026-05-08,2026-05-08,2026-05-08,P,1,2026-05-08,1,H,N,2026-05-08,S,2026-05-08,2026-05-08,BRL,ACLASS,59,MIS_REFERENCE_12,D,I,2026-05-08,C,H
004,100000000129,PROD,2026-05-09,2026-05-09,2026-05-09,2026-05-09,2026-05-09,2026-05-09,2026-05-09,2026-05-09,I,2026-05-09,2026-05-09,2026-05-09,P,1,2026-05-09,1,H,N,2026-05-09,S,2026-05-09,2026-05-09,USD,ACLASS,69,MIS_REFERENCE_12,D,I,2026-05-09,L,H
005,100000000130,PROD,2026-05-10,2026-05-10,2026-05-10,2026-05-10,2026-05-10,2026-05-10,2026-05-10,2026-05-10,I,2026-05-10,2026-05-10,2026-05-10,P,1,2026-05-10,1,H,N,2026-05-10,S,2026-05-10,2026-05-10,PEN,ACLASS,8,MIS_REFERENCE_13,D,I,2026-05-10,T,H
006,100000000131,PROD,2026-05-11,2026-05-11,2026-05-11,2026-05-11,2026-05-11,2026-05-11,2026-05-11,2026-05-11,I,2026-05-11,2026-05-11,2026-05-11,P,1,2026-05-11,1,H,Y,2026-05-11,S,2026-05-11,2026-05-11,EUR,ACLASS,75,MIS_REFERENCE_13,D,I,2026-05-11,C,H
007,100000000132,PROD,2026-05-12,2026-05-12,2026-05-12,2026-05-12,2026-05-12,2026-05-12,2026-05-12,2026-05-12,I,2026-05-12,2026-05-12,2026-05-12,P,1,2026-05-12,1,H,N,2026-05-12,S,2026-05-12,2026-05-12,BRL,ACLASS,33,MIS_REFERENCE_13,D,I,2026-05-12,C,H
008,100000000133,PROD,2026-05-13,2026-05-13,2026-05-13,2026-05-13,2026-05-13,2026-05-13,2026-05-13,2026-05-13,I,2026-05-13,2026-05-13,2026-05-13,P,1,2026-05-13,1,H,N,2026-05-13,S,2026-05-13,2026-05-13,USD,ACLASS,17,MIS_REFERENCE_13,D,I,2026-05-13,S,H
009,100000000134,PROD,2026-05-14,2026-05-14,2026-05-14,2026-05-14,2026-05-14,2026-05-14,2026-05-14,2026-05-14,I,2026-05-14,2026-05-14,2026-05-14,P,1,2026-05-14,1,H,N,2026-05-14,S,2026-05-14,2026-05-14,PEN,ACLASS,88,MIS_REFERENCE_13,D,I,2026-05-14,C,H
010,100000000135,PROD,2026-05-15,2026-05-15,2026-05-15,2026-05-15,2026-05-15,2026-05-15,2026-05-15,2026-05-15,I,2026-05-15,2026-05-15,2026-05-15,P,1,2026-05-15,1,H,N,2026-05-15,S,2026-05-15,2026-05-15,EUR,ACLASS,22,MIS_REFERENCE_13,D,I,2026-05-15,L,H
011,100000000136,PROD,2026-05-16,2026-05-16,2026-05-16,2026-05-16,2026-05-16,2026-05-16,2026-05-16,2026-05-16,I,2026-05-16,2026-05-16,2026-05-16,P,1,2026-05-16,1,H,Y,2026-05-16,S,2026-05-16,2026-05-16,BRL,ACLASS,79,MIS_REFERENCE_13,D,I,2026-05-16,T,H
012,100000000137,PROD,2026-05-17,2026-05-17,2026-05-17,2026-05-17,2026-05-17,2026-05-17,2026-05-17,2026-05-17,I,2026-05-17,2026-05-17,2026-05-17,P,1,2026-05-17,1,H,N,2026-05-17,S,2026-05-17,2026-05-17,USD,ACLASS,83,MIS_REFERENCE_13,D,I,2026-05-17,C,H
013,100000000138,PROD,2026-05-18,2026-05-18,2026-05-18,2026-05-18,2026-05-18,2026-05-18,2026-05-18,2026-05-18,I,2026-05-18,2026-05-18,2026-05-18,P,1,2026-05-18,1,H,N,2026-05-18,S,2026-05-18,2026-05-18,PEN,ACLASS,55,MIS_REFERENCE_13,D,I,2026-05-18,C,H
014,100000000139,PROD,2026-05-19,2026-05-19,2026-05-19,2026-05-19,2026-05-19,2026-05-19,2026-05-19,2026-05-19,I,2026-05-19,2026-05-19,2026-05-19,P,1,2026-05-19,1,H,N,2026-05-19,S,2026-05-19,2026-05-19,EUR,ACLASS,28,MIS_REFERENCE_13,D,I,2026-05-19,S,H
015,100000000140,PROD,2026-05-20,2026-05-20,2026-05-20,2026-05-20,2026-05-20,2026-05-20,2026-05-20,2026-05-20,I,2026-05-20,2026-05-20,2026-05-20,P,1,2026-05-20,1,H,N,2026-05-20,S,2026-05-20,2026-05-20,BRL,ACLASS,80,MIS_REFERENCE_14,D,I,2026-05-20,C,H
016,100000000141,PROD,2026-05-21,2026-05-21,2026-05-21,2026-05-21,2026-05-21,2026-05-21,2026-05-21,2026-05-21,I,2026-05-21,2026-05-21,2026-05-21,P,1,2026-05-21,1,H,Y,2026-05-21,S,2026-05-21,2026-05-21,USD,ACLASS,40,MIS_REFERENCE_14,D,I,2026-05-21,L,H
017,100000000142,PROD,2026-05-22,2026-05-22,2026-05-22,2026-05-22,2026-05-22,2026-05-22,2026-05-22,2026-05-22,I,2026-05-22,2026-05-22,2026-05-22,P,1,2026-05-22,1,H,N,2026-05-22,S,2026-05-22,2026-05-22,PEN,ACLASS,19,MIS_REFERENCE_14,D,I,2026-05-22,T,H
018,100000000143,PROD,2026-05-23,2026-05-23,2026-05-23,2026-05-23,2026-05-23,2026-05-23,2026-05-23,2026-05-23,I,2026-05-23,2026-05-23,2026-05-23,P,1,2026-05-23,1,H,N,2026-05-23,S,2026-05-23,2026-05-23,EUR,ACLASS,18,MIS_REFERENCE_14,D,I,2026-05-23,C,H
019,100000000144,PROD,2026-05-24,2026-05-24,2026-05-24,2026-05-24,2026-05-24,2026-05-24,2026-05-24,2026-05-24,I,2026-05-24,2026-05-24,2026-05-24,P,1,2026-05-24,1,H,N,2026-05-24,S,2026-05-24,2026-05-24,BRL,ACLASS,60,MIS_REFERENCE_14,D,I,2026-05-24,C,H
020,100000000145,PROD,2026-05-25,2026-05-25,2026-05-25,2026-05-25,2026-05-25,2026-05-25,2026-05-25,2026-05-25,I,2026-05-25,2026-05-25,2026-05-25,P,1,2026-05-25,1,H,N,2026-05-25,S,2026-05-25,2026-05-25,USD,ACLASS,34,MIS_REFERENCE_14,D,I,2026-05-25,S,H
021,100000000146,PROD,2026-05-26,2026-05-26,2026-05-26,2026-05-26,2026-05-26,2026-05-26,2026-05-26,2026-05-26,I,2026-05-26,2026-05-26,2026-05-26,P,1,2026-05-26,1,H,Y,2026-05-26,S,2026-05-26,2026-05-26,PEN,ACLASS,75,MIS_REFERENCE_14,D,I,2026-05-26,C,H
022,100000000147,PROD,2026-05-27,2026-05-27,2026-05-27,2026-05-27,2026-05-27,2026-05-27,2026-05-27,2026-05-27,I,2026-05-27,2026-05-27,2026-05-27,P,1,2026-05-27,1,H,N,2026-05-27,S,2026-05-27,2026-05-27,EUR,ACLASS,66,MIS_REFERENCE_14,D,I,2026-05-27,L,H
023,100000000148,PROD,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2026-05-28,I,2026-05-28,2026-05-28,2026-05-28,P,1,2026-05-28,1,H,N,2026-05-28,S,2026-05-28,2026-05-28,BRL,ACLASS,11,MIS_REFERENCE_14,D,I,2026-05-28,T,H
024,100000000149,PROD,2026-05-29,2026-05-29,2026-05-29,2026-05-29,2026-05-29,2026-05-29,2026-05-29,2026-05-29,I,2026-05-29,2026-05-29,2026-05-29,P,1,2026-05-29,1,H,N,2026-05-29,S,2026-05-29,2026-05-29,USD,ACLASS,64,MIS_REFERENCE_14,D,I,2026-05-29,C,H
025,100000000150,PROD,2026-05-30,2026-05-30,2026-05-30,2026-05-30,2026-05-30,2026-05-30,2026-05-30,2026-05-30,I,2026-05-30,2026-05-30,2026-05-30,P,1,2026-05-30,1,H,N,2026-05-30,S,2026-05-30,2026-05-30,PEN,ACLASS,48,MIS_REFERENCE_15,D,I,2026-05-30,C,H
001,100000000151,PROD,2026-05-31,2026-05-31,2026-05-31,2026-05-31,2026-05-31,2026-05-31,2026-05-31,2026-05-31,I,2026-05-31,2026-05-31,2026-05-31,P,1,2026-05-31,1,H,Y,2026-05-31,S,2026-05-31,2026-05-31,EUR,ACLASS,67,MIS_REFERENCE_15,D,I,2026-05-31,S,H
002,100000000152,PROD,2026-06-01,2026-06-01,2026-06-01,2026-06-01,2026-06-01,2026-06-01,2026-06-01,2026-06-01,I,2026-06-01,2026-06-01,2026-06-01,P,1,2026-06-01,1,H,N,2026-06-01,S,2026-06-01,2026-06-01,BRL,ACLASS,46,MIS_REFERENCE_15,D,I,2026-06-01,C,H
003,100000000153,PROD,2026-06-02,2026-06-02,2026-06-02,2026-06-02,2026-06-02,2026-06-02,2026-06-02,2026-06-02,I,2026-06-02,2026-06-02,2026-06-02,P,1,2026-06-02,1,H,N,2026-06-02,S,2026-06-02,2026-06-02,USD,ACLASS,66,MIS_REFERENCE_15,D,I,2026-06-02,L,H
004,100000000154,PROD,2026-06-03,2026-06-03,2026-06-03,2026-06-03,2026-06-03,2026-06-03,2026-06-03,2026-06-03,I,2026-06-03,2026-06-03,2026-06-03,P,1,2026-06-03,1,H,N,2026-06-03,S,2026-06-03,2026-06-03,PEN,ACLASS,63,MIS_REFERENCE_15,D,I,2026-06-03,T,H
005,100000000155,PROD,2026-06-04,2026-06-04,2026-06-04,2026-06-04,2026-06-04,2026-06-04,2026-06-04,2026-06-04,I,2026-06-04,2026-06-04,2026-06-04,P,1,2026-06-04,1,H,N,2026-06-04,S,2026-06-04,2026-06-04,EUR,ACLASS,43,MIS_REFERENCE_15,D,I,2026-06-04,C,H
006,100000000156,PROD,2026-06-05,2026-06-05,2026-06-05,2026-06-05,2026-06-05,2026-06-05,2026-06-05,2026-06-05,I,2026-06-05,2026-06-05,2026-06-05,P,1,2026-06-05,1,H,Y,2026-06-05,S,2026-06-05,2026-06-05,BRL,ACLASS,78,MIS_REFERENCE_15,D,I,2026-06-05,C,H
007,100000000157,PROD,2026-06-06,2026-06-06,2026-06-06,2026-06-06,2026-06-06,2026-06-06,2026-06-06,2026-06-06,I,2026-06-06,2026-06-06,2026-06-06,P,1,2026-06-06,1,H,N,2026-06-06,S,2026-06-06,2026-06-06,USD,ACLASS,21,MIS_REFERENCE_15,D,I,2026-06-06,S,H
008,100000000158,PROD,2026-06-07,2026-06-07,2026-06-07,2026-06-07,2026-06-07,2026-06-07,2026-06-07,2026-06-07,I,2026-06-07,2026-06-07,2026-06-07,P,1,2026-06-07,1,H,N,2026-06-07,S,2026-06-07,2026-06-07,PEN,ACLASS,87,MIS_REFERENCE_15,D,I,2026-06-07,C,H
